r,t,y,AnnualVariableOperatingCost
RE1,MINGAS,2020,939.7721
RE1,MINGAS,2021,1036.9608
RE1,MINGAS,2022,1163.1325
RE1,MINGAS,2023,1196.602
RE1,MINGAS,2024,1199.8187
RE1,MINGAS,2025,1203.0353
RE1,MINGAS,2026,1005.21
RE1,MINGAS,2027,1007.8906
RE1,MINGAS,2028,1010.5711
RE1,MINGAS,2029,1013.2517
RE1,MINGAS,2030,1015.9322
RE1,MINGAS,2031,753.7054
RE1,MINGAS,2032,689.3866
RE1,MINGAS,2033,244.8429
RE1,MINGAS,2034,288.9436
RE1,MINGAS,2035,330.689
RE1,PWRGAS,2020,63.4981
RE1,PWRGAS,2021,70.0649
RE1,PWRGAS,2022,78.3782
RE1,PWRGAS,2023,80.4168
RE1,PWRGAS,2024,80.4168
RE1,PWRGAS,2025,80.4168
RE1,PWRGAS,2026,67.014
RE1,PWRGAS,2027,67.014
RE1,PWRGAS,2028,67.014
RE1,PWRGAS,2029,67.014
RE1,PWRGAS,2030,67.014
RE1,PWRGAS,2031,49.3263
RE1,PWRGAS,2032,44.6494
RE1,PWRGAS,2033,15.7354
RE1,PWRGAS,2034,18.4275
RE1,PWRGAS,2035,20.8768
RE1,PWRTRN,2020,0.0177
RE1,PWRTRN,2021,0.0191
RE1,PWRTRN,2022,0.0208
RE1,PWRTRN,2023,0.0227
RE1,PWRTRN,2024,0.0245
RE1,PWRTRN,2025,0.0264
RE1,PWRTRN,2026,0.0286
RE1,PWRTRN,2027,0.0308
RE1,PWRTRN,2028,0.0331
RE1,PWRTRN,2029,0.0356
RE1,PWRTRN,2030,0.0382
RE1,PWRTRN,2031,0.0409
RE1,PWRTRN,2032,0.0438
RE1,PWRTRN,2033,0.0469
RE1,PWRTRN,2034,0.0501
RE1,PWRTRN,2035,0.0535
RE1,RSCLND,2020,0.03
RE1,RSCLND,2021,0.03
RE1,RSCLND,2022,0.03
RE1,RSCLND,2023,0.03
RE1,RSCLND,2024,0.03
RE1,RSCLND,2025,0.03
RE1,RSCLND,2026,0.03
RE1,RSCLND,2027,0.03
RE1,RSCLND,2028,0.03
RE1,RSCLND,2029,0.03
RE1,RSCLND,2030,0.03
RE1,RSCLND,2031,0.03
RE1,RSCLND,2032,0.03
RE1,RSCLND,2033,0.03
RE1,RSCLND,2034,0.03
RE1,RSCLND,2035,0.03
RE1,LNDMAIRNF,2020,172.2
RE1,LNDMAIRNF,2021,154.98
RE1,LNDMAIRNF,2022,137.76
RE1,LNDMAIRNF,2023,120.54
RE1,LNDMAIRNF,2024,103.32
RE1,LNDMAIRNF,2025,86.1
RE1,LNDMAIRNF,2026,68.88
RE1,LNDMAIRNF,2027,51.66
RE1,LNDMAIRNF,2028,34.44
RE1,LNDMAIRNF,2029,17.22
RE1,LNDRICRNF,2020,79.1879
RE1,LNDRICRNF,2021,73.017
RE1,LNDRICRNF,2022,64.866
RE1,LNDRICRNF,2023,56.772
RE1,LNDRICRNF,2024,48.678
RE1,LNDRICRNF,2025,40.527
RE1,LNDRICRNF,2026,32.433
RE1,LNDRICRNF,2027,24.339
RE1,LNDRICRNF,2028,16.245
RE1,LNDRICRNF,2029,8.094
RE1,LNDMAIIRR,2020,18.0077
RE1,LNDMAIIRR,2021,39.1072
RE1,LNDMAIIRR,2022,60.3229
RE1,LNDMAIIRR,2023,81.4223
RE1,LNDMAIIRR,2024,102.638
RE1,LNDMAIIRR,2025,125.1146
RE1,LNDMAIIRR,2026,146.3303
RE1,LNDMAIIRR,2027,167.6622
RE1,LNDMAIIRR,2028,190.255
RE1,LNDMAIIRR,2029,212.8478
RE1,LNDMAIIRR,2030,235.5568
RE1,LNDMAIIRR,2031,242.1113
RE1,LNDMAIIRR,2032,248.6658
RE1,LNDMAIIRR,2033,255.2203
RE1,LNDMAIIRR,2034,261.7748
RE1,LNDMAIIRR,2035,268.4455
RE1,LNDRICIRR,2020,45.6476
RE1,LNDRICIRR,2021,52.893
RE1,LNDRICIRR,2022,61.7515
RE1,LNDRICIRR,2023,70.6401
RE1,LNDRICIRR,2024,79.6052
RE1,LNDRICIRR,2025,88.6167
RE1,LNDRICIRR,2026,97.6583
RE1,LNDRICIRR,2027,106.6998
RE1,LNDRICIRR,2028,115.8179
RE1,LNDRICIRR,2029,125.0589
RE1,LNDRICIRR,2030,134.2535
RE1,LNDRICIRR,2031,136.9309
RE1,LNDRICIRR,2032,139.6848
RE1,LNDRICIRR,2033,142.5152
RE1,LNDRICIRR,2034,145.3456
RE1,LNDRICIRR,2035,148.2525
RE1,LNDFOR,2020,-152.16
RE1,LNDFOR,2021,-146.16
RE1,LNDFOR,2022,-141.1349
RE1,LNDFOR,2023,-134.16
RE1,LNDFOR,2024,-151.9016
RE1,LNDFOR,2025,-151.7938
RE1,LNDFOR,2026,-151.7595
RE1,LNDFOR,2027,-151.6638
RE1,LNDFOR,2028,-151.6133
RE1,LNDFOR,2029,-151.5026
RE1,LNDFOR,2030,-151.3902
RE1,LNDFOR,2031,-151.2367
RE1,LNDFOR,2032,-151.0226
RE1,LNDFOR,2033,-150.8079
RE1,LNDFOR,2034,-150.6532
RE1,LNDFOR,2035,-150.4367
RE1,LNDBLT,2020,0.0015
RE1,LNDBLT,2021,0.0015
RE1,LNDBLT,2022,0.0015
RE1,LNDBLT,2023,0.0016
RE1,LNDBLT,2024,0.0016
RE1,LNDBLT,2025,0.0016
RE1,LNDBLT,2026,0.0016
RE1,LNDBLT,2027,0.0016
RE1,LNDBLT,2028,0.0016
RE1,LNDBLT,2029,0.0016
RE1,LNDBLT,2030,0.0017
RE1,LNDBLT,2031,0.0017
RE1,LNDBLT,2032,0.0017
RE1,LNDBLT,2033,0.0017
RE1,LNDBLT,2034,0.0017
RE1,LNDBLT,2035,0.0017
RE1,LNDWAT,2020,0.0025
RE1,LNDWAT,2021,0.0025
RE1,LNDWAT,2022,0.0025
RE1,LNDWAT,2023,0.0027
RE1,LNDWAT,2024,0.0025
RE1,LNDWAT,2025,0.0025
RE1,LNDWAT,2026,0.0025
RE1,LNDWAT,2027,0.0025
RE1,LNDWAT,2028,0.0025
RE1,LNDWAT,2029,0.0025
RE1,LNDWAT,2030,0.0025
RE1,LNDWAT,2031,0.0025
RE1,LNDWAT,2032,0.0025
RE1,LNDWAT,2033,0.0025
RE1,LNDWAT,2034,0.0025
RE1,LNDWAT,2035,0.0025
RE1,RSCPRC,2020,0.036
RE1,RSCPRC,2021,0.0348
RE1,RSCPRC,2022,0.0338
RE1,RSCPRC,2023,0.0327
RE1,RSCPRC,2024,0.036
RE1,RSCPRC,2025,0.036
RE1,RSCPRC,2026,0.036
RE1,RSCPRC,2027,0.036
RE1,RSCPRC,2028,0.036
RE1,RSCPRC,2029,0.036
RE1,RSCPRC,2030,0.036
RE1,RSCPRC,2031,0.036
RE1,RSCPRC,2032,0.036
RE1,RSCPRC,2033,0.036
RE1,RSCPRC,2034,0.036
RE1,RSCPRC,2035,0.036
RE1,RSCHYD,2020,0.0095
RE1,RSCHYD,2021,0.0097
RE1,RSCHYD,2022,0.0099
RE1,RSCHYD,2023,0.0101
RE1,RSCHYD,2024,0.0096
RE1,RSCHYD,2025,0.0096
RE1,RSCHYD,2026,0.0096
RE1,RSCHYD,2027,0.0096
RE1,RSCHYD,2028,0.0096
RE1,RSCHYD,2029,0.0096
RE1,RSCHYD,2030,0.0096
RE1,RSCHYD,2031,0.0096
RE1,RSCHYD,2032,0.0096
RE1,RSCHYD,2033,0.0096
RE1,RSCHYD,2034,0.0096
RE1,RSCHYD,2035,0.0096
RE1,RSCSOL,2020,0.0007
RE1,RSCSOL,2021,0.0007
RE1,RSCSOL,2022,0.0007
RE1,RSCSOL,2023,0.0007
RE1,RSCSOL,2024,0.0007
RE1,RSCSOL,2025,0.0007
RE1,RSCSOL,2026,0.0007
RE1,RSCSOL,2027,0.0007
RE1,RSCSOL,2028,0.0007
RE1,RSCSOL,2029,0.0007
RE1,RSCSOL,2030,0.0007
RE1,RSCSOL,2031,0.0007
RE1,RSCSOL,2032,0.0007
RE1,RSCSOL,2033,0.0007
RE1,RSCSOL,2034,0.0007
RE1,RSCSOL,2035,0.0007
RE1,RSCWND,2020,0.0017
RE1,RSCWND,2021,0.0017
RE1,RSCWND,2022,0.0017
RE1,RSCWND,2023,0.003
RE1,RSCWND,2024,0.0051
RE1,RSCWND,2025,0.007
RE1,RSCWND,2026,0.0119
RE1,RSCWND,2027,0.014
RE1,RSCWND,2028,0.0163
RE1,RSCWND,2029,0.0188
RE1,RSCWND,2030,0.0214
RE1,RSCWND,2031,0.0277
RE1,RSCWND,2032,0.0315
RE1,RSCWND,2033,0.0403
RE1,RSCWND,2034,0.0431
RE1,RSCWND,2035,0.046
RE1,PWRHYD,2020,0.0033
RE1,PWRHYD,2021,0.0034
RE1,PWRHYD,2022,0.0035
RE1,PWRHYD,2023,0.0035
RE1,PWRHYD,2024,0.0033
RE1,PWRHYD,2025,0.0033
RE1,PWRHYD,2026,0.0033
RE1,PWRHYD,2027,0.0033
RE1,PWRHYD,2028,0.0034
RE1,PWRHYD,2029,0.0034
RE1,PWRHYD,2030,0.0034
RE1,PWRHYD,2031,0.0034
RE1,PWRHYD,2032,0.0034
RE1,PWRHYD,2033,0.0034
RE1,PWRHYD,2034,0.0034
RE1,PWRHYD,2035,0.0034
RE1,PWRSOL,2020,0.0007
RE1,PWRSOL,2021,0.0007
RE1,PWRSOL,2022,0.0007
RE1,PWRSOL,2023,0.0007
RE1,PWRSOL,2024,0.0007
RE1,PWRSOL,2025,0.0007
RE1,PWRSOL,2026,0.0007
RE1,PWRSOL,2027,0.0007
RE1,PWRSOL,2028,0.0007
RE1,PWRSOL,2029,0.0007
RE1,PWRSOL,2030,0.0007
RE1,PWRSOL,2031,0.0007
RE1,PWRSOL,2032,0.0007
RE1,PWRSOL,2033,0.0007
RE1,PWRSOL,2034,0.0007
RE1,PWRSOL,2035,0.0007
RE1,PWRWND,2020,0.0017
RE1,PWRWND,2021,0.0017
RE1,PWRWND,2022,0.0017
RE1,PWRWND,2023,0.003
RE1,PWRWND,2024,0.0051
RE1,PWRWND,2025,0.007
RE1,PWRWND,2026,0.0119
RE1,PWRWND,2027,0.014
RE1,PWRWND,2028,0.0163
RE1,PWRWND,2029,0.0188
RE1,PWRWND,2030,0.0214
RE1,PWRWND,2031,0.0277
RE1,PWRWND,2032,0.0315
RE1,PWRWND,2033,0.0403
RE1,PWRWND,2034,0.0431
RE1,PWRWND,2035,0.046
RE1,DEMAGRDSL,2020,57.3948
RE1,DEMAGRDSL,2021,59.7881
RE1,DEMAGRDSL,2022,62.1922
RE1,DEMAGRDSL,2023,64.5794
RE1,DEMAGRDSL,2024,67.0094
RE1,DEMAGRDSL,2025,69.7652
RE1,DEMAGRDSL,2026,72.2077
RE1,DEMAGRDSL,2027,74.6804
RE1,DEMAGRDSL,2028,77.4921
RE1,DEMAGRDSL,2029,80.3159
RE1,DEMAGRDSL,2030,83.1704
RE1,DEMAGRDSL,2031,85.3097
RE1,DEMAGRDSL,2032,87.4617
RE1,DEMAGRDSL,2033,89.6263
RE1,DEMAGRDSL,2034,91.7909
RE1,DEMAGRDSL,2035,93.9983
RE1,DEMAGRSURWAT,2020,0.0
RE1,DEMAGRSURWAT,2021,0.0001
RE1,DEMAGRSURWAT,2022,0.0001
RE1,DEMAGRSURWAT,2023,0.0001
RE1,DEMAGRSURWAT,2024,0.0001
RE1,DEMAGRSURWAT,2025,0.0001
RE1,DEMAGRSURWAT,2026,0.0002
RE1,DEMAGRSURWAT,2027,0.0002
RE1,DEMAGRSURWAT,2028,0.0002
RE1,DEMAGRSURWAT,2029,0.0003
RE1,DEMAGRSURWAT,2030,0.0003
RE1,DEMAGRSURWAT,2031,0.0003
RE1,DEMAGRSURWAT,2032,0.0003
RE1,DEMAGRSURWAT,2033,0.0003
RE1,DEMAGRSURWAT,2034,0.0003
RE1,DEMAGRSURWAT,2035,0.0003
RE1,DEMAGRGWTWAT,2022,0.0
RE1,DEMAGRGWTWAT,2023,0.0
