r,t,TotalTechnologyModelPeriodActivity
RE1,MINCOA,0.0
RE1,MINGAS,1657.9788
RE1,MINHYD,2014.1295
RE1,MINSOL,282.995
RE1,MINWND,0.0
RE1,PWRCOA,0.0
RE1,PWRGAS,828.9894
RE1,PWRHYD,2014.1295
RE1,PWRSOL,282.995
RE1,PWRTRN,2584.6536
RE1,PWRWND,0.0
