r,l,t,m,y,RateOfActivity
RE1,S22,PWRGAS,1,2031,292.0171
RE1,S11,PWRGAS,1,2032,340.3604
RE1,S12,PWRGAS,1,2032,275.8337
RE1,S21,PWRGAS,1,2032,393.1871
RE1,S22,PWRGAS,1,2032,262.8059
RE1,S11,PWRGAS,1,2033,366.7829
RE1,S12,PWRGAS,1,2033,304.9638
RE1,S21,PWRGAS,1,2033,429.0343
RE1,S22,PWRGAS,1,2033,292.096
RE1,S11,PWRGAS,1,2034,395.1534
RE1,S12,PWRGAS,1,2034,336.2921
RE1,S21,PWRGAS,1,2034,467.5285
RE1,S22,PWRGAS,1,2034,323.5072
RE1,S11,PWRGAS,1,2035,424.501
RE1,S12,PWRGAS,1,2035,368.6666
RE1,S21,PWRGAS,1,2035,507.3481
RE1,S22,PWRGAS,1,2035,356.0324
RE1,S11,PWRCOA,1,2020,105.4813
RE1,S12,PWRCOA,1,2020,108.1034
RE1,S21,PWRCOA,1,2020,108.1034
RE1,S22,PWRCOA,1,2020,108.1034
RE1,S11,PWRCOA,1,2021,126.144
RE1,S12,PWRCOA,1,2021,126.144
RE1,S21,PWRCOA,1,2021,85.2064
RE1,S22,PWRCOA,1,2021,93.5909
RE1,S11,PWRCOA,1,2022,126.144
RE1,S12,PWRCOA,1,2022,126.144
RE1,S21,PWRCOA,1,2022,76.4693
RE1,S22,PWRCOA,1,2022,111.1182
RE1,S11,PWRCOA,1,2023,126.144
RE1,S12,PWRCOA,1,2023,126.144
RE1,S21,PWRCOA,1,2023,68.979
RE1,S22,PWRCOA,1,2023,126.144
RE1,S11,PWRCOA,1,2024,126.144
RE1,S12,PWRCOA,1,2024,126.144
RE1,S21,PWRCOA,1,2024,68.979
RE1,S22,PWRCOA,1,2024,126.144
RE1,S11,PWRCOA,1,2025,123.9934
RE1,S12,PWRCOA,1,2025,126.144
RE1,S21,PWRCOA,1,2025,71.1622
RE1,S22,PWRCOA,1,2025,126.144
RE1,S11,PWRCOA,1,2026,69.8297
RE1,S12,PWRCOA,1,2026,126.144
RE1,S21,PWRCOA,1,2026,126.144
RE1,S22,PWRCOA,1,2026,126.144
RE1,S11,PWRCOA,1,2027,69.8297
RE1,S12,PWRCOA,1,2027,126.144
RE1,S21,PWRCOA,1,2027,126.144
RE1,S22,PWRCOA,1,2027,126.144
RE1,S11,PWRCOA,1,2028,69.8297
RE1,S12,PWRCOA,1,2028,126.144
RE1,S21,PWRCOA,1,2028,126.144
RE1,S22,PWRCOA,1,2028,126.144
RE1,S11,PWRCOA,1,2029,69.8297
RE1,S12,PWRCOA,1,2029,126.144
RE1,S21,PWRCOA,1,2029,126.144
RE1,S22,PWRCOA,1,2029,126.144
RE1,S11,PWRCOA,1,2030,34.9149
RE1,S12,PWRCOA,1,2030,63.072
RE1,S21,PWRCOA,1,2030,63.072
RE1,S22,PWRCOA,1,2030,63.072
RE1,S11,PWRCOA,1,2031,63.072
RE1,S12,PWRCOA,1,2031,63.072
RE1,S21,PWRCOA,1,2031,63.072
RE1,S22,PWRCOA,1,2031,5.7338
RE1,S11,PWRCOA,1,2032,34.9149
RE1,S12,PWRCOA,1,2032,63.072
RE1,S21,PWRCOA,1,2032,63.072
RE1,S22,PWRCOA,1,2032,63.072
RE1,S11,PWRCOA,1,2033,34.9149
RE1,S12,PWRCOA,1,2033,63.072
RE1,S21,PWRCOA,1,2033,63.072
RE1,S22,PWRCOA,1,2033,63.072
RE1,S11,PWRCOA,1,2034,34.9149
RE1,S12,PWRCOA,1,2034,63.072
RE1,S21,PWRCOA,1,2034,63.072
RE1,S22,PWRCOA,1,2034,63.072
RE1,S11,PWRCOA,1,2035,34.9149
RE1,S12,PWRCOA,1,2035,63.072
RE1,S21,PWRCOA,1,2035,63.072
RE1,S22,PWRCOA,1,2035,63.072
RE1,S11,PWRTRN,1,2020,141.9806
RE1,S12,PWRTRN,1,2020,152.6224
RE1,S21,PWRTRN,1,2020,220.923
RE1,S22,PWRTRN,1,2020,187.4146
RE1,S11,PWRTRN,1,2021,153.6282
RE1,S12,PWRTRN,1,2021,164.1642
RE1,S21,PWRTRN,1,2021,238.0436
RE1,S22,PWRTRN,1,2021,201.4416
RE1,S11,PWRTRN,1,2022,168.0651
RE1,S12,PWRTRN,1,2022,178.5546
RE1,S21,PWRTRN,1,2022,259.3604
RE1,S22,PWRTRN,1,2022,219.0032
RE1,S11,PWRTRN,1,2023,183.4333
RE1,S12,PWRTRN,1,2023,193.8898
RE1,S21,PWRTRN,1,2023,282.069
RE1,S22,PWRTRN,1,2023,237.7165
RE1,S11,PWRTRN,1,2024,198.7605
RE1,S12,PWRTRN,1,2024,209.1743
RE1,S21,PWRTRN,1,2024,304.7387
RE1,S22,PWRTRN,1,2024,256.3759
RE1,S11,PWRTRN,1,2025,215.0372
RE1,S12,PWRTRN,1,2025,225.4089
RE1,S21,PWRTRN,1,2025,328.8172
RE1,S22,PWRTRN,1,2025,276.1966
RE1,S11,PWRTRN,1,2026,233.1533
RE1,S12,PWRTRN,1,2026,243.5099
RE1,S21,PWRTRN,1,2026,355.6621
RE1,S22,PWRTRN,1,2026,298.3006
RE1,S11,PWRTRN,1,2027,251.277
RE1,S12,PWRTRN,1,2027,261.6614
RE1,S21,PWRTRN,1,2027,382.511
RE1,S22,PWRTRN,1,2027,320.4057
RE1,S11,PWRTRN,1,2028,270.3916
RE1,S12,PWRTRN,1,2028,280.6764
RE1,S21,PWRTRN,1,2028,410.7794
RE1,S22,PWRTRN,1,2028,343.6794
RE1,S11,PWRTRN,1,2029,291.3477
RE1,S12,PWRTRN,1,2029,301.5932
RE1,S21,PWRTRN,1,2029,441.8192
RE1,S22,PWRTRN,1,2029,369.2495
RE1,S11,PWRTRN,1,2030,313.2375
RE1,S12,PWRTRN,1,2030,323.4543
RE1,S21,PWRTRN,1,2030,474.253
RE1,S22,PWRTRN,1,2030,395.9628
RE1,S11,PWRTRN,1,2031,335.8895
RE1,S12,PWRTRN,1,2031,346.1579
RE1,S21,PWRTRN,1,2031,507.9341
RE1,S22,PWRTRN,1,2031,423.6673
RE1,S11,PWRTRN,1,2032,360.4448
RE1,S12,PWRTRN,1,2032,370.6322
RE1,S21,PWRTRN,1,2032,544.3914
RE1,S22,PWRTRN,1,2032,453.6873
RE1,S11,PWRTRN,1,2033,385.9239
RE1,S12,PWRTRN,1,2033,396.1005
RE1,S21,PWRTRN,1,2033,582.2528
RE1,S22,PWRTRN,1,2033,484.8516
RE1,S11,PWRTRN,1,2034,413.2677
RE1,S12,PWRTRN,1,2034,423.4441
RE1,S21,PWRTRN,1,2034,622.895
RE1,S22,PWRTRN,1,2034,518.3141
RE1,S11,PWRTRN,1,2035,441.5625
RE1,S12,PWRTRN,1,2035,451.7328
RE1,S21,PWRTRN,1,2035,664.9474
RE1,S22,PWRTRN,1,2035,552.9321
RE1,S11,RSCLND,1,2020,300.0
RE1,S12,RSCLND,1,2020,300.0
RE1,S21,RSCLND,1,2020,300.0
RE1,S22,RSCLND,1,2020,300.0
RE1,S11,RSCLND,1,2021,300.0
RE1,S12,RSCLND,1,2021,300.0
RE1,S21,RSCLND,1,2021,300.0
RE1,S22,RSCLND,1,2021,300.0
RE1,S11,RSCLND,1,2022,300.0
RE1,S12,RSCLND,1,2022,300.0
RE1,S21,RSCLND,1,2022,300.0
RE1,S22,RSCLND,1,2022,300.0
RE1,S11,RSCLND,1,2023,300.0
RE1,S12,RSCLND,1,2023,300.0
RE1,S21,RSCLND,1,2023,300.0
RE1,S22,RSCLND,1,2023,300.0
RE1,S11,RSCLND,1,2024,300.0
RE1,S12,RSCLND,1,2024,300.0
RE1,S21,RSCLND,1,2024,300.0
RE1,S22,RSCLND,1,2024,300.0
RE1,S11,RSCLND,1,2025,300.0
RE1,S12,RSCLND,1,2025,300.0
RE1,S21,RSCLND,1,2025,300.0
RE1,S22,RSCLND,1,2025,300.0
RE1,S11,RSCLND,1,2026,300.0
RE1,S12,RSCLND,1,2026,300.0
RE1,S21,RSCLND,1,2026,300.0
RE1,S22,RSCLND,1,2026,300.0
RE1,S11,RSCLND,1,2027,300.0
RE1,S12,RSCLND,1,2027,300.0
RE1,S21,RSCLND,1,2027,300.0
RE1,S22,RSCLND,1,2027,300.0
RE1,S11,RSCLND,1,2028,300.0
RE1,S12,RSCLND,1,2028,300.0
RE1,S21,RSCLND,1,2028,300.0
RE1,S22,RSCLND,1,2028,300.0
RE1,S11,RSCLND,1,2029,300.0
RE1,S12,RSCLND,1,2029,300.0
RE1,S21,RSCLND,1,2029,300.0
RE1,S22,RSCLND,1,2029,300.0
RE1,S11,RSCLND,1,2030,300.0
RE1,S12,RSCLND,1,2030,299.4048
RE1,S21,RSCLND,1,2030,300.0
RE1,S22,RSCLND,1,2030,300.0
RE1,S11,RSCLND,1,2031,300.0
RE1,S12,RSCLND,1,2031,299.4048
RE1,S21,RSCLND,1,2031,300.0
RE1,S22,RSCLND,1,2031,300.0
RE1,S11,RSCLND,1,2032,300.0
RE1,S12,RSCLND,1,2032,300.0
RE1,S21,RSCLND,1,2032,300.0
RE1,S22,RSCLND,1,2032,300.0
RE1,S11,RSCLND,1,2033,300.0
RE1,S12,RSCLND,1,2033,300.0
RE1,S21,RSCLND,1,2033,300.0
RE1,S22,RSCLND,1,2033,300.0
RE1,S11,RSCLND,1,2034,300.0
RE1,S12,RSCLND,1,2034,300.0
RE1,S21,RSCLND,1,2034,300.0
RE1,S22,RSCLND,1,2034,300.0
RE1,S11,RSCLND,1,2035,300.0
RE1,S12,RSCLND,1,2035,300.0
RE1,S21,RSCLND,1,2035,300.0
RE1,S22,RSCLND,1,2035,300.0
RE1,S11,LNDMAIRNF,1,2020,4.1
RE1,S12,LNDMAIRNF,1,2020,4.1
RE1,S21,LNDMAIRNF,1,2020,4.1
RE1,S22,LNDMAIRNF,1,2020,4.1
RE1,S11,LNDMAIRNF,1,2021,3.69
RE1,S12,LNDMAIRNF,1,2021,3.69
RE1,S21,LNDMAIRNF,1,2021,3.69
RE1,S22,LNDMAIRNF,1,2021,3.69
RE1,S11,LNDMAIRNF,1,2022,3.28
RE1,S12,LNDMAIRNF,1,2022,3.28
RE1,S21,LNDMAIRNF,1,2022,3.28
RE1,S22,LNDMAIRNF,1,2022,3.28
RE1,S11,LNDMAIRNF,1,2023,2.87
RE1,S12,LNDMAIRNF,1,2023,2.87
RE1,S21,LNDMAIRNF,1,2023,2.87
RE1,S22,LNDMAIRNF,1,2023,2.87
RE1,S11,LNDMAIRNF,1,2024,2.46
RE1,S12,LNDMAIRNF,1,2024,2.46
RE1,S21,LNDMAIRNF,1,2024,2.46
RE1,S22,LNDMAIRNF,1,2024,2.46
RE1,S11,LNDMAIRNF,1,2025,2.05
RE1,S12,LNDMAIRNF,1,2025,2.05
RE1,S21,LNDMAIRNF,1,2025,2.05
RE1,S22,LNDMAIRNF,1,2025,2.05
RE1,S11,LNDMAIRNF,1,2026,1.64
RE1,S12,LNDMAIRNF,1,2026,1.64
RE1,S21,LNDMAIRNF,1,2026,1.64
RE1,S22,LNDMAIRNF,1,2026,1.64
RE1,S11,LNDMAIRNF,1,2027,1.23
RE1,S12,LNDMAIRNF,1,2027,1.23
RE1,S21,LNDMAIRNF,1,2027,1.23
RE1,S22,LNDMAIRNF,1,2027,1.23
RE1,S11,LNDMAIRNF,1,2028,0.82
RE1,S12,LNDMAIRNF,1,2028,0.82
RE1,S21,LNDMAIRNF,1,2028,0.82
RE1,S22,LNDMAIRNF,1,2028,0.82
RE1,S11,LNDMAIRNF,1,2029,0.41
RE1,S12,LNDMAIRNF,1,2029,0.41
RE1,S21,LNDMAIRNF,1,2029,0.41
RE1,S22,LNDMAIRNF,1,2029,0.41
RE1,S11,LNDRICRNF,1,2020,1.423
RE1,S12,LNDRICRNF,1,2020,1.423
RE1,S21,LNDRICRNF,1,2020,1.355
RE1,S22,LNDRICRNF,1,2020,1.355
RE1,S11,LNDRICRNF,1,2021,1.281
RE1,S12,LNDRICRNF,1,2021,1.281
RE1,S21,LNDRICRNF,1,2021,1.281
RE1,S22,LNDRICRNF,1,2021,1.281
RE1,S11,LNDRICRNF,1,2022,1.138
RE1,S12,LNDRICRNF,1,2022,1.138
RE1,S21,LNDRICRNF,1,2022,1.138
RE1,S22,LNDRICRNF,1,2022,1.138
RE1,S11,LNDRICRNF,1,2023,0.996
RE1,S12,LNDRICRNF,1,2023,0.996
RE1,S21,LNDRICRNF,1,2023,0.996
RE1,S22,LNDRICRNF,1,2023,0.996
RE1,S11,LNDRICRNF,1,2024,0.854
RE1,S12,LNDRICRNF,1,2024,0.854
RE1,S21,LNDRICRNF,1,2024,0.854
RE1,S22,LNDRICRNF,1,2024,0.854
RE1,S11,LNDRICRNF,1,2025,0.711
RE1,S12,LNDRICRNF,1,2025,0.711
RE1,S21,LNDRICRNF,1,2025,0.711
RE1,S22,LNDRICRNF,1,2025,0.711
RE1,S11,LNDRICRNF,1,2026,0.569
RE1,S12,LNDRICRNF,1,2026,0.569
RE1,S21,LNDRICRNF,1,2026,0.569
RE1,S22,LNDRICRNF,1,2026,0.569
RE1,S11,LNDRICRNF,1,2027,0.427
RE1,S12,LNDRICRNF,1,2027,0.427
RE1,S21,LNDRICRNF,1,2027,0.427
RE1,S22,LNDRICRNF,1,2027,0.427
RE1,S11,LNDRICRNF,1,2028,0.285
RE1,S12,LNDRICRNF,1,2028,0.285
RE1,S21,LNDRICRNF,1,2028,0.285
RE1,S22,LNDRICRNF,1,2028,0.285
RE1,S11,LNDRICRNF,1,2029,0.142
RE1,S12,LNDRICRNF,1,2029,0.142
RE1,S21,LNDRICRNF,1,2029,0.142
RE1,S22,LNDRICRNF,1,2029,0.142
RE1,S11,LNDMAIIRR,1,2020,0.3398
RE1,S12,LNDMAIIRR,1,2020,0.3398
RE1,S21,LNDMAIIRR,1,2020,0.3398
RE1,S22,LNDMAIIRR,1,2020,0.3398
RE1,S11,LNDMAIIRR,1,2021,0.7379
RE1,S12,LNDMAIIRR,1,2021,0.7379
RE1,S21,LNDMAIIRR,1,2021,0.7379
RE1,S22,LNDMAIIRR,1,2021,0.7379
RE1,S11,LNDMAIIRR,1,2022,1.1382
RE1,S12,LNDMAIIRR,1,2022,1.1382
RE1,S21,LNDMAIIRR,1,2022,1.1382
RE1,S22,LNDMAIIRR,1,2022,1.1382
RE1,S11,LNDMAIIRR,1,2023,1.5363
RE1,S12,LNDMAIIRR,1,2023,1.5363
RE1,S21,LNDMAIIRR,1,2023,1.5363
RE1,S22,LNDMAIIRR,1,2023,1.5363
RE1,S11,LNDMAIIRR,1,2024,1.9366
RE1,S12,LNDMAIIRR,1,2024,1.9366
RE1,S21,LNDMAIIRR,1,2024,1.9366
RE1,S22,LNDMAIIRR,1,2024,1.9366
RE1,S11,LNDMAIIRR,1,2025,2.3607
RE1,S12,LNDMAIIRR,1,2025,2.3607
RE1,S21,LNDMAIIRR,1,2025,2.3607
RE1,S22,LNDMAIIRR,1,2025,2.3607
RE1,S11,LNDMAIIRR,1,2026,2.7609
RE1,S12,LNDMAIIRR,1,2026,2.7609
RE1,S21,LNDMAIIRR,1,2026,2.7609
RE1,S22,LNDMAIIRR,1,2026,2.7609
RE1,S11,LNDMAIIRR,1,2027,3.1634
RE1,S12,LNDMAIIRR,1,2027,3.1634
RE1,S21,LNDMAIIRR,1,2027,3.1634
RE1,S22,LNDMAIIRR,1,2027,3.1634
RE1,S11,LNDMAIIRR,1,2028,3.5897
RE1,S12,LNDMAIIRR,1,2028,3.5897
RE1,S21,LNDMAIIRR,1,2028,3.5897
RE1,S22,LNDMAIIRR,1,2028,3.5897
RE1,S11,LNDMAIIRR,1,2029,4.016
RE1,S12,LNDMAIIRR,1,2029,4.016
RE1,S21,LNDMAIIRR,1,2029,4.016
RE1,S22,LNDMAIIRR,1,2029,4.016
RE1,S11,LNDMAIIRR,1,2030,4.4445
RE1,S12,LNDMAIIRR,1,2030,4.4445
RE1,S21,LNDMAIIRR,1,2030,4.4445
RE1,S22,LNDMAIIRR,1,2030,4.4445
RE1,S11,LNDMAIIRR,1,2031,4.5681
RE1,S12,LNDMAIIRR,1,2031,4.5681
RE1,S21,LNDMAIIRR,1,2031,4.5681
RE1,S22,LNDMAIIRR,1,2031,4.5681
RE1,S11,LNDMAIIRR,1,2032,4.6918
RE1,S12,LNDMAIIRR,1,2032,4.6918
RE1,S21,LNDMAIIRR,1,2032,4.6918
RE1,S22,LNDMAIIRR,1,2032,4.6918
RE1,S11,LNDMAIIRR,1,2033,4.8155
RE1,S12,LNDMAIIRR,1,2033,4.8155
RE1,S21,LNDMAIIRR,1,2033,4.8155
RE1,S22,LNDMAIIRR,1,2033,4.8155
RE1,S11,LNDMAIIRR,1,2034,4.9391
RE1,S12,LNDMAIIRR,1,2034,4.9391
RE1,S21,LNDMAIIRR,1,2034,4.9391
RE1,S22,LNDMAIIRR,1,2034,4.9391
RE1,S11,LNDMAIIRR,1,2035,5.065
RE1,S12,LNDMAIIRR,1,2035,5.065
RE1,S21,LNDMAIIRR,1,2035,5.065
RE1,S22,LNDMAIIRR,1,2035,5.065
RE1,S11,LNDRICIRR,1,2020,0.55
RE1,S12,LNDRICIRR,1,2020,0.55
RE1,S21,LNDRICIRR,1,2020,0.55
RE1,S22,LNDRICIRR,1,2020,0.55
RE1,S11,LNDRICIRR,1,2021,0.6373
RE1,S12,LNDRICIRR,1,2021,0.6373
RE1,S21,LNDRICIRR,1,2021,0.6373
RE1,S22,LNDRICIRR,1,2021,0.6373
RE1,S11,LNDRICIRR,1,2022,0.744
RE1,S12,LNDRICIRR,1,2022,0.744
RE1,S21,LNDRICIRR,1,2022,0.744
RE1,S22,LNDRICIRR,1,2022,0.744
RE1,S11,LNDRICIRR,1,2023,0.8511
RE1,S12,LNDRICIRR,1,2023,0.8511
RE1,S21,LNDRICIRR,1,2023,0.8511
RE1,S22,LNDRICIRR,1,2023,0.8511
RE1,S11,LNDRICIRR,1,2024,0.9591
RE1,S12,LNDRICIRR,1,2024,0.9591
RE1,S21,LNDRICIRR,1,2024,0.9591
RE1,S22,LNDRICIRR,1,2024,0.9591
RE1,S11,LNDRICIRR,1,2025,1.0677
RE1,S12,LNDRICIRR,1,2025,1.0677
RE1,S21,LNDRICIRR,1,2025,1.0677
RE1,S22,LNDRICIRR,1,2025,1.0677
RE1,S11,LNDRICIRR,1,2026,1.1766
RE1,S12,LNDRICIRR,1,2026,1.1766
RE1,S21,LNDRICIRR,1,2026,1.1766
RE1,S22,LNDRICIRR,1,2026,1.1766
RE1,S11,LNDRICIRR,1,2027,1.2855
RE1,S12,LNDRICIRR,1,2027,1.2855
RE1,S21,LNDRICIRR,1,2027,1.2855
RE1,S22,LNDRICIRR,1,2027,1.2855
RE1,S11,LNDRICIRR,1,2028,1.3954
RE1,S12,LNDRICIRR,1,2028,1.3954
RE1,S21,LNDRICIRR,1,2028,1.3954
RE1,S22,LNDRICIRR,1,2028,1.3954
RE1,S11,LNDRICIRR,1,2029,1.5067
RE1,S12,LNDRICIRR,1,2029,1.5067
RE1,S21,LNDRICIRR,1,2029,1.5067
RE1,S22,LNDRICIRR,1,2029,1.5067
RE1,S11,LNDRICIRR,1,2030,1.6175
RE1,S12,LNDRICIRR,1,2030,1.6175
RE1,S21,LNDRICIRR,1,2030,1.6175
RE1,S22,LNDRICIRR,1,2030,1.6175
RE1,S11,LNDRICIRR,1,2031,1.6498
RE1,S12,LNDRICIRR,1,2031,1.6498
RE1,S21,LNDRICIRR,1,2031,1.6498
RE1,S22,LNDRICIRR,1,2031,1.6498
RE1,S11,LNDRICIRR,1,2032,1.6829
RE1,S12,LNDRICIRR,1,2032,1.6829
RE1,S21,LNDRICIRR,1,2032,1.6829
RE1,S22,LNDRICIRR,1,2032,1.6829
RE1,S11,LNDRICIRR,1,2033,1.7171
RE1,S12,LNDRICIRR,1,2033,1.7171
RE1,S21,LNDRICIRR,1,2033,1.7171
RE1,S22,LNDRICIRR,1,2033,1.7171
RE1,S11,LNDRICIRR,1,2034,1.7512
RE1,S12,LNDRICIRR,1,2034,1.7512
RE1,S21,LNDRICIRR,1,2034,1.7512
