r,t,f,y,ProductionByTechnologyAnnual
RE1,PWRGAS,ELC001,2032,156.8337
RE1,PWRGAS,ELC001,2033,161.5387
RE1,PWRGAS,ELC001,2034,166.3849
RE1,PWRGAS,ELC001,2035,171.3764
RE1,PWRGAS,ELC001,2036,176.5177
RE1,PWRGAS,ELC001,2037,181.8132
RE1,PWRGAS,ELC001,2038,187.2676
RE1,PWRGAS,ELC001,2039,192.8857
RE1,PWRGAS,ELC001,2040,198.6722
RE1,PWRHYD,ELC001,2020,0.0
RE1,PWRHYD,ELC001,2021,0.0
RE1,PWRHYD,ELC001,2022,0.0
RE1,PWRHYD,ELC001,2023,0.0
RE1,PWRHYD,ELC001,2024,0.0
RE1,PWRHYD,ELC001,2025,0.0
RE1,PWRHYD,ELC001,2026,0.0
RE1,PWRHYD,ELC001,2027,0.0
RE1,PWRHYD,ELC001,2028,0.0
RE1,PWRHYD,ELC001,2029,0.0
RE1,PWRHYD,ELC001,2030,0.0
RE1,PWRHYD,ELC001,2031,0.0
RE1,PWRHYD,ELC001,2032,0.0
RE1,PWRHYD,ELC001,2033,0.0
RE1,PWRHYD,ELC001,2034,0.0
RE1,PWRHYD,ELC001,2035,0.0
RE1,PWRHYD,ELC001,2036,0.0
RE1,PWRHYD,ELC001,2037,0.0
RE1,PWRHYD,ELC001,2038,0.0
RE1,PWRHYD,ELC001,2039,0.0
RE1,PWRHYD,ELC001,2040,0.0
RE1,PWRSOL,ELC002,2020,0.0
RE1,PWRSOL,ELC002,2021,0.0
RE1,PWRSOL,ELC002,2022,0.0
RE1,PWRSOL,ELC002,2023,0.0
RE1,PWRSOL,ELC002,2024,0.0
RE1,PWRSOL,ELC002,2025,0.0
RE1,PWRSOL,ELC002,2026,0.0
RE1,PWRSOL,ELC002,2027,0.0
RE1,PWRSOL,ELC002,2028,0.0
RE1,PWRSOL,ELC002,2029,0.0
RE1,PWRSOL,ELC002,2030,0.0
RE1,PWRSOL,ELC002,2031,0.0
RE1,PWRSOL,ELC002,2032,0.0
RE1,PWRSOL,ELC002,2033,0.0
RE1,PWRSOL,ELC002,2034,0.0
RE1,PWRSOL,ELC002,2035,0.0
RE1,PWRSOL,ELC002,2036,0.0
RE1,PWRSOL,ELC002,2037,0.0
RE1,PWRSOL,ELC002,2038,0.0
RE1,PWRSOL,ELC002,2039,0.0
RE1,PWRSOL,ELC002,2040,0.0
RE1,PWRTRN,ELC002,2020,100.0
RE1,PWRTRN,ELC002,2021,103.0
RE1,PWRTRN,ELC002,2022,106.09
RE1,PWRTRN,ELC002,2023,109.2727
RE1,PWRTRN,ELC002,2024,112.5509
RE1,PWRTRN,ELC002,2025,115.9274
RE1,PWRTRN,ELC002,2026,119.4053
RE1,PWRTRN,ELC002,2027,122.9874
RE1,PWRTRN,ELC002,2028,126.677
RE1,PWRTRN,ELC002,2029,130.4773
RE1,PWRTRN,ELC002,2030,134.3916
RE1,PWRTRN,ELC002,2031,138.4234
RE1,PWRTRN,ELC002,2032,142.5761
RE1,PWRTRN,ELC002,2033,146.8533
RE1,PWRTRN,ELC002,2034,151.259
RE1,PWRTRN,ELC002,2035,155.7967
RE1,PWRTRN,ELC002,2036,160.4706
RE1,PWRTRN,ELC002,2037,165.2848
RE1,PWRTRN,ELC002,2038,170.2433
RE1,PWRTRN,ELC002,2039,175.3506
RE1,PWRTRN,ELC002,2040,180.6111
RE1,PWRWND,ELC001,2020,0.0
RE1,PWRWND,ELC001,2021,0.0
RE1,PWRWND,ELC001,2022,0.0
RE1,PWRWND,ELC001,2023,0.0
RE1,PWRWND,ELC001,2024,0.0
RE1,PWRWND,ELC001,2025,0.0
RE1,PWRWND,ELC001,2026,0.0
RE1,PWRWND,ELC001,2027,0.0
RE1,PWRWND,ELC001,2028,0.0
RE1,PWRWND,ELC001,2029,0.0
RE1,PWRWND,ELC001,2030,0.0
RE1,PWRWND,ELC001,2031,0.0
RE1,PWRWND,ELC001,2032,0.0
RE1,PWRWND,ELC001,2033,0.0
RE1,PWRWND,ELC001,2034,0.0
RE1,PWRWND,ELC001,2035,0.0
RE1,PWRWND,ELC001,2036,0.0
RE1,PWRWND,ELC001,2037,0.0
RE1,PWRWND,ELC001,2038,0.0
RE1,PWRWND,ELC001,2039,0.0
RE1,PWRWND,ELC001,2040,0.0
