r,t,TotalTechnologyModelPeriodActivity
RE1,DEMPWRSURWAT,0.0
RE1,LNDBLT,201.5
RE1,LNDFOR,2637.25
RE1,LNDMAIHI,0.0
RE1,LNDMAIHR,969.0
RE1,LNDRICHI,0.0
RE1,LNDRICHR,581.5
RE1,LNDWAT,410.75
RE1,MINCOA,2391.7972
RE1,MINGAS,896.9556
RE1,MINHYD,251.5469
RE1,MINLND,4800.0
RE1,MINPRC,5760.0
RE1,MINSOL,66.0995
RE1,MINWND,568.4101
RE1,PWRCOA,797.2658
RE1,PWRGAS,448.4778
RE1,PWRHYD,251.5469
RE1,PWRSOL,66.0995
RE1,PWRTRN,1938.0
RE1,PWRWND,568.4101
