t,f,m,y,InputActivityRatio,l,YearSplit,r,RateOfActivity,UseByTechnology
LNDBLT,WTRPRC,1,2022,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2023,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2024,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2025,1.2,S12,0.22,RE1,52.7273,13.92
LNDBLT,WTRPRC,1,2026,1.2,S12,0.22,RE1,54.0909,14.28
LNDBLT,WTRPRC,1,2027,1.2,S12,0.22,RE1,55.9091,14.76
LNDBLT,WTRPRC,1,2028,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2029,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2030,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2031,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2032,1.2,S12,0.22,RE1,65.0,17.16
LNDBLT,WTRPRC,1,2033,1.2,S12,0.22,RE1,66.8182,17.64
LNDBLT,WTRPRC,1,2034,1.2,S12,0.22,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2035,1.2,S12,0.22,RE1,70.9091,18.72
LNDFOR,LND,1,2020,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2021,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2022,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2023,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2024,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2025,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2026,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2027,1.0,S12,0.22,RE1,693.75,152.625
LNDFOR,LND,1,2028,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2029,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2030,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2031,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2032,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2033,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2034,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,LND,1,2035,1.0,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2020,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2021,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2022,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2023,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2024,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2025,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2026,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2027,1.2,S12,0.22,RE1,693.75,183.15
LNDFOR,WTRPRC,1,2028,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2029,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2030,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2031,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2032,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2033,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2034,1.2,S12,0.22,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2035,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2020,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2021,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2022,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2023,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2024,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2025,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2026,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2027,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2028,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2029,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2030,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2031,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2032,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2033,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2034,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,LND,1,2035,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2020,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2021,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2022,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2023,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2024,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2025,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2026,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2027,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2028,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2029,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2030,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2031,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2032,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2033,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2034,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2035,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2020,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2021,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2022,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2023,1.0,S12,0.22,RE1,244.8864,53.875
LNDMAIHR,LND,1,2024,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2025,1.0,S12,0.22,RE1,257.3864,56.625
LNDMAIHR,LND,1,2026,1.0,S12,0.22,RE1,263.6364,58.0
LNDMAIHR,LND,1,2027,1.0,S12,0.22,RE1,269.8864,59.375
LNDMAIHR,LND,1,2028,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2029,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2030,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2031,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2032,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2033,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2034,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,LND,1,2035,1.0,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2020,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2021,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2022,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2023,1.2,S12,0.22,RE1,244.8864,64.65
LNDMAIHR,WTRPRC,1,2024,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2025,1.2,S12,0.22,RE1,257.3864,67.95
LNDMAIHR,WTRPRC,1,2026,1.2,S12,0.22,RE1,263.6364,69.6
LNDMAIHR,WTRPRC,1,2027,1.2,S12,0.22,RE1,269.8864,71.25
LNDMAIHR,WTRPRC,1,2028,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2029,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2030,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2031,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2032,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2033,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2034,1.2,S12,0.22,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2035,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2020,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2021,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2022,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2023,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2024,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2025,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2026,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2027,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2028,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2029,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2030,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2031,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2032,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2033,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2034,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,LND,1,2035,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2020,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2021,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2022,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2023,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2024,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2025,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2026,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2027,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2028,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2029,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2030,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2031,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2032,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2033,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2034,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2035,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2020,1.0,S12,0.22,RE1,136.3636,30.0
LNDRICHR,LND,1,2021,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2022,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2023,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2024,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2025,1.0,S12,0.22,RE1,154.0909,33.9
LNDRICHR,LND,1,2026,1.0,S12,0.22,RE1,158.1818,34.8
LNDRICHR,LND,1,2027,1.0,S12,0.22,RE1,162.2727,35.7
LNDRICHR,LND,1,2028,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2029,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2030,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2031,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2032,1.0,S12,0.22,RE1,183.1818,40.3
LNDRICHR,LND,1,2033,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2034,1.0,S12,0.22,RE1,0.0,0.0
LNDRICHR,LND,1,2035,1.0,S12,0.22,RE1,197.2727,43.4
LNDRICHR,WTRPRC,1,2020,1.2,S12,0.22,RE1,136.3636,36.0
LNDRICHR,WTRPRC,1,2021,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2022,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2023,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2024,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2025,1.2,S12,0.22,RE1,154.0909,40.68
LNDRICHR,WTRPRC,1,2026,1.2,S12,0.22,RE1,158.1818,41.76
LNDRICHR,WTRPRC,1,2027,1.2,S12,0.22,RE1,162.2727,42.84
LNDRICHR,WTRPRC,1,2028,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2029,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2030,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2031,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2032,1.2,S12,0.22,RE1,183.1818,48.36
LNDRICHR,WTRPRC,1,2033,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2034,1.2,S12,0.22,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2035,1.2,S12,0.22,RE1,197.2727,52.08
LNDWAT,LND,1,2020,1.0,S12,0.22,RE1,159.0909,35.0
LNDWAT,LND,1,2021,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2022,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2023,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2024,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2025,1.0,S12,0.22,RE1,181.8182,40.0
LNDWAT,LND,1,2026,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2027,1.0,S12,0.22,RE1,181.8182,40.0
LNDWAT,LND,1,2028,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2029,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2030,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2031,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2032,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2033,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2034,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,LND,1,2035,1.0,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2020,1.2,S12,0.22,RE1,159.0909,42.0
LNDWAT,WTRPRC,1,2021,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2022,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2023,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2024,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2025,1.2,S12,0.22,RE1,181.8182,48.0
LNDWAT,WTRPRC,1,2026,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2027,1.2,S12,0.22,RE1,181.8182,48.0
LNDWAT,WTRPRC,1,2028,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2029,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2030,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2031,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2032,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2033,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2034,1.2,S12,0.22,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2035,1.2,S12,0.22,RE1,0.0,0.0
PWRCOA,COA,1,2020,3.0,S12,0.22,RE1,24.232,15.9931
PWRCOA,COA,1,2021,3.0,S12,0.22,RE1,25.432,16.7851
PWRCOA,COA,1,2022,3.0,S12,0.22,RE1,26.232,17.3131
PWRCOA,COA,1,2023,3.0,S12,0.22,RE1,27.432,18.1051
PWRCOA,COA,1,2024,3.0,S12,0.22,RE1,28.232,18.6331
PWRCOA,COA,1,2025,3.0,S12,0.22,RE1,24.7016,16.3031
PWRCOA,COA,1,2026,3.0,S12,0.22,RE1,25.9016,17.0951
PWRCOA,COA,1,2027,3.0,S12,0.22,RE1,22.7928,15.0432
PWRCOA,COA,1,2028,3.0,S12,0.22,RE1,18.5575,12.248
PWRCOA,COA,1,2029,3.0,S12,0.22,RE1,14.3222,9.4527
PWRCOA,COA,1,2030,3.0,S12,0.22,RE1,0.0,0.0
PWRCOA,COA,1,2031,3.0,S12,0.22,RE1,0.0,0.0
PWRCOA,COA,1,2032,3.0,S12,0.22,RE1,0.0,0.0
PWRCOA,COA,1,2033,3.0,S12,0.22,RE1,0.0,0.0
PWRCOA,COA,1,2034,3.0,S12,0.22,RE1,0.0,0.0
PWRCOA,COA,1,2035,3.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2020,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2021,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2022,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2023,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2024,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2025,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2026,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2027,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2028,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2029,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2030,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2031,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2032,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2033,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2034,2.0,S12,0.22,RE1,0.0,0.0
PWRGAS,GAS,1,2035,2.0,S12,0.22,RE1,0.0,0.0
PWRHYD,HYD,1,2020,1.0,S12,0.22,RE1,9.4608,2.0814
PWRHYD,HYD,1,2021,1.0,S12,0.22,RE1,9.4608,2.0814
PWRHYD,HYD,1,2022,1.0,S12,0.22,RE1,9.4608,2.0814
PWRHYD,HYD,1,2023,1.0,S12,0.22,RE1,9.4608,2.0814
PWRHYD,HYD,1,2024,1.0,S12,0.22,RE1,9.4608,2.0814
PWRHYD,HYD,1,2025,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2026,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2027,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2028,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2029,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2030,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2031,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2032,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2033,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2034,1.0,S12,0.22,RE1,14.1912,3.1221
PWRHYD,HYD,1,2035,1.0,S12,0.22,RE1,14.1912,3.1221
PWRSOL,SOL,1,2020,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2021,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2022,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2023,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2024,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2025,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2026,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2027,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2028,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2029,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2030,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2031,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2032,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2033,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2034,1.0,S12,0.22,RE1,0.0,0.0
PWRSOL,SOL,1,2035,1.0,S12,0.22,RE1,0.0,0.0
PWRTRN,ELC001,1,2020,1.1,S12,0.22,RE1,36.3636,8.8
PWRTRN,ELC001,1,2021,1.1,S12,0.22,RE1,37.4545,9.064
PWRTRN,ELC001,1,2022,1.1,S12,0.22,RE1,38.1818,9.24
PWRTRN,ELC001,1,2023,1.1,S12,0.22,RE1,39.2727,9.504
PWRTRN,ELC001,1,2024,1.1,S12,0.22,RE1,40.0,9.68
PWRTRN,ELC001,1,2025,1.1,S12,0.22,RE1,41.0909,9.944
PWRTRN,ELC001,1,2026,1.1,S12,0.22,RE1,42.1818,10.208
PWRTRN,ELC001,1,2027,1.1,S12,0.22,RE1,43.2727,10.472
PWRTRN,ELC001,1,2028,1.1,S12,0.22,RE1,44.3636,10.736
PWRTRN,ELC001,1,2029,1.1,S12,0.22,RE1,45.4545,11.0
PWRTRN,ELC001,1,2030,1.1,S12,0.22,RE1,46.5455,11.264
PWRTRN,ELC001,1,2031,1.1,S12,0.22,RE1,47.6364,11.528
PWRTRN,ELC001,1,2032,1.1,S12,0.22,RE1,48.7273,11.792
PWRTRN,ELC001,1,2033,1.1,S12,0.22,RE1,50.1818,12.144
PWRTRN,ELC001,1,2034,1.1,S12,0.22,RE1,51.2727,12.408
PWRTRN,ELC001,1,2035,1.1,S12,0.22,RE1,52.7273,12.76
PWRWND,WND,1,2020,1.0,S12,0.22,RE1,6.3072,1.3876
PWRWND,WND,1,2021,1.0,S12,0.22,RE1,6.3072,1.3876
PWRWND,WND,1,2022,1.0,S12,0.22,RE1,6.3072,1.3876
PWRWND,WND,1,2023,1.0,S12,0.22,RE1,6.3072,1.3876
PWRWND,WND,1,2024,1.0,S12,0.22,RE1,6.3072,1.3876
PWRWND,WND,1,2025,1.0,S12,0.22,RE1,6.3072,1.3876
PWRWND,WND,1,2026,1.0,S12,0.22,RE1,6.3072,1.3876
PWRWND,WND,1,2027,1.0,S12,0.22,RE1,10.616,2.3355
PWRWND,WND,1,2028,1.0,S12,0.22,RE1,16.0513,3.5313
PWRWND,WND,1,2029,1.0,S12,0.22,RE1,21.4866,4.7271
PWRWND,WND,1,2030,1.0,S12,0.22,RE1,37.0088,8.1419
PWRWND,WND,1,2031,1.0,S12,0.22,RE1,38.2088,8.4059
PWRWND,WND,1,2032,1.0,S12,0.22,RE1,39.4088,8.6699
PWRWND,WND,1,2033,1.0,S12,0.22,RE1,41.0088,9.0219
PWRWND,WND,1,2034,1.0,S12,0.22,RE1,42.2088,9.2859
PWRWND,WND,1,2035,1.0,S12,0.22,RE1,43.8088,9.6379
LNDBLT,LND,1,2020,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2021,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2022,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2023,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2024,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2025,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2026,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2027,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2028,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2029,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2030,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2031,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2032,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2033,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2034,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2035,1.0,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2020,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2021,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2022,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2023,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2024,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2025,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2026,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2027,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2028,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2029,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2030,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2031,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2032,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2033,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2034,1.2,S21,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2035,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2020,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2021,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2022,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2023,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2024,1.0,S21,0.17,RE1,972.6471,165.35
LNDFOR,LND,1,2025,1.0,S21,0.17,RE1,928.6765,157.875
LNDFOR,LND,1,2026,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2027,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2028,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2029,1.0,S21,0.17,RE1,0.0,0.0
