r,t,y,DiscountedTechnologyEmissionsPenalty
RE1,PWRNGSD02,2023,0
RE1,PWRNGSD02,2024,0
RE1,PWRNGSD02,2025,0
RE1,PWRNGSD02,2026,0
RE1,PWRNGSD02,2027,0
RE1,PWRNGSD02,2028,0
RE1,PWRNGSD02,2029,0
RE1,PWRNGSD02,2030,0
RE1,PWRNGSD02,2031,0
RE1,PWRNGSD02,2032,0
RE1,PWRNGSD02,2033,0
RE1,PWRNGSD02,2034,0
RE1,PWRNGSD02,2035,0
RE1,PWRNGSD02,2036,0
RE1,PWRNGSD02,2037,0
RE1,PWRNGSD02,2038,0
RE1,PWRNGSD02,2039,0
RE1,PWRNGSD02,2040,0
RE1,PWRNGSD02,2041,0
RE1,PWRNGSD02,2042,0
RE1,PWRNGSD02,2043,0
RE1,PWRNGSD02,2044,0
RE1,PWRNGSD02,2045,0
RE1,PWRNGSD02,2046,0
RE1,PWRNGSD02,2047,0
RE1,PWRNGSD02,2048,0
RE1,PWRNGSD02,2049,0
RE1,PWRNGSD02,2050,0
RE1,PWRNGSD03,2017,0
RE1,PWRNGSD03,2018,0
RE1,PWRNGSD03,2019,0
RE1,PWRNGSD03,2020,0
RE1,PWRNGSD03,2021,0
RE1,PWRNGSD03,2022,0
RE1,PWRNGSD03,2023,0
RE1,PWRNGSD03,2024,0
RE1,PWRNGSD03,2025,0
RE1,PWRNGSD03,2026,0
RE1,PWRNGSD03,2027,0
RE1,PWRNGSD03,2028,0
RE1,PWRNGSD03,2029,0
RE1,PWRNGSD03,2030,0
RE1,PWRNGSD03,2031,0
RE1,PWRNGSD03,2032,0
RE1,PWRNGSD03,2033,0
RE1,PWRNGSD03,2034,0
RE1,PWRNGSD03,2035,0
RE1,PWRNGSD03,2036,0
RE1,PWRNGSD03,2037,0
RE1,PWRNGSD03,2038,0
RE1,PWRNGSD03,2039,0
RE1,PWRNGSD03,2040,0
RE1,PWRNGSD03,2041,0
RE1,PWRNGSD03,2042,0
RE1,PWRNGSD03,2043,0
RE1,PWRNGSD03,2044,0
RE1,PWRNGSD03,2045,0
RE1,PWRNGSD03,2046,0
RE1,PWRNGSD03,2047,0
RE1,PWRNGSD03,2048,0
RE1,PWRNGSD03,2049,0
RE1,PWRNGSD03,2050,0
RE1,PWRNGSD04,2017,0
RE1,PWRNGSD04,2018,0
RE1,PWRNGSD04,2019,0
RE1,PWRNGSD04,2020,0
RE1,PWRNGSD04,2021,0
RE1,PWRNGSD04,2022,0
RE1,PWRNGSD04,2023,0
RE1,PWRNGSD04,2024,0
RE1,PWRNGSD04,2025,0
RE1,PWRNGSD04,2026,0
RE1,PWRNGSD04,2027,0
RE1,PWRNGSD04,2028,0
RE1,PWRNGSD04,2029,0
RE1,PWRNGSD04,2030,0
RE1,PWRNGSD04,2031,0
RE1,PWRNGSD04,2032,0
RE1,PWRNGSD04,2033,0
RE1,PWRNGSD04,2034,0
RE1,PWRNGSD04,2035,0
RE1,PWRNGSD04,2036,0
RE1,PWRNGSD04,2037,0
RE1,PWRNGSD04,2038,0
RE1,PWRNGSD04,2039,0
RE1,PWRNGSD04,2040,0
RE1,PWRNGSD04,2041,0
RE1,PWRNGSD04,2042,0
RE1,PWRNGSD04,2043,0
RE1,PWRNGSD04,2044,0
RE1,PWRNGSD04,2045,0
RE1,PWRNGSD04,2046,0
RE1,PWRNGSD04,2047,0
RE1,PWRNGSD04,2048,0
RE1,PWRNGSD04,2049,0
RE1,PWRNGSD04,2050,0
RE1,PWRNGSE01,2017,0
RE1,PWRNGSE01,2018,0
RE1,PWRNGSE01,2019,0
RE1,PWRNGSE01,2020,0
RE1,PWRNGSE01,2021,0
RE1,PWRNGSE01,2022,0
RE1,PWRNGSE01,2023,0
RE1,PWRNGSE01,2024,0
RE1,PWRNGSE01,2025,0
RE1,PWRNGSE01,2026,0
RE1,PWRNGSE01,2027,0
RE1,PWRNGSE01,2028,0
RE1,PWRNGSE01,2029,0
RE1,PWRNGSE01,2030,0
RE1,PWRNGSE01,2031,0
RE1,PWRNGSE01,2032,0
RE1,PWRNGSE01,2033,0
RE1,PWRNGSE01,2034,0
RE1,PWRNGSE01,2035,0
RE1,PWRNGSE01,2036,0
RE1,PWRNGSE01,2037,0
RE1,PWRNGSE01,2038,0
RE1,PWRNGSE01,2039,0
RE1,PWRNGSE01,2040,0
RE1,PWRNGSE01,2041,0
RE1,PWRNGSE01,2042,0
RE1,PWRNGSE01,2043,0
RE1,PWRNGSE01,2044,0
RE1,PWRNGSE01,2045,0
RE1,PWRNGSE01,2046,0
RE1,PWRNGSE01,2047,0
RE1,PWRNGSE01,2048,0
RE1,PWRNGSE01,2049,0
RE1,PWRNGSE01,2050,0
RE1,PWRNGSE02,2017,0
RE1,PWRNGSE02,2018,0
RE1,PWRNGSE02,2019,0
RE1,PWRNGSE02,2020,0
RE1,PWRNGSE02,2021,0
RE1,PWRNGSE02,2022,0
RE1,PWRNGSE02,2023,0
RE1,PWRNGSE02,2024,0
RE1,PWRNGSE02,2025,0
RE1,PWRNGSE02,2026,0
RE1,PWRNGSE02,2027,0
RE1,PWRNGSE02,2028,0
RE1,PWRNGSE02,2029,0
RE1,PWRNGSE02,2030,0
RE1,PWRNGSE02,2031,0
RE1,PWRNGSE02,2032,0
RE1,PWRNGSE02,2033,0
RE1,PWRNGSE02,2034,0
RE1,PWRNGSE02,2035,0
RE1,PWRNGSE02,2036,0
RE1,PWRNGSE02,2037,0
RE1,PWRNGSE02,2038,0
RE1,PWRNGSE02,2039,0
RE1,PWRNGSE02,2040,0
RE1,PWRNGSE02,2041,0
RE1,PWRNGSE02,2042,0
RE1,PWRNGSE02,2043,0
RE1,PWRNGSE02,2044,0
RE1,PWRNGSE02,2045,0
RE1,PWRNGSE02,2046,0
RE1,PWRNGSE02,2047,0
RE1,PWRNGSE02,2048,0
RE1,PWRNGSE02,2049,0
RE1,PWRNGSE02,2050,0
RE1,PWRNGSE03,2017,0
RE1,PWRNGSE03,2018,0
RE1,PWRNGSE03,2019,0
RE1,PWRNGSE03,2020,0
RE1,PWRNGSE03,2021,0
RE1,PWRNGSE03,2022,0
RE1,PWRNGSE03,2023,0
RE1,PWRNGSE03,2024,0
RE1,PWRNGSE03,2025,0
RE1,PWRNGSE03,2026,0
RE1,PWRNGSE03,2027,0
RE1,PWRNGSE03,2028,0
RE1,PWRNGSE03,2029,0
RE1,PWRNGSE03,2030,0
RE1,PWRNGSE03,2031,0
RE1,PWRNGSE03,2032,0
RE1,PWRNGSE03,2033,0
RE1,PWRNGSE03,2034,0
RE1,PWRNGSE03,2035,0
RE1,PWRNGSE03,2036,0
RE1,PWRNGSE03,2037,0
RE1,PWRNGSE03,2038,0
RE1,PWRNGSE03,2039,0
RE1,PWRNGSE03,2040,0
RE1,PWRNGSE03,2041,0
RE1,PWRNGSE03,2042,0
RE1,PWRNGSE03,2043,0
RE1,PWRNGSE03,2044,0
RE1,PWRNGSE03,2045,0
RE1,PWRNGSE03,2046,0
RE1,PWRNGSE03,2047,0
RE1,PWRNGSE03,2048,0
RE1,PWRNGSE03,2049,0
RE1,PWRNGSE03,2050,0
RE1,PWRNGSE04,2017,0
RE1,PWRNGSE04,2018,0
RE1,PWRNGSE04,2019,0
RE1,PWRNGSE04,2020,0
RE1,PWRNGSE04,2021,0
RE1,PWRNGSE04,2022,0
RE1,PWRNGSE04,2023,0
RE1,PWRNGSE04,2024,0
RE1,PWRNGSE04,2025,0
RE1,PWRNGSE04,2026,0
RE1,PWRNGSE04,2027,0
RE1,PWRNGSE04,2028,0
RE1,PWRNGSE04,2029,0
RE1,PWRNGSE04,2030,0
RE1,PWRNGSE04,2031,0
RE1,PWRNGSE04,2032,0
RE1,PWRNGSE04,2033,0
RE1,PWRNGSE04,2034,0
RE1,PWRNGSE04,2035,0
RE1,PWRNGSE04,2036,0
RE1,PWRNGSE04,2037,0
RE1,PWRNGSE04,2038,0
RE1,PWRNGSE04,2039,0
RE1,PWRNGSE04,2040,0
RE1,PWRNGSE04,2041,0
RE1,PWRNGSE04,2042,0
RE1,PWRNGSE04,2043,0
RE1,PWRNGSE04,2044,0
RE1,PWRNGSE04,2045,0
RE1,PWRNGSE04,2046,0
RE1,PWRNGSE04,2047,0
RE1,PWRNGSE04,2048,0
RE1,PWRNGSE04,2049,0
RE1,PWRNGSE04,2050,0
RE1,PWRNGSE05,2017,0
RE1,PWRNGSE05,2018,0
RE1,PWRNGSE05,2019,0
RE1,PWRNGSE05,2020,0
RE1,PWRNGSE05,2021,0
RE1,PWRNGSE05,2022,0
RE1,PWRNGSE05,2023,0
RE1,PWRNGSE05,2024,0
RE1,PWRNGSE05,2025,0
RE1,PWRNGSE05,2026,0
RE1,PWRNGSE05,2027,0
RE1,PWRNGSE05,2028,0
RE1,PWRNGSE05,2029,0
RE1,PWRNGSE05,2030,0
RE1,PWRNGSE05,2031,0
RE1,PWRNGSE05,2032,0
RE1,PWRNGSE05,2033,0
RE1,PWRNGSE05,2034,0
RE1,PWRNGSE05,2035,0
RE1,PWRNGSE05,2036,0
RE1,PWRNGSE05,2037,0
RE1,PWRNGSE05,2038,0
RE1,PWRNGSE05,2039,0
RE1,PWRNGSE05,2040,0
RE1,PWRNGSE05,2041,0
RE1,PWRNGSE05,2042,0
RE1,PWRNGSE05,2043,0
RE1,PWRNGSE05,2044,0
RE1,PWRNGSE05,2045,0
RE1,PWRNGSE05,2046,0
RE1,PWRNGSE05,2047,0
RE1,PWRNGSE05,2048,0
RE1,PWRNGSE05,2049,0
RE1,PWRNGSE05,2050,0
RE1,PWRNGSE06,2017,0
RE1,PWRNGSE06,2018,0
RE1,PWRNGSE06,2019,0
RE1,PWRNGSE06,2020,0
RE1,PWRNGSE06,2021,0
RE1,PWRNGSE06,2022,0
RE1,PWRNGSE06,2023,0
RE1,PWRNGSE06,2024,0
RE1,PWRNGSE06,2025,0
RE1,PWRNGSE06,2026,0
RE1,PWRNGSE06,2027,0
RE1,PWRNGSE06,2028,0
RE1,PWRNGSE06,2029,0
RE1,PWRNGSE06,2030,0
RE1,PWRNGSE06,2031,0
RE1,PWRNGSE06,2032,0
RE1,PWRNGSE06,2033,0
RE1,PWRNGSE06,2034,0
RE1,PWRNGSE06,2035,0
RE1,PWRNGSE06,2036,0
RE1,PWRNGSE06,2037,0
RE1,PWRNGSE06,2038,0
RE1,PWRNGSE06,2039,0
RE1,PWRNGSE06,2040,0
RE1,PWRNGSE06,2041,0
RE1,PWRNGSE06,2042,0
RE1,PWRNGSE06,2043,0
RE1,PWRNGSE06,2044,0
RE1,PWRNGSE06,2045,0
RE1,PWRNGSE06,2046,0
RE1,PWRNGSE06,2047,0
RE1,PWRNGSE06,2048,0
RE1,PWRNGSE06,2049,0
RE1,PWRNGSE06,2050,0
RE1,PWRNGSF01,2017,0
RE1,PWRNGSF01,2018,0
RE1,PWRNGSF01,2019,0
RE1,PWRNGSF01,2020,0
RE1,PWRNGSF01,2021,0
RE1,PWRNGSF01,2022,0
RE1,PWRNGSF01,2023,0
RE1,PWRNGSF01,2024,0
RE1,PWRNGSF01,2025,0
RE1,PWRNGSF01,2026,0
RE1,PWRNGSF01,2027,0
RE1,PWRNGSF01,2028,0
RE1,PWRNGSF01,2029,0
RE1,PWRNGSF01,2030,0
RE1,PWRNGSF01,2031,0
RE1,PWRNGSF01,2032,0
RE1,PWRNGSF01,2033,0
RE1,PWRNGSF01,2034,0
RE1,PWRNGSF01,2035,0
RE1,PWRNGSF01,2036,0
RE1,PWRNGSF01,2037,0
RE1,PWRNGSF01,2038,0
RE1,PWRNGSF01,2039,0
RE1,PWRNGSF01,2040,0
RE1,PWRNGSF01,2041,0
RE1,PWRNGSF01,2042,0
RE1,PWRNGSF01,2043,0
RE1,PWRNGSF01,2044,0
RE1,PWRNGSF01,2045,0
RE1,PWRNGSF01,2046,0
RE1,PWRNGSF01,2047,0
RE1,PWRNGSF01,2048,0
RE1,PWRNGSF01,2049,0
RE1,PWRNGSF01,2050,0
RE1,PWRNGSF02,2017,0
RE1,PWRNGSF02,2018,0
RE1,PWRNGSF02,2019,0
RE1,PWRNGSF02,2020,0
RE1,PWRNGSF02,2021,0
RE1,PWRNGSF02,2022,0
RE1,PWRNGSF02,2023,0
RE1,PWRNGSF02,2024,0
RE1,PWRNGSF02,2025,0
RE1,PWRNGSF02,2026,0
RE1,PWRNGSF02,2027,0
RE1,PWRNGSF02,2028,0
RE1,PWRNGSF02,2029,0
RE1,PWRNGSF02,2030,0
RE1,PWRNGSF02,2031,0
RE1,PWRNGSF02,2032,0
RE1,PWRNGSF02,2033,0
RE1,PWRNGSF02,2034,0
RE1,PWRNGSF02,2035,0
RE1,PWRNGSF02,2036,0
RE1,PWRNGSF02,2037,0
RE1,PWRNGSF02,2038,0
RE1,PWRNGSF02,2039,0
RE1,PWRNGSF02,2040,0
RE1,PWRNGSF02,2041,0
RE1,PWRNGSF02,2042,0
RE1,PWRNGSF02,2043,0
RE1,PWRNGSF02,2044,0
RE1,PWRNGSF02,2045,0
RE1,PWRNGSF02,2046,0
RE1,PWRNGSF02,2047,0
RE1,PWRNGSF02,2048,0
RE1,PWRNGSF02,2049,0
RE1,PWRNGSF02,2050,0
RE1,PWRNGSF03,2017,0
RE1,PWRNGSF03,2018,0
RE1,PWRNGSF03,2019,0
RE1,PWRNGSF03,2020,0
RE1,PWRNGSF03,2021,0
RE1,PWRNGSF03,2022,0
RE1,PWRNGSF03,2023,0
RE1,PWRNGSF03,2024,0
RE1,PWRNGSF03,2025,0
RE1,PWRNGSF03,2026,0
RE1,PWRNGSF03,2027,0
RE1,PWRNGSF03,2028,0
RE1,PWRNGSF03,2029,0
RE1,PWRNGSF03,2030,0
RE1,PWRNGSF03,2031,0
RE1,PWRNGSF03,2032,0
RE1,PWRNGSF03,2033,0
RE1,PWRNGSF03,2034,0
RE1,PWRNGSF03,2035,0
RE1,PWRNGSF03,2036,0
RE1,PWRNGSF03,2037,0
RE1,PWRNGSF03,2038,0
RE1,PWRNGSF03,2039,0
RE1,PWRNGSF03,2040,0
RE1,PWRNGSF03,2041,0
RE1,PWRNGSF03,2042,0
RE1,PWRNGSF03,2043,0
RE1,PWRNGSF03,2044,0
RE1,PWRNGSF03,2045,0
RE1,PWRNGSF03,2046,0
RE1,PWRNGSF03,2047,0
RE1,PWRNGSF03,2048,0
RE1,PWRNGSF03,2049,0
RE1,PWRNGSF03,2050,0
RE1,PWRNGSF04,2017,0
RE1,PWRNGSF04,2018,0
RE1,PWRNGSF04,2019,0
RE1,PWRNGSF04,2020,0
RE1,PWRNGSF04,2021,0
RE1,PWRNGSF04,2022,0
RE1,PWRNGSF04,2023,0
RE1,PWRNGSF04,2024,0
RE1,PWRNGSF04,2025,0
RE1,PWRNGSF04,2026,0
RE1,PWRNGSF04,2027,0
RE1,PWRNGSF04,2028,0
RE1,PWRNGSF04,2029,0
RE1,PWRNGSF04,2030,0
RE1,PWRNGSF04,2031,0
RE1,PWRNGSF04,2032,0
RE1,PWRNGSF04,2033,0
RE1,PWRNGSF04,2034,0
RE1,PWRNGSF04,2035,0
RE1,PWRNGSF04,2036,0
RE1,PWRNGSF04,2037,0
RE1,PWRNGSF04,2038,0
RE1,PWRNGSF04,2039,0
RE1,PWRNGSF04,2040,0
RE1,PWRNGSF04,2041,0
RE1,PWRNGSF04,2042,0
RE1,PWRNGSF04,2043,0
RE1,PWRNGSF04,2044,0
RE1,PWRNGSF04,2045,0
RE1,PWRNGSF04,2046,0
RE1,PWRNGSF04,2047,0
RE1,PWRNGSF04,2048,0
RE1,PWRNGSF04,2049,0
RE1,PWRNGSF04,2050,0
RE1,PWRNGSF05,2017,0
RE1,PWRNGSF05,2018,0
RE1,PWRNGSF05,2019,0
RE1,PWRNGSF05,2020,0
RE1,PWRNGSF05,2021,0
RE1,PWRNGSF05,2022,0
RE1,PWRNGSF05,2023,0
RE1,PWRNGSF05,2024,0
RE1,PWRNGSF05,2025,0
RE1,PWRNGSF05,2026,0
RE1,PWRNGSF05,2027,0
RE1,PWRNGSF05,2028,0
RE1,PWRNGSF05,2029,0
RE1,PWRNGSF05,2030,0
RE1,PWRNGSF05,2031,0
RE1,PWRNGSF05,2032,0
RE1,PWRNGSF05,2033,0
RE1,PWRNGSF05,2034,0
RE1,PWRNGSF05,2035,0
RE1,PWRNGSF05,2036,0
RE1,PWRNGSF05,2037,0
RE1,PWRNGSF05,2038,0
RE1,PWRNGSF05,2039,0
RE1,PWRNGSF05,2040,0
RE1,PWRNGSF05,2041,0
RE1,PWRNGSF05,2042,0
RE1,PWRNGSF05,2043,0
RE1,PWRNGSF05,2044,0
RE1,PWRNGSF05,2045,0
RE1,PWRNGSF05,2046,0
RE1,PWRNGSF05,2047,0
RE1,PWRNGSF05,2048,0
RE1,PWRNGSF05,2049,0
RE1,PWRNGSF05,2050,0
RE1,PWRNGSF06,2017,0
RE1,PWRNGSF06,2018,0
RE1,PWRNGSF06,2019,0
RE1,PWRNGSF06,2020,0
RE1,PWRNGSF06,2021,0
RE1,PWRNGSF06,2022,0
RE1,PWRNGSF06,2023,0
RE1,PWRNGSF06,2024,0
RE1,PWRNGSF06,2025,0
RE1,PWRNGSF06,2026,0
RE1,PWRNGSF06,2027,0
RE1,PWRNGSF06,2028,0
RE1,PWRNGSF06,2029,0
RE1,PWRNGSF06,2030,0
RE1,PWRNGSF06,2031,0
RE1,PWRNGSF06,2032,0
RE1,PWRNGSF06,2033,0
RE1,PWRNGSF06,2034,0
RE1,PWRNGSF06,2035,0
RE1,PWRNGSF06,2036,0
RE1,PWRNGSF06,2037,0
RE1,PWRNGSF06,2038,0
RE1,PWRNGSF06,2039,0
RE1,PWRNGSF06,2040,0
RE1,PWRNGSF06,2041,0
RE1,PWRNGSF06,2042,0
RE1,PWRNGSF06,2043,0
RE1,PWRNGSF06,2044,0
RE1,PWRNGSF06,2045,0
RE1,PWRNGSF06,2046,0
RE1,PWRNGSF06,2047,0
RE1,PWRNGSF06,2048,0
RE1,PWRNGSF06,2049,0
RE1,PWRNGSF06,2050,0
RE1,PWRNGSF07,2017,0
RE1,PWRNGSF07,2018,0
RE1,PWRNGSF07,2019,0
RE1,PWRNGSF07,2020,0
RE1,PWRNGSF07,2021,0
RE1,PWRNGSF07,2022,0
RE1,PWRNGSF07,2023,0
RE1,PWRNGSF07,2024,0
RE1,PWRNGSF07,2025,0
RE1,PWRNGSF07,2026,0
RE1,PWRNGSF07,2027,0
RE1,PWRNGSF07,2028,0
RE1,PWRNGSF07,2029,0
RE1,PWRNGSF07,2030,0
RE1,PWRNGSF07,2031,0
RE1,PWRNGSF07,2032,0
RE1,PWRNGSF07,2033,0
RE1,PWRNGSF07,2034,0
RE1,PWRNGSF07,2035,0
RE1,PWRNGSF07,2036,0
RE1,PWRNGSF07,2037,0
RE1,PWRNGSF07,2038,0
RE1,PWRNGSF07,2039,0
RE1,PWRNGSF07,2040,0
RE1,PWRNGSF07,2041,0
RE1,PWRNGSF07,2042,0
RE1,PWRNGSF07,2043,0
RE1,PWRNGSF07,2044,0
RE1,PWRNGSF07,2045,0
RE1,PWRNGSF07,2046,0
RE1,PWRNGSF07,2047,0
RE1,PWRNGSF07,2048,0
RE1,PWRNGSF07,2049,0
RE1,PWRNGSF07,2050,0
RE1,PWRNGSG01,2017,0
RE1,PWRNGSG01,2018,0
RE1,PWRNGSG01,2019,0
RE1,PWRNGSG01,2020,0
RE1,PWRNGSG01,2021,0
RE1,PWRNGSG01,2022,0
RE1,PWRNGSG01,2023,0
RE1,PWRNGSG01,2024,0
RE1,PWRNGSG01,2025,0
RE1,PWRNGSG01,2026,0
RE1,PWRNGSG01,2027,0
RE1,PWRNGSG01,2028,0
RE1,PWRNGSG01,2029,0
RE1,PWRNGSG01,2030,0
RE1,PWRNGSG01,2031,0
RE1,PWRNGSG01,2032,0
RE1,PWRNGSG01,2033,0
RE1,PWRNGSG01,2034,0
RE1,PWRNGSG01,2035,0
RE1,PWRNGSG01,2036,0
RE1,PWRNGSG01,2037,0
RE1,PWRNGSG01,2038,0
RE1,PWRNGSG01,2039,0
RE1,PWRNGSG01,2040,0
RE1,PWRNGSG01,2041,0
RE1,PWRNGSG01,2042,0
RE1,PWRNGSG01,2043,0
RE1,PWRNGSG01,2044,0
RE1,PWRNGSG01,2045,0
RE1,PWRNGSG01,2046,0
RE1,PWRNGSG01,2047,0
RE1,PWRNGSG01,2048,0
RE1,PWRNGSG01,2049,0
RE1,PWRNGSG01,2050,0
RE1,PWRNGSG02,2017,0
RE1,PWRNGSG02,2018,0
RE1,PWRNGSG02,2019,0
RE1,PWRNGSG02,2020,0
RE1,PWRNGSG02,2021,0
RE1,PWRNGSG02,2022,0
RE1,PWRNGSG02,2023,0
RE1,PWRNGSG02,2024,0
RE1,PWRNGSG02,2025,0
RE1,PWRNGSG02,2026,0
RE1,PWRNGSG02,2027,0
RE1,PWRNGSG02,2028,0
RE1,PWRNGSG02,2029,0
RE1,PWRNGSG02,2030,0
RE1,PWRNGSG02,2031,0
RE1,PWRNGSG02,2032,0
RE1,PWRNGSG02,2033,0
RE1,PWRNGSG02,2034,0
RE1,PWRNGSG02,2035,0
RE1,PWRNGSG02,2036,0
RE1,PWRNGSG02,2037,0
RE1,PWRNGSG02,2038,0
RE1,PWRNGSG02,2039,0
RE1,PWRNGSG02,2040,0
RE1,PWRNGSG02,2041,0
RE1,PWRNGSG02,2042,0
RE1,PWRNGSG02,2043,0
RE1,PWRNGSG02,2044,0
RE1,PWRNGSG02,2045,0
RE1,PWRNGSG02,2046,0
RE1,PWRNGSG02,2047,0
RE1,PWRNGSG02,2048,0
RE1,PWRNGSG02,2049,0
RE1,PWRNGSG02,2050,0
RE1,PWRNGSG03,2017,0
RE1,PWRNGSG03,2018,0
RE1,PWRNGSG03,2019,0
RE1,PWRNGSG03,2020,0
RE1,PWRNGSG03,2021,0
RE1,PWRNGSG03,2022,0
RE1,PWRNGSG03,2023,0
RE1,PWRNGSG03,2024,0
RE1,PWRNGSG03,2025,0
RE1,PWRNGSG03,2026,0
RE1,PWRNGSG03,2027,0
RE1,PWRNGSG03,2028,0
RE1,PWRNGSG03,2029,0
RE1,PWRNGSG03,2030,0
RE1,PWRNGSG03,2031,0
RE1,PWRNGSG03,2032,0
RE1,PWRNGSG03,2033,0
RE1,PWRNGSG03,2034,0
RE1,PWRNGSG03,2035,0
RE1,PWRNGSG03,2036,0
RE1,PWRNGSG03,2037,0
RE1,PWRNGSG03,2038,0
RE1,PWRNGSG03,2039,0
RE1,PWRNGSG03,2040,0
RE1,PWRNGSG03,2041,0
RE1,PWRNGSG03,2042,0
RE1,PWRNGSG03,2043,0
RE1,PWRNGSG03,2044,0
RE1,PWRNGSG03,2045,0
RE1,PWRNGSG03,2046,0
RE1,PWRNGSG03,2047,0
RE1,PWRNGSG03,2048,0
RE1,PWRNGSG03,2049,0
RE1,PWRNGSG03,2050,0
RE1,PWRNGSG04,2017,0
RE1,PWRNGSG04,2018,0
RE1,PWRNGSG04,2019,0
RE1,PWRNGSG04,2020,0
RE1,PWRNGSG04,2021,0
RE1,PWRNGSG04,2022,0
RE1,PWRNGSG04,2023,0
RE1,PWRNGSG04,2024,0
RE1,PWRNGSG04,2025,0
RE1,PWRNGSG04,2026,0
RE1,PWRNGSG04,2027,0
RE1,PWRNGSG04,2028,0
RE1,PWRNGSG04,2029,0
RE1,PWRNGSG04,2030,0
RE1,PWRNGSG04,2031,0
RE1,PWRNGSG04,2032,0
RE1,PWRNGSG04,2033,0
RE1,PWRNGSG04,2034,0
RE1,PWRNGSG04,2035,0
RE1,PWRNGSG04,2036,0
RE1,PWRNGSG04,2037,0
RE1,PWRNGSG04,2038,0
RE1,PWRNGSG04,2039,0
RE1,PWRNGSG04,2040,0
RE1,PWRNGSG04,2041,0
RE1,PWRNGSG04,2042,0
RE1,PWRNGSG04,2043,0
RE1,PWRNGSG04,2044,0
RE1,PWRNGSG04,2045,0
RE1,PWRNGSG04,2046,0
RE1,PWRNGSG04,2047,0
RE1,PWRNGSG04,2048,0
RE1,PWRNGSG04,2049,0
RE1,PWRNGSG04,2050,0
RE1,PWRNGSH01,2017,0
RE1,PWRNGSH01,2018,0
RE1,PWRNGSH01,2019,0
RE1,PWRNGSH01,2020,0
RE1,PWRNGSH01,2021,0
RE1,PWRNGSH01,2022,0
RE1,PWRNGSH01,2023,0
RE1,PWRNGSH01,2024,0
RE1,PWRNGSH01,2025,0
RE1,PWRNGSH01,2026,0
RE1,PWRNGSH01,2027,0
RE1,PWRNGSH01,2028,0
RE1,PWRNGSH01,2029,0
RE1,PWRNGSH01,2030,0
RE1,PWRNGSH01,2031,0
RE1,PWRNGSH01,2032,0
RE1,PWRNGSH01,2033,0
RE1,PWRNGSH01,2034,0
RE1,PWRNGSH01,2035,0
RE1,PWRNGSH01,2036,0
RE1,PWRNGSH01,2037,0
RE1,PWRNGSH01,2038,0
RE1,PWRNGSH01,2039,0
RE1,PWRNGSH01,2040,0
RE1,PWRNGSH01,2041,0
RE1,PWRNGSH01,2042,0
RE1,PWRNGSH01,2043,0
RE1,PWRNGSH01,2044,0
RE1,PWRNGSH01,2045,0
RE1,PWRNGSH01,2046,0
RE1,PWRNGSH01,2047,0
RE1,PWRNGSH01,2048,0
RE1,PWRNGSH01,2049,0
RE1,PWRNGSH01,2050,0
RE1,PWRNGSH02,2017,0
RE1,PWRNGSH02,2018,0
RE1,PWRNGSH02,2019,0
RE1,PWRNGSH02,2020,0
RE1,PWRNGSH02,2021,0
RE1,PWRNGSH02,2022,0
RE1,PWRNGSH02,2023,0
RE1,PWRNGSH02,2024,0
RE1,PWRNGSH02,2025,0
RE1,PWRNGSH02,2026,0
RE1,PWRNGSH02,2027,0
RE1,PWRNGSH02,2028,0
RE1,PWRNGSH02,2029,0
RE1,PWRNGSH02,2030,0
RE1,PWRNGSH02,2031,0
RE1,PWRNGSH02,2032,0
RE1,PWRNGSH02,2033,0
RE1,PWRNGSH02,2034,0
RE1,PWRNGSH02,2035,0
RE1,PWRNGSH02,2036,0
RE1,PWRNGSH02,2037,0
RE1,PWRNGSH02,2038,0
RE1,PWRNGSH02,2039,0
RE1,PWRNGSH02,2040,0
RE1,PWRNGSH02,2041,0
RE1,PWRNGSH02,2042,0
RE1,PWRNGSH02,2043,0
RE1,PWRNGSH02,2044,0
RE1,PWRNGSH02,2045,0
RE1,PWRNGSH02,2046,0
RE1,PWRNGSH02,2047,0
RE1,PWRNGSH02,2048,0
RE1,PWRNGSH02,2049,0
RE1,PWRNGSH02,2050,0
RE1,PWRNGSH03,2017,0
RE1,PWRNGSH03,2018,0
RE1,PWRNGSH03,2019,0
RE1,PWRNGSH03,2020,0
RE1,PWRNGSH03,2021,0
RE1,PWRNGSH03,2022,0
RE1,PWRNGSH03,2023,0
RE1,PWRNGSH03,2024,0
RE1,PWRNGSH03,2025,0
RE1,PWRNGSH03,2026,0
RE1,PWRNGSH03,2027,0
RE1,PWRNGSH03,2028,0
RE1,PWRNGSH03,2029,0
RE1,PWRNGSH03,2030,0
RE1,PWRNGSH03,2031,0
RE1,PWRNGSH03,2032,0
RE1,PWRNGSH03,2033,0
RE1,PWRNGSH03,2034,0
RE1,PWRNGSH03,2035,0
RE1,PWRNGSH03,2036,0
RE1,PWRNGSH03,2037,0
RE1,PWRNGSH03,2038,0
RE1,PWRNGSH03,2039,0
RE1,PWRNGSH03,2040,0
RE1,PWRNGSH03,2041,0
RE1,PWRNGSH03,2042,0
RE1,PWRNGSH03,2043,0
RE1,PWRNGSH03,2044,0
RE1,PWRNGSH03,2045,0
RE1,PWRNGSH03,2046,0
RE1,PWRNGSH03,2047,0
RE1,PWRNGSH03,2048,0
RE1,PWRNGSH03,2049,0
RE1,PWRNGSH03,2050,0
