r,t,y,DiscountedTechnologyEmissionsPenalty
RE1,PWRBIOF01,2019,0
RE1,PWRBIOF01,2020,0
RE1,PWRBIOF01,2021,0
RE1,PWRBIOF01,2022,0
RE1,PWRBIOF01,2023,0
RE1,PWRBIOF01,2024,0
RE1,PWRBIOF01,2025,0
RE1,PWRBIOF01,2026,0
RE1,PWRBIOF01,2027,0
RE1,PWRBIOF01,2028,0
RE1,PWRBIOF01,2029,0
RE1,PWRBIOF01,2030,0
RE1,PWRBIOF01,2031,0
RE1,PWRBIOF01,2032,0
RE1,PWRBIOF01,2033,0
RE1,PWRBIOF01,2034,0
RE1,PWRBIOF01,2035,0
RE1,PWRBIOF01,2036,0
RE1,PWRBIOF01,2037,0
RE1,PWRBIOF01,2038,0
RE1,PWRBIOF01,2039,0
RE1,PWRBIOF01,2040,0
RE1,PWRBIOF01,2041,0
RE1,PWRBIOF01,2042,0
RE1,PWRBIOF01,2043,0
RE1,PWRBIOF01,2044,0
RE1,PWRBIOF01,2045,0
RE1,PWRBIOF01,2046,0
RE1,PWRBIOF01,2047,0
RE1,PWRBIOF01,2048,0
RE1,PWRBIOF01,2049,0
RE1,PWRBIOF01,2050,0
RE1,PWRBIOF02,2017,0
RE1,PWRBIOF02,2018,0
RE1,PWRBIOF02,2019,0
RE1,PWRBIOF02,2020,0
RE1,PWRBIOF02,2021,0
RE1,PWRBIOF02,2022,0
RE1,PWRBIOF02,2023,0
RE1,PWRBIOF02,2024,0
RE1,PWRBIOF02,2025,0
RE1,PWRBIOF02,2026,0
RE1,PWRBIOF02,2027,0
RE1,PWRBIOF02,2028,0
RE1,PWRBIOF02,2029,0
RE1,PWRBIOF02,2030,0
RE1,PWRBIOF02,2031,0
RE1,PWRBIOF02,2032,0
RE1,PWRBIOF02,2033,0
RE1,PWRBIOF02,2034,0
RE1,PWRBIOF02,2035,0
RE1,PWRBIOF02,2036,0
RE1,PWRBIOF02,2037,0
RE1,PWRBIOF02,2038,0
RE1,PWRBIOF02,2039,0
RE1,PWRBIOF02,2040,0
RE1,PWRBIOF02,2041,0
RE1,PWRBIOF02,2042,0
RE1,PWRBIOF02,2043,0
RE1,PWRBIOF02,2044,0
RE1,PWRBIOF02,2045,0
RE1,PWRBIOF02,2046,0
RE1,PWRBIOF02,2047,0
RE1,PWRBIOF02,2048,0
RE1,PWRBIOF02,2049,0
RE1,PWRBIOF02,2050,0
RE1,PWRBIOG01,2017,0
RE1,PWRBIOG01,2018,0
RE1,PWRBIOG01,2019,0
RE1,PWRBIOG01,2020,0
RE1,PWRBIOG01,2021,0
RE1,PWRBIOG01,2022,0
RE1,PWRBIOG01,2023,0
RE1,PWRBIOG01,2024,0
RE1,PWRBIOG01,2025,0
RE1,PWRBIOG01,2026,0
RE1,PWRBIOG01,2027,0
RE1,PWRBIOG01,2028,0
RE1,PWRBIOG01,2029,0
RE1,PWRBIOG01,2030,0
RE1,PWRBIOG01,2031,0
RE1,PWRBIOG01,2032,0
RE1,PWRBIOG01,2033,0
RE1,PWRBIOG01,2034,0
RE1,PWRBIOG01,2035,0
RE1,PWRBIOG01,2036,0
RE1,PWRBIOG01,2037,0
RE1,PWRBIOG01,2038,0
RE1,PWRBIOG01,2039,0
RE1,PWRBIOG01,2040,0
RE1,PWRBIOG01,2041,0
RE1,PWRBIOG01,2042,0
RE1,PWRBIOG01,2043,0
RE1,PWRBIOG01,2044,0
RE1,PWRBIOG01,2045,0
RE1,PWRBIOG01,2046,0
RE1,PWRBIOG01,2047,0
RE1,PWRBIOG01,2048,0
RE1,PWRBIOG01,2049,0
RE1,PWRBIOG01,2050,0
RE1,PWRBIOH01,2017,0
RE1,PWRBIOH01,2018,0
RE1,PWRBIOH01,2019,0
RE1,PWRBIOH01,2020,0
RE1,PWRBIOH01,2021,0
RE1,PWRBIOH01,2022,0
RE1,PWRBIOH01,2023,0
RE1,PWRBIOH01,2024,0
RE1,PWRBIOH01,2025,0
RE1,PWRBIOH01,2026,0
RE1,PWRBIOH01,2027,0
RE1,PWRBIOH01,2028,0
RE1,PWRBIOH01,2029,0
RE1,PWRBIOH01,2030,0
RE1,PWRBIOH01,2031,0
RE1,PWRBIOH01,2032,0
RE1,PWRBIOH01,2033,0
RE1,PWRBIOH01,2034,0
RE1,PWRBIOH01,2035,0
RE1,PWRBIOH01,2036,0
RE1,PWRBIOH01,2037,0
RE1,PWRBIOH01,2038,0
RE1,PWRBIOH01,2039,0
RE1,PWRBIOH01,2040,0
RE1,PWRBIOH01,2041,0
RE1,PWRBIOH01,2042,0
RE1,PWRBIOH01,2043,0
RE1,PWRBIOH01,2044,0
RE1,PWRBIOH01,2045,0
RE1,PWRBIOH01,2046,0
RE1,PWRBIOH01,2047,0
RE1,PWRBIOH01,2048,0
RE1,PWRBIOH01,2049,0
RE1,PWRBIOH01,2050,0
RE1,PWRCOAA01,2017,0
RE1,PWRCOAA01,2018,0
RE1,PWRCOAA01,2019,0
RE1,PWRCOAA01,2020,0
RE1,PWRCOAA01,2021,0
RE1,PWRCOAA01,2022,0
RE1,PWRCOAA01,2023,0
RE1,PWRCOAA01,2024,0
RE1,PWRCOAA01,2025,0
RE1,PWRCOAA01,2026,0
RE1,PWRCOAA01,2027,0
RE1,PWRCOAA01,2028,0
RE1,PWRCOAA01,2029,0
RE1,PWRCOAA01,2030,0
RE1,PWRCOAA01,2031,0
RE1,PWRCOAA01,2032,0
RE1,PWRCOAA01,2033,0
RE1,PWRCOAA01,2034,0
RE1,PWRCOAA01,2035,0
RE1,PWRCOAA01,2036,0
RE1,PWRCOAA01,2037,0
RE1,PWRCOAA01,2038,0
RE1,PWRCOAA01,2039,0
RE1,PWRCOAA01,2040,0
RE1,PWRCOAA01,2041,0
RE1,PWRCOAA01,2042,0
RE1,PWRCOAA01,2043,0
RE1,PWRCOAA01,2044,0
RE1,PWRCOAA01,2045,0
RE1,PWRCOAA01,2046,0
RE1,PWRCOAA01,2047,0
RE1,PWRCOAA01,2048,0
RE1,PWRCOAA01,2049,0
RE1,PWRCOAA01,2050,0
RE1,PWRCOAE01,2017,0
RE1,PWRCOAE01,2018,0
RE1,PWRCOAE01,2019,0
RE1,PWRCOAE01,2020,0
RE1,PWRCOAE01,2021,0
RE1,PWRCOAE01,2022,0
RE1,PWRCOAE01,2023,0
RE1,PWRCOAE01,2024,0
RE1,PWRCOAE01,2025,0
RE1,PWRCOAE01,2026,0
RE1,PWRCOAE01,2027,0
RE1,PWRCOAE01,2028,0
RE1,PWRCOAE01,2029,0
RE1,PWRCOAE01,2030,0
RE1,PWRCOAE01,2031,0
RE1,PWRCOAE01,2032,0
RE1,PWRCOAE01,2033,0
RE1,PWRCOAE01,2034,0
RE1,PWRCOAE01,2035,0
RE1,PWRCOAE01,2036,0
RE1,PWRCOAE01,2037,0
RE1,PWRCOAE01,2038,0
RE1,PWRCOAE01,2039,0
RE1,PWRCOAE01,2040,0
RE1,PWRCOAE01,2041,0
RE1,PWRCOAE01,2042,0
RE1,PWRCOAE01,2043,0
RE1,PWRCOAE01,2044,0
RE1,PWRCOAE01,2045,0
RE1,PWRCOAE01,2046,0
RE1,PWRCOAE01,2047,0
RE1,PWRCOAE01,2048,0
RE1,PWRCOAE01,2049,0
RE1,PWRCOAE01,2050,0
RE1,PWRCOAF01,2017,0
RE1,PWRCOAF01,2018,0
RE1,PWRCOAF01,2019,0
RE1,PWRCOAF01,2020,0
RE1,PWRCOAF01,2021,0
RE1,PWRCOAF01,2022,0
RE1,PWRCOAF01,2023,0
RE1,PWRCOAF01,2024,0
RE1,PWRCOAF01,2025,0
RE1,PWRCOAF01,2026,0
RE1,PWRCOAF01,2027,0
RE1,PWRCOAF01,2028,0
RE1,PWRCOAF01,2029,0
RE1,PWRCOAF01,2030,0
RE1,PWRCOAF01,2031,0
RE1,PWRCOAF01,2032,0
RE1,PWRCOAF01,2033,0
RE1,PWRCOAF01,2034,0
RE1,PWRCOAF01,2035,0
RE1,PWRCOAF01,2036,0
RE1,PWRCOAF01,2037,0
RE1,PWRCOAF01,2038,0
RE1,PWRCOAF01,2039,0
RE1,PWRCOAF01,2040,0
RE1,PWRCOAF01,2041,0
RE1,PWRCOAF01,2042,0
RE1,PWRCOAF01,2043,0
RE1,PWRCOAF01,2044,0
RE1,PWRCOAF01,2045,0
RE1,PWRCOAF01,2046,0
RE1,PWRCOAF01,2047,0
RE1,PWRCOAF01,2048,0
RE1,PWRCOAF01,2049,0
RE1,PWRCOAF01,2050,0
RE1,PWRCOAF02,2017,0
RE1,PWRCOAF02,2018,0
RE1,PWRCOAF02,2019,0
RE1,PWRCOAF02,2020,0
RE1,PWRCOAF02,2021,0
RE1,PWRCOAF02,2022,0
RE1,PWRCOAF02,2023,0
RE1,PWRCOAF02,2024,0
RE1,PWRCOAF02,2025,0
RE1,PWRCOAF02,2026,0
RE1,PWRCOAF02,2027,0
RE1,PWRCOAF02,2028,0
RE1,PWRCOAF02,2029,0
RE1,PWRCOAF02,2030,0
RE1,PWRCOAF02,2031,0
RE1,PWRCOAF02,2032,0
RE1,PWRCOAF02,2033,0
RE1,PWRCOAF02,2034,0
RE1,PWRCOAF02,2035,0
RE1,PWRCOAF02,2036,0
RE1,PWRCOAF02,2037,0
RE1,PWRCOAF02,2038,0
RE1,PWRCOAF02,2039,0
RE1,PWRCOAF02,2040,0
RE1,PWRCOAF02,2041,0
RE1,PWRCOAF02,2042,0
RE1,PWRCOAF02,2043,0
RE1,PWRCOAF02,2044,0
RE1,PWRCOAF02,2045,0
RE1,PWRCOAF02,2046,0
RE1,PWRCOAF02,2047,0
RE1,PWRCOAF02,2048,0
RE1,PWRCOAF02,2049,0
RE1,PWRCOAF02,2050,0
RE1,PWRDSLA01,2017,0
RE1,PWRDSLA01,2018,0
RE1,PWRDSLA01,2019,0
RE1,PWRDSLA01,2020,0
RE1,PWRDSLA01,2021,0
RE1,PWRDSLA01,2022,0
RE1,PWRDSLA01,2023,0
RE1,PWRDSLA01,2024,0
RE1,PWRDSLA01,2025,0
RE1,PWRDSLA01,2026,0
RE1,PWRDSLA01,2027,0
RE1,PWRDSLA01,2028,0
RE1,PWRDSLA01,2029,0
RE1,PWRDSLA01,2030,0
RE1,PWRDSLA01,2031,0
RE1,PWRDSLA01,2032,0
RE1,PWRDSLA01,2033,0
RE1,PWRDSLA01,2034,0
RE1,PWRDSLA01,2035,0
RE1,PWRDSLA01,2036,0
RE1,PWRDSLA01,2037,0
RE1,PWRDSLA01,2038,0
RE1,PWRDSLA01,2039,0
RE1,PWRDSLA01,2040,0
RE1,PWRDSLA01,2041,0
RE1,PWRDSLA01,2042,0
RE1,PWRDSLA01,2043,0
RE1,PWRDSLA01,2044,0
RE1,PWRDSLA01,2045,0
RE1,PWRDSLA01,2046,0
RE1,PWRDSLA01,2047,0
RE1,PWRDSLA01,2048,0
RE1,PWRDSLA01,2049,0
RE1,PWRDSLA01,2050,0
RE1,PWRDSLB01,2017,0
RE1,PWRDSLB01,2018,0
RE1,PWRDSLB01,2019,0
RE1,PWRDSLB01,2020,0
RE1,PWRDSLB01,2021,0
RE1,PWRDSLB01,2022,0
RE1,PWRDSLB01,2023,0
RE1,PWRDSLB01,2024,0
RE1,PWRDSLB01,2025,0
RE1,PWRDSLB01,2026,0
RE1,PWRDSLB01,2027,0
RE1,PWRDSLB01,2028,0
RE1,PWRDSLB01,2029,0
RE1,PWRDSLB01,2030,0
RE1,PWRDSLB01,2031,0
RE1,PWRDSLB01,2032,0
RE1,PWRDSLB01,2033,0
RE1,PWRDSLB01,2034,0
RE1,PWRDSLB01,2035,0
RE1,PWRDSLB01,2036,0
RE1,PWRDSLB01,2037,0
RE1,PWRDSLB01,2038,0
RE1,PWRDSLB01,2039,0
RE1,PWRDSLB01,2040,0
RE1,PWRDSLB01,2041,0
RE1,PWRDSLB01,2042,0
RE1,PWRDSLB01,2043,0
RE1,PWRDSLB01,2044,0
RE1,PWRDSLB01,2045,0
RE1,PWRDSLB01,2046,0
RE1,PWRDSLB01,2047,0
RE1,PWRDSLB01,2048,0
RE1,PWRDSLB01,2049,0
RE1,PWRDSLB01,2050,0
RE1,PWRDSLC01,2017,0
RE1,PWRDSLC01,2018,0
RE1,PWRDSLC01,2019,0
RE1,PWRDSLC01,2020,0
RE1,PWRDSLC01,2021,0
RE1,PWRDSLC01,2022,0
RE1,PWRDSLC01,2023,0
RE1,PWRDSLC01,2024,0
RE1,PWRDSLC01,2025,0
RE1,PWRDSLC01,2026,0
RE1,PWRDSLC01,2027,0
RE1,PWRDSLC01,2028,0
RE1,PWRDSLC01,2029,0
RE1,PWRDSLC01,2030,0
RE1,PWRDSLC01,2031,0
RE1,PWRDSLC01,2032,0
RE1,PWRDSLC01,2033,0
RE1,PWRDSLC01,2034,0
RE1,PWRDSLC01,2035,0
RE1,PWRDSLC01,2036,0
RE1,PWRDSLC01,2037,0
RE1,PWRDSLC01,2038,0
RE1,PWRDSLC01,2039,0
RE1,PWRDSLC01,2040,0
RE1,PWRDSLC01,2041,0
RE1,PWRDSLC01,2042,0
RE1,PWRDSLC01,2043,0
RE1,PWRDSLC01,2044,0
RE1,PWRDSLC01,2045,0
RE1,PWRDSLC01,2046,0
RE1,PWRDSLC01,2047,0
RE1,PWRDSLC01,2048,0
RE1,PWRDSLC01,2049,0
RE1,PWRDSLC01,2050,0
RE1,PWRDSLD01,2017,0
RE1,PWRDSLD01,2018,0
RE1,PWRDSLD01,2019,0
RE1,PWRDSLD01,2020,0
RE1,PWRDSLD01,2021,0
RE1,PWRDSLD01,2022,0
RE1,PWRDSLD01,2023,0
RE1,PWRDSLD01,2024,0
RE1,PWRDSLD01,2025,0
RE1,PWRDSLD01,2026,0
RE1,PWRDSLD01,2027,0
RE1,PWRDSLD01,2028,0
RE1,PWRDSLD01,2029,0
RE1,PWRDSLD01,2030,0
RE1,PWRDSLD01,2031,0
RE1,PWRDSLD01,2032,0
RE1,PWRDSLD01,2033,0
RE1,PWRDSLD01,2034,0
RE1,PWRDSLD01,2035,0
RE1,PWRDSLD01,2036,0
RE1,PWRDSLD01,2037,0
RE1,PWRDSLD01,2038,0
RE1,PWRDSLD01,2039,0
RE1,PWRDSLD01,2040,0
RE1,PWRDSLD01,2041,0
RE1,PWRDSLD01,2042,0
RE1,PWRDSLD01,2043,0
RE1,PWRDSLD01,2044,0
RE1,PWRDSLD01,2045,0
RE1,PWRDSLD01,2046,0
RE1,PWRDSLD01,2047,0
RE1,PWRDSLD01,2048,0
RE1,PWRDSLD01,2049,0
RE1,PWRDSLD01,2050,0
RE1,PWRDSLD02,2017,0
RE1,PWRDSLD02,2018,0
RE1,PWRDSLD02,2019,0
RE1,PWRDSLD02,2020,0
RE1,PWRDSLD02,2021,0
RE1,PWRDSLD02,2022,0
RE1,PWRDSLD02,2023,0
RE1,PWRDSLD02,2024,0
RE1,PWRDSLD02,2025,0
RE1,PWRDSLD02,2026,0
RE1,PWRDSLD02,2027,0
RE1,PWRDSLD02,2028,0
RE1,PWRDSLD02,2029,0
RE1,PWRDSLD02,2030,0
RE1,PWRDSLD02,2031,0
RE1,PWRDSLD02,2032,0
RE1,PWRDSLD02,2033,0
RE1,PWRDSLD02,2034,0
RE1,PWRDSLD02,2035,0
RE1,PWRDSLD02,2036,0
RE1,PWRDSLD02,2037,0
RE1,PWRDSLD02,2038,0
RE1,PWRDSLD02,2039,0
RE1,PWRDSLD02,2040,0
RE1,PWRDSLD02,2041,0
RE1,PWRDSLD02,2042,0
RE1,PWRDSLD02,2043,0
RE1,PWRDSLD02,2044,0
RE1,PWRDSLD02,2045,0
RE1,PWRDSLD02,2046,0
RE1,PWRDSLD02,2047,0
RE1,PWRDSLD02,2048,0
RE1,PWRDSLD02,2049,0
RE1,PWRDSLD02,2050,0
RE1,PWRDSLE01,2017,0
RE1,PWRDSLE01,2018,0
RE1,PWRDSLE01,2019,0
RE1,PWRDSLE01,2020,0
RE1,PWRDSLE01,2021,0
RE1,PWRDSLE01,2022,0
RE1,PWRDSLE01,2023,0
RE1,PWRDSLE01,2024,0
RE1,PWRDSLE01,2025,0
RE1,PWRDSLE01,2026,0
RE1,PWRDSLE01,2027,0
RE1,PWRDSLE01,2028,0
RE1,PWRDSLE01,2029,0
RE1,PWRDSLE01,2030,0
RE1,PWRDSLE01,2031,0
RE1,PWRDSLE01,2032,0
RE1,PWRDSLE01,2033,0
RE1,PWRDSLE01,2034,0
RE1,PWRDSLE01,2035,0
RE1,PWRDSLE01,2036,0
RE1,PWRDSLE01,2037,0
RE1,PWRDSLE01,2038,0
RE1,PWRDSLE01,2039,0
RE1,PWRDSLE01,2040,0
RE1,PWRDSLE01,2041,0
RE1,PWRDSLE01,2042,0
RE1,PWRDSLE01,2043,0
RE1,PWRDSLE01,2044,0
RE1,PWRDSLE01,2045,0
RE1,PWRDSLE01,2046,0
RE1,PWRDSLE01,2047,0
RE1,PWRDSLE01,2048,0
RE1,PWRDSLE01,2049,0
RE1,PWRDSLE01,2050,0
RE1,PWRDSLE02,2017,0
RE1,PWRDSLE02,2018,0
RE1,PWRDSLE02,2019,0
RE1,PWRDSLE02,2020,0
RE1,PWRDSLE02,2021,0
RE1,PWRDSLE02,2022,0
RE1,PWRDSLE02,2023,0
RE1,PWRDSLE02,2024,0
RE1,PWRDSLE02,2025,0
RE1,PWRDSLE02,2026,0
RE1,PWRDSLE02,2027,0
RE1,PWRDSLE02,2028,0
RE1,PWRDSLE02,2029,0
RE1,PWRDSLE02,2030,0
RE1,PWRDSLE02,2031,0
RE1,PWRDSLE02,2032,0
RE1,PWRDSLE02,2033,0
RE1,PWRDSLE02,2034,0
RE1,PWRDSLE02,2035,0
RE1,PWRDSLE02,2036,0
RE1,PWRDSLE02,2037,0
RE1,PWRDSLE02,2038,0
RE1,PWRDSLE02,2039,0
RE1,PWRDSLE02,2040,0
RE1,PWRDSLE02,2041,0
RE1,PWRDSLE02,2042,0
RE1,PWRDSLE02,2043,0
RE1,PWRDSLE02,2044,0
RE1,PWRDSLE02,2045,0
RE1,PWRDSLE02,2046,0
RE1,PWRDSLE02,2047,0
RE1,PWRDSLE02,2048,0
RE1,PWRDSLE02,2049,0
RE1,PWRDSLE02,2050,0
RE1,PWRDSLF01,2017,0
RE1,PWRDSLF01,2018,0
RE1,PWRDSLF01,2019,0
RE1,PWRDSLF01,2020,0
RE1,PWRDSLF01,2021,0
RE1,PWRDSLF01,2022,0
RE1,PWRDSLF01,2023,0
RE1,PWRDSLF01,2024,0
RE1,PWRDSLF01,2025,0
RE1,PWRDSLF01,2026,0
RE1,PWRDSLF01,2027,0
RE1,PWRDSLF01,2028,0
RE1,PWRDSLF01,2029,0
RE1,PWRDSLF01,2030,0
RE1,PWRDSLF01,2031,0
RE1,PWRDSLF01,2032,0
RE1,PWRDSLF01,2033,0
RE1,PWRDSLF01,2034,0
RE1,PWRDSLF01,2035,0
RE1,PWRDSLF01,2036,0
RE1,PWRDSLF01,2037,0
RE1,PWRDSLF01,2038,0
RE1,PWRDSLF01,2039,0
RE1,PWRDSLF01,2040,0
RE1,PWRDSLF01,2041,0
RE1,PWRDSLF01,2042,0
RE1,PWRDSLF01,2043,0
RE1,PWRDSLF01,2044,0
RE1,PWRDSLF01,2045,0
RE1,PWRDSLF01,2046,0
RE1,PWRDSLF01,2047,0
RE1,PWRDSLF01,2048,0
RE1,PWRDSLF01,2049,0
RE1,PWRDSLF01,2050,0
RE1,PWRDSLF02,2017,0
RE1,PWRDSLF02,2018,0
RE1,PWRDSLF02,2019,0
RE1,PWRDSLF02,2020,0
RE1,PWRDSLF02,2021,0
RE1,PWRDSLF02,2022,0
RE1,PWRDSLF02,2023,0
RE1,PWRDSLF02,2024,0
RE1,PWRDSLF02,2025,0
RE1,PWRDSLF02,2026,0
RE1,PWRDSLF02,2027,0
RE1,PWRDSLF02,2028,0
RE1,PWRDSLF02,2029,0
RE1,PWRDSLF02,2030,0
RE1,PWRDSLF02,2031,0
RE1,PWRDSLF02,2032,0
RE1,PWRDSLF02,2033,0
RE1,PWRDSLF02,2034,0
RE1,PWRDSLF02,2035,0
RE1,PWRDSLF02,2036,0
RE1,PWRDSLF02,2037,0
RE1,PWRDSLF02,2038,0
RE1,PWRDSLF02,2039,0
RE1,PWRDSLF02,2040,0
RE1,PWRDSLF02,2041,0
RE1,PWRDSLF02,2042,0
RE1,PWRDSLF02,2043,0
RE1,PWRDSLF02,2044,0
RE1,PWRDSLF02,2045,0
RE1,PWRDSLF02,2046,0
RE1,PWRDSLF02,2047,0
RE1,PWRDSLF02,2048,0
RE1,PWRDSLF02,2049,0
RE1,PWRDSLF02,2050,0
RE1,PWRDSLG01,2017,0
RE1,PWRDSLG01,2018,0
RE1,PWRDSLG01,2019,0
RE1,PWRDSLG01,2020,0
RE1,PWRDSLG01,2021,0
RE1,PWRDSLG01,2022,0
RE1,PWRDSLG01,2023,0
RE1,PWRDSLG01,2024,0
RE1,PWRDSLG01,2025,0
RE1,PWRDSLG01,2026,0
RE1,PWRDSLG01,2027,0
RE1,PWRDSLG01,2028,0
RE1,PWRDSLG01,2029,0
RE1,PWRDSLG01,2030,0
RE1,PWRDSLG01,2031,0
RE1,PWRDSLG01,2032,0
RE1,PWRDSLG01,2033,0
RE1,PWRDSLG01,2034,0
RE1,PWRDSLG01,2035,0
RE1,PWRDSLG01,2036,0
RE1,PWRDSLG01,2037,0
RE1,PWRDSLG01,2038,0
RE1,PWRDSLG01,2039,0
RE1,PWRDSLG01,2040,0
RE1,PWRDSLG01,2041,0
RE1,PWRDSLG01,2042,0
RE1,PWRDSLG01,2043,0
RE1,PWRDSLG01,2044,0
RE1,PWRDSLG01,2045,0
RE1,PWRDSLG01,2046,0
RE1,PWRDSLG01,2047,0
RE1,PWRDSLG01,2048,0
RE1,PWRDSLG01,2049,0
RE1,PWRDSLG01,2050,0
RE1,PWRDSLG02,2017,0
RE1,PWRDSLG02,2018,0
RE1,PWRDSLG02,2019,0
RE1,PWRDSLG02,2020,0
RE1,PWRDSLG02,2021,0
RE1,PWRDSLG02,2022,0
RE1,PWRDSLG02,2023,0
RE1,PWRDSLG02,2024,0
RE1,PWRDSLG02,2025,0
RE1,PWRDSLG02,2026,0
RE1,PWRDSLG02,2027,0
RE1,PWRDSLG02,2028,0
RE1,PWRDSLG02,2029,0
RE1,PWRDSLG02,2030,0
RE1,PWRDSLG02,2031,0
RE1,PWRDSLG02,2032,0
RE1,PWRDSLG02,2033,0
RE1,PWRDSLG02,2034,0
RE1,PWRDSLG02,2035,0
RE1,PWRDSLG02,2036,0
RE1,PWRDSLG02,2037,0
RE1,PWRDSLG02,2038,0
RE1,PWRDSLG02,2039,0
RE1,PWRDSLG02,2040,0
RE1,PWRDSLG02,2041,0
RE1,PWRDSLG02,2042,0
RE1,PWRDSLG02,2043,0
RE1,PWRDSLG02,2044,0
RE1,PWRDSLG02,2045,0
RE1,PWRDSLG02,2046,0
RE1,PWRDSLG02,2047,0
RE1,PWRDSLG02,2048,0
RE1,PWRDSLG02,2049,0
RE1,PWRDSLG02,2050,0
RE1,PWRDSLH01,2017,0
RE1,PWRDSLH01,2018,0
RE1,PWRDSLH01,2019,0
RE1,PWRDSLH01,2020,0
RE1,PWRDSLH01,2021,0
RE1,PWRDSLH01,2022,0
RE1,PWRDSLH01,2023,0
RE1,PWRDSLH01,2024,0
RE1,PWRDSLH01,2025,0
RE1,PWRDSLH01,2026,0
RE1,PWRDSLH01,2027,0
RE1,PWRDSLH01,2028,0
RE1,PWRDSLH01,2029,0
RE1,PWRDSLH01,2030,0
RE1,PWRDSLH01,2031,0
RE1,PWRDSLH01,2032,0
RE1,PWRDSLH01,2033,0
RE1,PWRDSLH01,2034,0
RE1,PWRDSLH01,2035,0
RE1,PWRDSLH01,2036,0
RE1,PWRDSLH01,2037,0
RE1,PWRDSLH01,2038,0
RE1,PWRDSLH01,2039,0
RE1,PWRDSLH01,2040,0
RE1,PWRDSLH01,2041,0
RE1,PWRDSLH01,2042,0
RE1,PWRDSLH01,2043,0
RE1,PWRDSLH01,2044,0
RE1,PWRDSLH01,2045,0
RE1,PWRDSLH01,2046,0
RE1,PWRDSLH01,2047,0
RE1,PWRDSLH01,2048,0
RE1,PWRDSLH01,2049,0
RE1,PWRDSLH01,2050,0
RE1,PWRDSLH02,2017,0
RE1,PWRDSLH02,2018,0
RE1,PWRDSLH02,2019,0
RE1,PWRDSLH02,2020,0
RE1,PWRDSLH02,2021,0
RE1,PWRDSLH02,2022,0
RE1,PWRDSLH02,2023,0
RE1,PWRDSLH02,2024,0
RE1,PWRDSLH02,2025,0
RE1,PWRDSLH02,2026,0
RE1,PWRDSLH02,2027,0
RE1,PWRDSLH02,2028,0
RE1,PWRDSLH02,2029,0
RE1,PWRDSLH02,2030,0
RE1,PWRDSLH02,2031,0
RE1,PWRDSLH02,2032,0
RE1,PWRDSLH02,2033,0
RE1,PWRDSLH02,2034,0
RE1,PWRDSLH02,2035,0
RE1,PWRDSLH02,2036,0
RE1,PWRDSLH02,2037,0
RE1,PWRDSLH02,2038,0
RE1,PWRDSLH02,2039,0
RE1,PWRDSLH02,2040,0
RE1,PWRDSLH02,2041,0
RE1,PWRDSLH02,2042,0
RE1,PWRDSLH02,2043,0
RE1,PWRDSLH02,2044,0
RE1,PWRDSLH02,2045,0
RE1,PWRDSLH02,2046,0
RE1,PWRDSLH02,2047,0
RE1,PWRDSLH02,2048,0
RE1,PWRDSLH02,2049,0
RE1,PWRDSLH02,2050,0
RE1,PWRDSLI01,2017,0
RE1,PWRDSLI01,2018,0
RE1,PWRDSLI01,2019,0
RE1,PWRDSLI01,2020,0
RE1,PWRDSLI01,2021,0
RE1,PWRDSLI01,2022,0
RE1,PWRDSLI01,2023,0
RE1,PWRDSLI01,2024,0
RE1,PWRDSLI01,2025,0
RE1,PWRDSLI01,2026,0
RE1,PWRDSLI01,2027,0
RE1,PWRDSLI01,2028,0
RE1,PWRDSLI01,2029,0
RE1,PWRDSLI01,2030,0
RE1,PWRDSLI01,2031,0
RE1,PWRDSLI01,2032,0
RE1,PWRDSLI01,2033,0
RE1,PWRDSLI01,2034,0
RE1,PWRDSLI01,2035,0
RE1,PWRDSLI01,2036,0
RE1,PWRDSLI01,2037,0
RE1,PWRDSLI01,2038,0
RE1,PWRDSLI01,2039,0
RE1,PWRDSLI01,2040,0
RE1,PWRDSLI01,2041,0
RE1,PWRDSLI01,2042,0
RE1,PWRDSLI01,2043,0
RE1,PWRDSLI01,2044,0
RE1,PWRDSLI01,2045,0
RE1,PWRDSLI01,2046,0
RE1,PWRDSLI01,2047,0
RE1,PWRDSLI01,2048,0
RE1,PWRDSLI01,2049,0
RE1,PWRDSLI01,2050,0
RE1,PWRDSLI02,2017,0
RE1,PWRDSLI02,2018,0
RE1,PWRDSLI02,2019,0
RE1,PWRDSLI02,2020,0
RE1,PWRDSLI02,2021,0
RE1,PWRDSLI02,2022,0
RE1,PWRDSLI02,2023,0
RE1,PWRDSLI02,2024,0
RE1,PWRDSLI02,2025,0
RE1,PWRDSLI02,2026,0
RE1,PWRDSLI02,2027,0
RE1,PWRDSLI02,2028,0
RE1,PWRDSLI02,2029,0
RE1,PWRDSLI02,2030,0
RE1,PWRDSLI02,2031,0
RE1,PWRDSLI02,2032,0
RE1,PWRDSLI02,2033,0
RE1,PWRDSLI02,2034,0
RE1,PWRDSLI02,2035,0
RE1,PWRDSLI02,2036,0
RE1,PWRDSLI02,2037,0
RE1,PWRDSLI02,2038,0
RE1,PWRDSLI02,2039,0
RE1,PWRDSLI02,2040,0
RE1,PWRDSLI02,2041,0
RE1,PWRDSLI02,2042,0
RE1,PWRDSLI02,2043,0
RE1,PWRDSLI02,2044,0
RE1,PWRDSLI02,2045,0
RE1,PWRDSLI02,2046,0
