r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,DEMPWRBIO,1,2017,0.4892
RE1,DEMPWRBIO,1,2018,0.0
RE1,DEMPWRBIO,1,2019,16.4012
RE1,DEMPWRBIO,1,2020,0.202
RE1,DEMPWRBIO,1,2021,13.582
RE1,DEMPWRBIO,1,2022,0.0603
RE1,DEMPWRBIO,1,2023,0.2818
RE1,DEMPWRBIO,1,2024,0.3588
RE1,DEMPWRBIO,1,2025,14.1248
RE1,DEMPWRBIO,1,2026,14.072
RE1,DEMPWRBIO,1,2027,38.0961
RE1,DEMPWRBIO,1,2028,14.6398
RE1,DEMPWRBIO,1,2029,14.6524
RE1,DEMPWRBIO,1,2030,1.0697
RE1,DEMPWRBIO,1,2031,1.1022
RE1,DEMPWRBIO,1,2032,0.6063
RE1,DEMPWRBIO,1,2033,0.6792
RE1,DEMPWRBIO,1,2034,14.07
RE1,DEMPWRBIO,1,2035,14.3786
RE1,DEMPWRBIO,1,2036,1.3174
RE1,DEMPWRBIO,1,2037,1.9363
RE1,DEMPWRBIO,1,2038,7.4654
RE1,DEMPWRBIO,1,2039,9.052
RE1,DEMPWRBIO,1,2040,3.8053
RE1,DEMPWRBIO,1,2041,6.7208
RE1,DEMPWRBIO,1,2042,6.674
RE1,DEMPWRBIO,1,2043,5.7944
RE1,DEMPWRBIO,1,2044,5.7944
RE1,DEMPWRBIO,1,2045,5.9239
RE1,DEMPWRBIO,1,2046,5.9239
RE1,DEMPWRBIO,1,2047,5.1828
RE1,DEMPWRBIO,1,2048,6.0359
RE1,DEMPWRBIO,1,2049,5.377
RE1,DEMPWRBIO,1,2050,6.872
RE1,DEMPWRCOA,1,2017,327.5859
RE1,DEMPWRCOA,1,2018,327.5859
RE1,DEMPWRCOA,1,2019,335.4077
RE1,DEMPWRCOA,1,2020,341.4711
RE1,DEMPWRCOA,1,2021,326.3126
RE1,DEMPWRCOA,1,2022,332.376
RE1,DEMPWRCOA,1,2023,340.741
RE1,DEMPWRCOA,1,2024,349.1061
RE1,DEMPWRCOA,1,2025,336.2493
RE1,DEMPWRCOA,1,2026,342.3127
RE1,DEMPWRCOA,1,2027,348.3761
RE1,DEMPWRCOA,1,2028,356.7411
RE1,DEMPWRCOA,1,2029,365.1062
RE1,DEMPWRCOA,1,2030,328.7258
RE1,DEMPWRCOA,1,2031,334.7892
RE1,DEMPWRCOA,1,2032,340.8526
RE1,DEMPWRCOA,1,2033,346.916
RE1,DEMPWRCOA,1,2034,184.5381
RE1,DEMPWRCOA,1,2035,192.9032
RE1,DEMPWRCOA,1,2036,201.2682
RE1,DEMPWRCOA,1,2037,209.6333
RE1,DEMPWRCOA,1,2038,217.9984
RE1,DEMPWRCOA,1,2039,226.3634
RE1,DEMPWRCOA,1,2040,234.7285
RE1,DEMPWRCOA,1,2041,243.0936
RE1,DEMPWRCOA,1,2042,251.4586
RE1,DEMPWRCOA,1,2043,259.8237
RE1,DEMPWRCOA,1,2044,268.1888
RE1,DEMPWRCOA,1,2045,276.5538
RE1,DEMPWRCOA,1,2046,284.9189
RE1,DEMPWRCOA,1,2047,293.284
RE1,DEMPWRCOA,1,2048,303.3423
RE1,DEMPWRCOA,1,2049,347.957
RE1,DEMPWRCOA,1,2050,367.8944
RE1,DEMPWRDSL,1,2017,0.0
RE1,DEMPWRDSL,1,2018,0.0
RE1,DEMPWRDSL,1,2019,0.2769
RE1,DEMPWRDSL,1,2020,0.0
RE1,DEMPWRDSL,1,2021,0.0
RE1,DEMPWRDSL,1,2022,0.0
RE1,DEMPWRDSL,1,2023,0.0
RE1,DEMPWRDSL,1,2024,0.057
RE1,DEMPWRDSL,1,2025,0.0655
RE1,DEMPWRDSL,1,2026,0.0
RE1,DEMPWRDSL,1,2027,0.0
RE1,DEMPWRDSL,1,2028,0.0
RE1,DEMPWRDSL,1,2029,0.1724
RE1,DEMPWRDSL,1,2030,0.1207
RE1,DEMPWRDSL,1,2031,0.0761
RE1,DEMPWRDSL,1,2032,0.0427
RE1,DEMPWRDSL,1,2033,0.0427
RE1,DEMPWRDSL,1,2034,0.0553
RE1,DEMPWRDSL,1,2035,0.0427
RE1,DEMPWRDSL,1,2036,0.0526
RE1,DEMPWRDSL,1,2037,0.1552
RE1,DEMPWRDSL,1,2038,0.163
RE1,DEMPWRDSL,1,2039,0.07
RE1,DEMPWRDSL,1,2040,0.0847
RE1,DEMPWRDSL,1,2041,0.3498
RE1,DEMPWRDSL,1,2042,0.6428
RE1,DEMPWRDSL,1,2043,0.708
RE1,DEMPWRDSL,1,2044,0.7243
RE1,DEMPWRDSL,1,2045,0.6952
RE1,DEMPWRDSL,1,2046,0.629
RE1,DEMPWRDSL,1,2047,0.6592
RE1,DEMPWRDSL,1,2048,0.8712
RE1,DEMPWRDSL,1,2049,0.627
RE1,DEMPWRDSL,1,2050,0.7944
RE1,DEMPWRGEO,1,2017,22.5056
RE1,DEMPWRGEO,1,2018,23.1125
RE1,DEMPWRGEO,1,2019,23.1125
RE1,DEMPWRGEO,1,2020,42.6156
RE1,DEMPWRGEO,1,2021,62.0595
RE1,DEMPWRGEO,1,2022,81.3813
RE1,DEMPWRGEO,1,2023,100.8389
RE1,DEMPWRGEO,1,2024,122.9636
RE1,DEMPWRGEO,1,2025,144.3399
RE1,DEMPWRGEO,1,2026,166.1899
RE1,DEMPWRGEO,1,2027,186.2981
RE1,DEMPWRGEO,1,2028,207.2812
RE1,DEMPWRGEO,1,2029,226.7035
RE1,DEMPWRGEO,1,2030,246.1258
RE1,DEMPWRGEO,1,2031,265.5481
RE1,DEMPWRGEO,1,2032,284.9704
RE1,DEMPWRGEO,1,2033,304.8384
RE1,DEMPWRGEO,1,2034,324.6157
RE1,DEMPWRGEO,1,2035,342.8455
RE1,DEMPWRGEO,1,2036,360.0962
RE1,DEMPWRGEO,1,2037,374.663
RE1,DEMPWRGEO,1,2038,389.2297
RE1,DEMPWRGEO,1,2039,403.7964
RE1,DEMPWRGEO,1,2040,417.0666
RE1,DEMPWRGEO,1,2041,425.6508
RE1,DEMPWRGEO,1,2042,425.6508
RE1,DEMPWRGEO,1,2043,425.6508
RE1,DEMPWRGEO,1,2044,425.6508
RE1,DEMPWRGEO,1,2045,425.6508
RE1,DEMPWRGEO,1,2046,425.6508
RE1,DEMPWRGEO,1,2047,425.6508
RE1,DEMPWRGEO,1,2048,425.6508
RE1,DEMPWRGEO,1,2049,425.6508
RE1,DEMPWRGEO,1,2050,425.6508
RE1,DEMPWRHFO,1,2017,115.6924
RE1,DEMPWRHFO,1,2018,111.7596
RE1,DEMPWRHFO,1,2019,97.3948
RE1,DEMPWRHFO,1,2020,84.6235
RE1,DEMPWRHFO,1,2021,19.0385
RE1,DEMPWRHFO,1,2022,19.2388
RE1,DEMPWRHFO,1,2023,18.5092
RE1,DEMPWRHFO,1,2024,5.7059
RE1,DEMPWRHFO,1,2025,4.6137
RE1,DEMPWRHFO,1,2026,4.8846
RE1,DEMPWRHFO,1,2027,4.5904
RE1,DEMPWRHFO,1,2028,4.2646
RE1,DEMPWRHFO,1,2029,4.7726
