r,t,f,y,ProductionByTechnologyAnnual
RE1,DEMPWRDSL,PWRDSL,2018,0.0
RE1,DEMPWRDSL,PWRDSL,2019,0.2769
RE1,DEMPWRDSL,PWRDSL,2020,0.0
RE1,DEMPWRDSL,PWRDSL,2021,0.0
RE1,DEMPWRDSL,PWRDSL,2022,0.0
RE1,DEMPWRDSL,PWRDSL,2023,0.0
RE1,DEMPWRDSL,PWRDSL,2024,0.057
RE1,DEMPWRDSL,PWRDSL,2025,0.0655
RE1,DEMPWRDSL,PWRDSL,2026,0.0
RE1,DEMPWRDSL,PWRDSL,2027,0.0
RE1,DEMPWRDSL,PWRDSL,2028,0.0
RE1,DEMPWRDSL,PWRDSL,2029,0.1724
RE1,DEMPWRDSL,PWRDSL,2030,0.1207
RE1,DEMPWRDSL,PWRDSL,2031,0.0761
RE1,DEMPWRDSL,PWRDSL,2032,0.0427
RE1,DEMPWRDSL,PWRDSL,2033,0.0427
RE1,DEMPWRDSL,PWRDSL,2034,0.0553
RE1,DEMPWRDSL,PWRDSL,2035,0.0427
RE1,DEMPWRDSL,PWRDSL,2036,0.0526
RE1,DEMPWRDSL,PWRDSL,2037,0.1552
RE1,DEMPWRDSL,PWRDSL,2038,0.163
RE1,DEMPWRDSL,PWRDSL,2039,0.07
RE1,DEMPWRDSL,PWRDSL,2040,0.0847
RE1,DEMPWRDSL,PWRDSL,2041,0.3498
RE1,DEMPWRDSL,PWRDSL,2042,0.6428
RE1,DEMPWRDSL,PWRDSL,2043,0.708
RE1,DEMPWRDSL,PWRDSL,2044,0.7243
RE1,DEMPWRDSL,PWRDSL,2045,0.6952
RE1,DEMPWRDSL,PWRDSL,2046,0.629
RE1,DEMPWRDSL,PWRDSL,2047,0.6592
RE1,DEMPWRDSL,PWRDSL,2048,0.8712
RE1,DEMPWRDSL,PWRDSL,2049,0.627
RE1,DEMPWRDSL,PWRDSL,2050,0.7944
RE1,DEMPWRGEO,PWRGEO,2017,22.5056
RE1,DEMPWRGEO,PWRGEO,2018,23.1125
RE1,DEMPWRGEO,PWRGEO,2019,23.1125
RE1,DEMPWRGEO,PWRGEO,2020,42.6156
RE1,DEMPWRGEO,PWRGEO,2021,62.0595
RE1,DEMPWRGEO,PWRGEO,2022,81.3813
RE1,DEMPWRGEO,PWRGEO,2023,100.8389
RE1,DEMPWRGEO,PWRGEO,2024,122.9637
RE1,DEMPWRGEO,PWRGEO,2025,144.3399
RE1,DEMPWRGEO,PWRGEO,2026,166.1899
RE1,DEMPWRGEO,PWRGEO,2027,186.2981
RE1,DEMPWRGEO,PWRGEO,2028,207.2812
RE1,DEMPWRGEO,PWRGEO,2029,226.7035
RE1,DEMPWRGEO,PWRGEO,2030,246.1258
RE1,DEMPWRGEO,PWRGEO,2031,265.5481
RE1,DEMPWRGEO,PWRGEO,2032,284.9704
RE1,DEMPWRGEO,PWRGEO,2033,304.8384
RE1,DEMPWRGEO,PWRGEO,2034,324.6157
RE1,DEMPWRGEO,PWRGEO,2035,342.8455
RE1,DEMPWRGEO,PWRGEO,2036,360.0962
RE1,DEMPWRGEO,PWRGEO,2037,374.6629
RE1,DEMPWRGEO,PWRGEO,2038,389.2297
RE1,DEMPWRGEO,PWRGEO,2039,403.7964
RE1,DEMPWRGEO,PWRGEO,2040,417.0666
RE1,DEMPWRGEO,PWRGEO,2041,425.6509
RE1,DEMPWRGEO,PWRGEO,2042,425.6509
RE1,DEMPWRGEO,PWRGEO,2043,425.6509
RE1,DEMPWRGEO,PWRGEO,2044,425.6509
RE1,DEMPWRGEO,PWRGEO,2045,425.6509
RE1,DEMPWRGEO,PWRGEO,2046,425.6509
RE1,DEMPWRGEO,PWRGEO,2047,425.6509
RE1,DEMPWRGEO,PWRGEO,2048,425.6509
RE1,DEMPWRGEO,PWRGEO,2049,425.6509
RE1,DEMPWRGEO,PWRGEO,2050,425.6509
RE1,DEMPWRHFO,PWRHFO,2017,115.6924
RE1,DEMPWRHFO,PWRHFO,2018,111.7596
RE1,DEMPWRHFO,PWRHFO,2019,97.3948
RE1,DEMPWRHFO,PWRHFO,2020,84.6235
RE1,DEMPWRHFO,PWRHFO,2021,19.0385
RE1,DEMPWRHFO,PWRHFO,2022,19.2388
RE1,DEMPWRHFO,PWRHFO,2023,18.5092
RE1,DEMPWRHFO,PWRHFO,2024,5.7059
RE1,DEMPWRHFO,PWRHFO,2025,4.6137
RE1,DEMPWRHFO,PWRHFO,2026,4.8846
RE1,DEMPWRHFO,PWRHFO,2027,4.5904
RE1,DEMPWRHFO,PWRHFO,2028,4.2646
RE1,DEMPWRHFO,PWRHFO,2029,4.7726
RE1,DEMPWRHFO,PWRHFO,2030,3.1217
RE1,DEMPWRHFO,PWRHFO,2031,2.4696
RE1,DEMPWRHFO,PWRHFO,2032,2.1127
RE1,DEMPWRHFO,PWRHFO,2033,2.0193
RE1,DEMPWRHFO,PWRHFO,2034,2.1791
RE1,DEMPWRHFO,PWRHFO,2035,2.5372
RE1,DEMPWRHFO,PWRHFO,2036,2.8368
RE1,DEMPWRHFO,PWRHFO,2037,3.1412
RE1,DEMPWRHFO,PWRHFO,2038,3.4929
RE1,DEMPWRHFO,PWRHFO,2039,3.7422
RE1,DEMPWRHFO,PWRHFO,2040,3.9422
RE1,DEMPWRHFO,PWRHFO,2041,4.1253
RE1,DEMPWRHFO,PWRHFO,2042,4.2297
RE1,DEMPWRHFO,PWRHFO,2043,4.4068
RE1,DEMPWRHFO,PWRHFO,2044,4.4689
RE1,DEMPWRHFO,PWRHFO,2045,4.6237
RE1,DEMPWRHFO,PWRHFO,2046,4.7702
RE1,DEMPWRHFO,PWRHFO,2047,3.3088
RE1,DEMPWRHFO,PWRHFO,2048,1.471
RE1,DEMPWRHFO,PWRHFO,2049,1.1645
RE1,DEMPWRHFO,PWRHFO,2050,1.3038
RE1,DEMPWRHYD,PWRHYD,2017,158.1908
RE1,DEMPWRHYD,PWRHYD,2018,157.6611
RE1,DEMPWRHYD,PWRHYD,2019,158.0268
RE1,DEMPWRHYD,PWRHYD,2020,158.0268
RE1,DEMPWRHYD,PWRHYD,2021,158.0268
RE1,DEMPWRHYD,PWRHYD,2022,158.0268
RE1,DEMPWRHYD,PWRHYD,2023,158.0268
RE1,DEMPWRHYD,PWRHYD,2024,162.5908
RE1,DEMPWRHYD,PWRHYD,2025,150.6489
RE1,DEMPWRHYD,PWRHYD,2026,151.9101
RE1,DEMPWRHYD,PWRHYD,2027,153.537
RE1,DEMPWRHYD,PWRHYD,2028,154.7982
RE1,DEMPWRHYD,PWRHYD,2029,156.0594
RE1,DEMPWRHYD,PWRHYD,2030,158.3871
RE1,DEMPWRHYD,PWRHYD,2031,159.3601
RE1,DEMPWRHYD,PWRHYD,2032,163.4337
RE1,DEMPWRHYD,PWRHYD,2033,164.6949
RE1,DEMPWRHYD,PWRHYD,2034,170.1512
RE1,DEMPWRHYD,PWRHYD,2035,172.6348
RE1,DEMPWRHYD,PWRHYD,2036,174.8184
RE1,DEMPWRHYD,PWRHYD,2037,178.7947
RE1,DEMPWRHYD,PWRHYD,2038,182.1582
RE1,DEMPWRHYD,PWRHYD,2039,185.2202
RE1,DEMPWRHYD,PWRHYD,2040,186.2673
RE1,DEMPWRHYD,PWRHYD,2041,187.0846
RE1,DEMPWRHYD,PWRHYD,2042,187.0846
RE1,DEMPWRHYD,PWRHYD,2043,187.0846
RE1,DEMPWRHYD,PWRHYD,2044,187.0846
RE1,DEMPWRHYD,PWRHYD,2045,187.0846
RE1,DEMPWRHYD,PWRHYD,2046,187.0846
RE1,DEMPWRHYD,PWRHYD,2047,187.0846
RE1,DEMPWRHYD,PWRHYD,2048,187.0846
RE1,DEMPWRHYD,PWRHYD,2049,187.0846
RE1,DEMPWRHYD,PWRHYD,2050,187.0846
RE1,DEMPWRLPG,PWRLPG,2017,2.8644
RE1,DEMPWRLPG,PWRLPG,2018,2.8644
RE1,DEMPWRLPG,PWRLPG,2019,2.8644
RE1,DEMPWRLPG,PWRLPG,2020,2.8644
RE1,DEMPWRLPG,PWRLPG,2021,2.8644
RE1,DEMPWRLPG,PWRLPG,2022,2.8644
RE1,DEMPWRLPG,PWRLPG,2023,2.8644
RE1,DEMPWRLPG,PWRLPG,2024,2.8644
RE1,DEMPWRLPG,PWRLPG,2025,2.8644
RE1,DEMPWRLPG,PWRLPG,2026,2.8644
RE1,DEMPWRLPG,PWRLPG,2027,2.8644
RE1,DEMPWRLPG,PWRLPG,2028,2.8644
RE1,DEMPWRLPG,PWRLPG,2029,2.8644
RE1,DEMPWRLPG,PWRLPG,2030,2.8644
RE1,DEMPWRLPG,PWRLPG,2031,2.8644
RE1,DEMPWRLPG,PWRLPG,2032,2.8644
RE1,DEMPWRLPG,PWRLPG,2033,2.8644
RE1,DEMPWRLPG,PWRLPG,2034,2.8644
RE1,DEMPWRLPG,PWRLPG,2035,2.8644
RE1,DEMPWRLPG,PWRLPG,2036,2.8644
RE1,DEMPWRLPG,PWRLPG,2037,2.8644
RE1,DEMPWRLPG,PWRLPG,2038,2.8644
RE1,DEMPWRLPG,PWRLPG,2039,2.8644
RE1,DEMPWRLPG,PWRLPG,2040,2.8644
RE1,DEMPWRLPG,PWRLPG,2041,2.8644
RE1,DEMPWRLPG,PWRLPG,2042,2.8644
RE1,DEMPWRLPG,PWRLPG,2043,2.8644
RE1,DEMPWRLPG,PWRLPG,2044,2.8644
RE1,DEMPWRLPG,PWRLPG,2045,5.3553
RE1,DEMPWRLPG,PWRLPG,2046,7.8461
RE1,DEMPWRLPG,PWRLPG,2047,10.337
RE1,DEMPWRLPG,PWRLPG,2048,12.8278
RE1,DEMPWRLPG,PWRLPG,2049,15.3187
RE1,DEMPWRLPG,PWRLPG,2050,17.8095
RE1,DEMPWRNGS,PWRNGS,2017,1509.926
RE1,DEMPWRNGS,PWRNGS,2018,1535.8079
RE1,DEMPWRNGS,PWRNGS,2019,1605.6517
RE1,DEMPWRNGS,PWRNGS,2020,1618.7453
RE1,DEMPWRNGS,PWRNGS,2021,1826.796
RE1,DEMPWRNGS,PWRNGS,2022,1892.9878
RE1,DEMPWRNGS,PWRNGS,2023,1922.4107
RE1,DEMPWRNGS,PWRNGS,2024,1985.4304
RE1,DEMPWRNGS,PWRNGS,2025,2042.4121
RE1,DEMPWRNGS,PWRNGS,2026,2036.1608
RE1,DEMPWRNGS,PWRNGS,2027,1987.1726
RE1,DEMPWRNGS,PWRNGS,2028,1921.106
RE1,DEMPWRNGS,PWRNGS,2029,1841.9538
RE1,DEMPWRNGS,PWRNGS,2030,1798.9203
RE1,DEMPWRNGS,PWRNGS,2031,1724.9323
RE1,DEMPWRNGS,PWRNGS,2032,1647.1364
RE1,DEMPWRNGS,PWRNGS,2033,1655.2614
RE1,DEMPWRNGS,PWRNGS,2034,1809.7118
RE1,DEMPWRNGS,PWRNGS,2035,1797.8085
RE1,DEMPWRNGS,PWRNGS,2036,1802.3553
RE1,DEMPWRNGS,PWRNGS,2037,1804.6369
RE1,DEMPWRNGS,PWRNGS,2038,1808.0723
RE1,DEMPWRNGS,PWRNGS,2039,1813.3764
RE1,DEMPWRNGS,PWRNGS,2040,1828.9169
RE1,DEMPWRNGS,PWRNGS,2041,1859.547
RE1,DEMPWRNGS,PWRNGS,2042,1915.7985
RE1,DEMPWRNGS,PWRNGS,2043,2004.425
RE1,DEMPWRNGS,PWRNGS,2044,2122.0676
RE1,DEMPWRNGS,PWRNGS,2045,2191.6549
RE1,DEMPWRNGS,PWRNGS,2046,2265.4097
RE1,DEMPWRNGS,PWRNGS,2047,2357.7551
RE1,DEMPWRNGS,PWRNGS,2048,2461.6766
RE1,DEMPWRNGS,PWRNGS,2049,2539.1206
RE1,DEMPWRNGS,PWRNGS,2050,2638.1972
RE1,DEMPWRPCK,PWRPCK,2017,0.0
RE1,DEMPWRPCK,PWRPCK,2018,0.0
RE1,DEMPWRPCK,PWRPCK,2019,0.0
RE1,DEMPWRPCK,PWRPCK,2020,0.0
RE1,DEMPWRPCK,PWRPCK,2021,0.0
RE1,DEMPWRPCK,PWRPCK,2022,0.0
RE1,DEMPWRPCK,PWRPCK,2023,0.0
RE1,DEMPWRPCK,PWRPCK,2024,0.0
RE1,DEMPWRPCK,PWRPCK,2025,0.0
RE1,DEMPWRPCK,PWRPCK,2026,0.0
RE1,DEMPWRPCK,PWRPCK,2027,0.0
RE1,DEMPWRPCK,PWRPCK,2028,0.0
RE1,DEMPWRPCK,PWRPCK,2029,0.0
RE1,DEMPWRPCK,PWRPCK,2030,0.0
RE1,DEMPWRPCK,PWRPCK,2031,0.0
RE1,DEMPWRPCK,PWRPCK,2032,0.0
RE1,DEMPWRPCK,PWRPCK,2033,0.0
RE1,DEMPWRPCK,PWRPCK,2034,0.0
RE1,DEMPWRPCK,PWRPCK,2035,0.0
RE1,DEMPWRPCK,PWRPCK,2036,0.0
RE1,DEMPWRPCK,PWRPCK,2037,0.0
RE1,DEMPWRPCK,PWRPCK,2038,0.0
RE1,DEMPWRPCK,PWRPCK,2039,0.0
RE1,DEMPWRPCK,PWRPCK,2040,0.0
RE1,DEMPWRPCK,PWRPCK,2041,0.0
RE1,DEMPWRPCK,PWRPCK,2042,0.0
RE1,DEMPWRPCK,PWRPCK,2043,0.0
RE1,DEMPWRPCK,PWRPCK,2044,0.0
RE1,DEMPWRPCK,PWRPCK,2045,0.0
RE1,DEMPWRPCK,PWRPCK,2046,0.0
RE1,DEMPWRPCK,PWRPCK,2047,0.0
RE1,DEMPWRPCK,PWRPCK,2048,0.0
RE1,DEMPWRPCK,PWRPCK,2049,0.0
RE1,DEMPWRPCK,PWRPCK,2050,0.0
RE1,DEMPWRSOL,PWRSOL,2017,1.5933
RE1,DEMPWRSOL,PWRSOL,2018,12.8147
RE1,DEMPWRSOL,PWRSOL,2019,28.1003
RE1,DEMPWRSOL,PWRSOL,2020,29.0333
RE1,DEMPWRSOL,PWRSOL,2021,30.0465
RE1,DEMPWRSOL,PWRSOL,2022,33.5754
RE1,DEMPWRSOL,PWRSOL,2023,39.4549
RE1,DEMPWRSOL,PWRSOL,2024,47.1232
RE1,DEMPWRSOL,PWRSOL,2025,56.8436
RE1,DEMPWRSOL,PWRSOL,2026,73.225
RE1,DEMPWRSOL,PWRSOL,2027,98.4489
RE1,DEMPWRSOL,PWRSOL,2028,136.2437
RE1,DEMPWRSOL,PWRSOL,2029,178.2947
RE1,DEMPWRSOL,PWRSOL,2030,229.7852
RE1,DEMPWRSOL,PWRSOL,2031,280.3279
RE1,DEMPWRSOL,PWRSOL,2032,331.4316
RE1,DEMPWRSOL,PWRSOL,2033,348.224
RE1,DEMPWRSOL,PWRSOL,2034,364.8895
RE1,DEMPWRSOL,PWRSOL,2035,387.8625
RE1,DEMPWRSOL,PWRSOL,2036,410.8078
RE1,DEMPWRSOL,PWRSOL,2037,434.4409
RE1,DEMPWRSOL,PWRSOL,2038,459.2907
RE1,DEMPWRSOL,PWRSOL,2039,484.1657
RE1,DEMPWRSOL,PWRSOL,2040,509.0668
RE1,DEMPWRSOL,PWRSOL,2041,533.9465
RE1,DEMPWRSOL,PWRSOL,2042,558.627
RE1,DEMPWRSOL,PWRSOL,2043,575.2893
RE1,DEMPWRSOL,PWRSOL,2044,589.0062
RE1,DEMPWRSOL,PWRSOL,2045,611.3297
RE1,DEMPWRSOL,PWRSOL,2046,633.1178
RE1,DEMPWRSOL,PWRSOL,2047,651.9927
RE1,DEMPWRSOL,PWRSOL,2048,668.8057
RE1,DEMPWRSOL,PWRSOL,2049,684.0162
RE1,DEMPWRSOL,PWRSOL,2050,701.1229
RE1,DEMPWRURN,PWRURN,2017,288.5986
RE1,DEMPWRURN,PWRURN,2018,288.5986
RE1,DEMPWRURN,PWRURN,2019,288.5986
RE1,DEMPWRURN,PWRURN,2020,288.5986
RE1,DEMPWRURN,PWRURN,2021,288.5986
RE1,DEMPWRURN,PWRURN,2022,288.5986
RE1,DEMPWRURN,PWRURN,2023,288.5986
RE1,DEMPWRURN,PWRURN,2024,288.5986
RE1,DEMPWRURN,PWRURN,2025,288.5986
RE1,DEMPWRURN,PWRURN,2026,288.5986
RE1,DEMPWRURN,PWRURN,2027,288.5986
RE1,DEMPWRURN,PWRURN,2028,288.5986
RE1,DEMPWRURN,PWRURN,2029,288.5986
RE1,DEMPWRURN,PWRURN,2030,288.5986
RE1,DEMPWRURN,PWRURN,2031,288.5986
RE1,DEMPWRURN,PWRURN,2032,288.5986
RE1,DEMPWRURN,PWRURN,2033,288.5986
RE1,DEMPWRURN,PWRURN,2034,288.5986
RE1,DEMPWRURN,PWRURN,2035,288.5986
RE1,DEMPWRURN,PWRURN,2036,288.5986
RE1,DEMPWRURN,PWRURN,2037,288.5986
RE1,DEMPWRURN,PWRURN,2038,288.5986
RE1,DEMPWRURN,PWRURN,2039,288.5986
RE1,DEMPWRURN,PWRURN,2040,288.5986
RE1,DEMPWRURN,PWRURN,2041,288.5986
RE1,DEMPWRURN,PWRURN,2042,288.5986
RE1,DEMPWRURN,PWRURN,2043,288.5986
RE1,DEMPWRURN,PWRURN,2044,288.5986
RE1,DEMPWRURN,PWRURN,2045,288.5986
RE1,DEMPWRURN,PWRURN,2046,288.5986
RE1,DEMPWRURN,PWRURN,2047,288.5986
RE1,DEMPWRURN,PWRURN,2048,288.5986
RE1,DEMPWRURN,PWRURN,2049,288.5986
RE1,DEMPWRURN,PWRURN,2050,288.5986
RE1,DEMPWRWAS,PWRWAS,2017,0.0
RE1,DEMPWRWAS,PWRWAS,2018,0.0
RE1,DEMPWRWAS,PWRWAS,2019,0.0
RE1,DEMPWRWAS,PWRWAS,2020,0.0
RE1,DEMPWRWAS,PWRWAS,2021,0.0
RE1,DEMPWRWAS,PWRWAS,2022,0.0
RE1,DEMPWRWAS,PWRWAS,2023,0.0
RE1,DEMPWRWAS,PWRWAS,2024,0.0
RE1,DEMPWRWAS,PWRWAS,2025,0.0
RE1,DEMPWRWAS,PWRWAS,2026,0.0
RE1,DEMPWRWAS,PWRWAS,2027,0.0
RE1,DEMPWRWAS,PWRWAS,2028,0.0
RE1,DEMPWRWAS,PWRWAS,2029,0.0
RE1,DEMPWRWAS,PWRWAS,2030,0.0
RE1,DEMPWRWAS,PWRWAS,2031,0.0
RE1,DEMPWRWAS,PWRWAS,2032,0.0
RE1,DEMPWRWAS,PWRWAS,2033,0.0
RE1,DEMPWRWAS,PWRWAS,2034,0.0
RE1,DEMPWRWAS,PWRWAS,2035,0.0
RE1,DEMPWRWAS,PWRWAS,2036,0.0
RE1,DEMPWRWAS,PWRWAS,2037,0.0
RE1,DEMPWRWAS,PWRWAS,2038,0.0
RE1,DEMPWRWAS,PWRWAS,2039,0.0
RE1,DEMPWRWAS,PWRWAS,2040,0.0
RE1,DEMPWRWAS,PWRWAS,2041,0.0
RE1,DEMPWRWAS,PWRWAS,2042,0.0
RE1,DEMPWRWAS,PWRWAS,2043,0.0
RE1,DEMPWRWAS,PWRWAS,2044,0.0
RE1,DEMPWRWAS,PWRWAS,2045,0.0
RE1,DEMPWRWAS,PWRWAS,2046,0.0
RE1,DEMPWRWAS,PWRWAS,2047,0.0
RE1,DEMPWRWAS,PWRWAS,2048,0.0
RE1,DEMPWRWAS,PWRWAS,2049,0.0
RE1,DEMPWRWAS,PWRWAS,2050,0.0
RE1,DEMPWRWND,PWRWND,2017,25.4329
RE1,DEMPWRWND,PWRWND,2018,30.8428
RE1,DEMPWRWND,PWRWND,2019,44.0029
RE1,DEMPWRWND,PWRWND,2020,44.9715
RE1,DEMPWRWND,PWRWND,2021,45.9401
RE1,DEMPWRWND,PWRWND,2022,46.9087
RE1,DEMPWRWND,PWRWND,2023,47.8773
RE1,DEMPWRWND,PWRWND,2024,48.8459
RE1,DEMPWRWND,PWRWND,2025,49.8144
RE1,DEMPWRWND,PWRWND,2026,50.783
RE1,DEMPWRWND,PWRWND,2027,66.1718
RE1,DEMPWRWND,PWRWND,2028,81.5606
RE1,DEMPWRWND,PWRWND,2029,96.9493
RE1,DEMPWRWND,PWRWND,2030,112.3381
RE1,DEMPWRWND,PWRWND,2031,127.7268
RE1,DEMPWRWND,PWRWND,2032,143.1156
RE1,DEMPWRWND,PWRWND,2033,158.5043
RE1,DEMPWRWND,PWRWND,2034,173.8931
RE1,DEMPWRWND,PWRWND,2035,189.2819
RE1,DEMPWRWND,PWRWND,2036,206.226
RE1,DEMPWRWND,PWRWND,2037,223.1702
RE1,DEMPWRWND,PWRWND,2038,240.1144
RE1,DEMPWRWND,PWRWND,2039,257.0586
RE1,DEMPWRWND,PWRWND,2040,274.0028
RE1,DEMPWRWND,PWRWND,2041,290.947
RE1,DEMPWRWND,PWRWND,2042,307.8912
RE1,DEMPWRWND,PWRWND,2043,319.4255
RE1,DEMPWRWND,PWRWND,2044,323.2071
RE1,DEMPWRWND,PWRWND,2045,339.1827
RE1,DEMPWRWND,PWRWND,2046,355.1583
RE1,DEMPWRWND,PWRWND,2047,371.1339
RE1,DEMPWRWND,PWRWND,2048,387.1095
RE1,DEMPWRWND,PWRWND,2049,403.0851
RE1,DEMPWRWND,PWRWND,2050,419.0607
RE1,DEMRESELCB02,RESELCB02,2017,174.77
RE1,DEMRESELCB02,RESELCB02,2018,179.83
RE1,DEMRESELCB02,RESELCB02,2019,184.58
RE1,DEMRESELCB02,RESELCB02,2020,189.42
RE1,DEMRESELCB02,RESELCB02,2021,194.81
RE1,DEMRESELCB02,RESELCB02,2022,200.42
RE1,DEMRESELCB02,RESELCB02,2023,206.17
RE1,DEMRESELCB02,RESELCB02,2024,211.85
RE1,DEMRESELCB02,RESELCB02,2025,217.78
RE1,DEMRESELCB02,RESELCB02,2026,223.81
RE1,DEMRESELCB02,RESELCB02,2027,230.14
RE1,DEMRESELCB02,RESELCB02,2028,236.66
RE1,DEMRESELCB02,RESELCB02,2029,243.38
RE1,DEMRESELCB02,RESELCB02,2030,250.39
RE1,DEMRESELCB02,RESELCB02,2031,257.63
RE1,DEMRESELCB02,RESELCB02,2032,265.05
RE1,DEMRESELCB02,RESELCB02,2033,272.5
RE1,DEMRESELCB02,RESELCB02,2034,280.16
RE1,DEMRESELCB02,RESELCB02,2035,288.03
RE1,DEMRESELCB02,RESELCB02,2036,296.12
RE1,DEMRESELCB02,RESELCB02,2037,304.44
RE1,DEMRESELCB02,RESELCB02,2038,312.99
RE1,DEMRESELCB02,RESELCB02,2039,321.79
RE1,DEMRESELCB02,RESELCB02,2040,330.83
RE1,DEMRESELCB02,RESELCB02,2041,340.13
RE1,DEMRESELCB02,RESELCB02,2042,349.68
RE1,DEMRESELCB02,RESELCB02,2043,359.51
RE1,DEMRESELCB02,RESELCB02,2044,369.61
RE1,DEMRESELCB02,RESELCB02,2045,379.99
RE1,DEMRESELCB02,RESELCB02,2046,390.67
RE1,DEMRESELCB02,RESELCB02,2047,401.65
RE1,DEMRESELCB02,RESELCB02,2048,412.93
RE1,DEMRESELCB02,RESELCB02,2049,424.53
RE1,DEMRESELCB02,RESELCB02,2050,436.46
RE1,DEMRESELCC02,RESELCC02,2017,241.11
RE1,DEMRESELCC02,RESELCC02,2018,249.25
RE1,DEMRESELCC02,RESELCC02,2019,258.21
RE1,DEMRESELCC02,RESELCC02,2020,266.75
RE1,DEMRESELCC02,RESELCC02,2021,276.27
RE1,DEMRESELCC02,RESELCC02,2022,285.68
RE1,DEMRESELCC02,RESELCC02,2023,295.26
RE1,DEMRESELCC02,RESELCC02,2024,305.65
RE1,DEMRESELCC02,RESELCC02,2025,315.22
RE1,DEMRESELCC02,RESELCC02,2026,324.88
RE1,DEMRESELCC02,RESELCC02,2027,334.8
RE1,DEMRESELCC02,RESELCC02,2028,345.16
RE1,DEMRESELCC02,RESELCC02,2029,355.93
RE1,DEMRESELCC02,RESELCC02,2030,367.05
