r,t,TotalTechnologyModelPeriodActivity
"RE1","MINCOA",0
"RE1","MINGAS",1657.97881621812
"RE1","PWRCOA",0
"RE1","PWRGAS",828.989408109058
"RE1","PWRTRN",2584.65357393287
"RE1","MINSOL",282.994998367128
"RE1","MINWND",0
"RE1","PWRSOL",282.994998367128
"RE1","PWRWND",0
"RE1","MINHYD",2014.1295232171
"RE1","PWRHYD",2014.1295232171
