r,t,y,CapitalInvestment
"RE1","PWRHYD",2035,731.709429824551
"RE1","PWRHYD",2036,753.66070046441
"RE1","PWRHYD",2037,776.270526960775
"RE1","PWRHYD",2038,799.558646155829
"RE1","PWRHYD",2039,823.54540763674
"RE1","PWRHYD",2040,848.251773735829
"RE1","Manuel",2020,0
"RE1","Manuel",2021,0
"RE1","Manuel",2022,0
"RE1","Manuel",2023,0
"RE1","Manuel",2024,0
"RE1","Manuel",2025,0
"RE1","Manuel",2026,0
"RE1","Manuel",2027,0
"RE1","Manuel",2028,0
"RE1","Manuel",2029,0
"RE1","Manuel",2030,0
"RE1","Manuel",2031,0
"RE1","Manuel",2032,0
"RE1","Manuel",2033,0
"RE1","Manuel",2034,0
"RE1","Manuel",2035,0
"RE1","Manuel",2036,0
"RE1","Manuel",2037,0
"RE1","Manuel",2038,0
"RE1","Manuel",2039,0
"RE1","Manuel",2040,0
