t,f,m,y,l,r,UseByTechnology
PWRCOA,PWRWAT,1,2021,S11,RE1,0.0095
PWRCOA,PWRWAT,1,2022,S11,RE1,0.0108
PWRCOA,PWRWAT,1,2023,S11,RE1,0.011
PWRCOA,PWRWAT,1,2024,S11,RE1,0.011
PWRCOA,PWRWAT,1,2025,S11,RE1,0.0095
PWRCOA,PWRWAT,1,2026,S11,RE1,0.0086
PWRCOA,PWRWAT,1,2027,S11,RE1,0.0088
PWRCOA,PWRWAT,1,2028,S11,RE1,0.0061
PWRCOA,PWRWAT,1,2029,S11,RE1,0.0093
PWRCOA,PWRWAT,1,2030,S11,RE1,0.0031
PWRCOA,PWRWAT,1,2031,S11,RE1,0.0031
PWRCOA,PWRWAT,1,2032,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2033,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2034,S11,RE1,0.0055
PWRCOA,PWRWAT,1,2035,S11,RE1,0.0055
PWRGAS,GAS,1,2020,S11,RE1,0.0
PWRGAS,GAS,1,2021,S11,RE1,0.0
PWRGAS,GAS,1,2022,S11,RE1,0.0
PWRGAS,GAS,1,2023,S11,RE1,8.4043
PWRGAS,GAS,1,2024,S11,RE1,18.7568
PWRGAS,GAS,1,2025,S11,RE1,41.2695
PWRGAS,GAS,1,2026,S11,RE1,60.334
PWRGAS,GAS,1,2027,S11,RE1,71.0381
PWRGAS,GAS,1,2028,S11,RE1,105.114
PWRGAS,GAS,1,2029,S11,RE1,94.7338
PWRGAS,GAS,1,2030,S11,RE1,157.5796
PWRGAS,GAS,1,2031,S11,RE1,172.8356
PWRGAS,GAS,1,2032,S11,RE1,170.4234
PWRGAS,GAS,1,2033,S11,RE1,187.565
PWRGAS,GAS,1,2034,S11,RE1,206.0212
PWRGAS,GAS,1,2035,S11,RE1,225.0569
PWRGAS,PWRWAT,1,2020,S11,RE1,0.0
PWRGAS,PWRWAT,1,2021,S11,RE1,0.0
PWRGAS,PWRWAT,1,2022,S11,RE1,0.0
PWRGAS,PWRWAT,1,2023,S11,RE1,0.0009
PWRGAS,PWRWAT,1,2024,S11,RE1,0.0021
PWRGAS,PWRWAT,1,2025,S11,RE1,0.0045
PWRGAS,PWRWAT,1,2026,S11,RE1,0.0066
PWRGAS,PWRWAT,1,2027,S11,RE1,0.0078
PWRGAS,PWRWAT,1,2028,S11,RE1,0.0116
PWRGAS,PWRWAT,1,2029,S11,RE1,0.0104
PWRGAS,PWRWAT,1,2030,S11,RE1,0.0173
PWRGAS,PWRWAT,1,2031,S11,RE1,0.019
PWRGAS,PWRWAT,1,2032,S11,RE1,0.0187
PWRGAS,PWRWAT,1,2033,S11,RE1,0.0206
PWRGAS,PWRWAT,1,2034,S11,RE1,0.0227
PWRGAS,PWRWAT,1,2035,S11,RE1,0.0248
PWRHYD,HYD,1,2020,S11,RE1,9.5365
PWRHYD,HYD,1,2021,S11,RE1,9.5365
PWRHYD,HYD,1,2022,S11,RE1,9.5365
PWRHYD,HYD,1,2023,S11,RE1,9.5365
PWRHYD,HYD,1,2024,S11,RE1,9.5365
PWRHYD,HYD,1,2025,S11,RE1,9.5365
PWRHYD,HYD,1,2026,S11,RE1,9.5365
PWRHYD,HYD,1,2027,S11,RE1,9.5365
PWRHYD,HYD,1,2028,S11,RE1,9.5365
PWRHYD,HYD,1,2029,S11,RE1,9.5365
PWRHYD,HYD,1,2030,S11,RE1,9.5365
PWRHYD,HYD,1,2031,S11,RE1,9.5365
PWRHYD,HYD,1,2032,S11,RE1,9.5365
PWRHYD,HYD,1,2033,S11,RE1,9.5365
PWRHYD,HYD,1,2034,S11,RE1,9.5365
PWRHYD,HYD,1,2035,S11,RE1,9.5365
PWRSOL,SOL,1,2020,S11,RE1,4.1325
PWRSOL,SOL,1,2021,S11,RE1,4.1325
PWRSOL,SOL,1,2022,S11,RE1,4.1325
PWRSOL,SOL,1,2023,S11,RE1,4.1325
PWRSOL,SOL,1,2024,S11,RE1,4.1325
PWRSOL,SOL,1,2025,S11,RE1,4.1325
PWRSOL,SOL,1,2026,S11,RE1,4.1325
PWRSOL,SOL,1,2027,S11,RE1,4.1325
PWRSOL,SOL,1,2028,S11,RE1,4.1325
PWRSOL,SOL,1,2029,S11,RE1,4.1325
PWRSOL,SOL,1,2030,S11,RE1,4.1325
PWRSOL,SOL,1,2031,S11,RE1,4.1325
PWRSOL,SOL,1,2032,S11,RE1,4.1325
PWRSOL,SOL,1,2033,S11,RE1,4.1325
PWRSOL,SOL,1,2034,S11,RE1,4.1325
PWRSOL,SOL,1,2035,S11,RE1,4.1325
PWRTRN,ELC001,1,2020,S11,RE1,47.7026
PWRTRN,ELC001,1,2021,S11,RE1,51.6242
PWRTRN,ELC001,1,2022,S11,RE1,56.4994
PWRTRN,ELC001,1,2023,S11,RE1,61.686
PWRTRN,ELC001,1,2024,S11,RE1,66.8622
PWRTRN,ELC001,1,2025,S11,RE1,72.3772
PWRTRN,ELC001,1,2026,S11,RE1,78.5022
PWRTRN,ELC001,1,2027,S11,RE1,84.6371
PWRTRN,ELC001,1,2028,S11,RE1,91.1192
PWRTRN,ELC001,1,2029,S11,RE1,98.2119
PWRTRN,ELC001,1,2030,S11,RE1,105.6206
PWRTRN,ELC001,1,2031,S11,RE1,113.2487
PWRTRN,ELC001,1,2032,S11,RE1,121.5033
PWRTRN,ELC001,1,2033,S11,RE1,130.0741
PWRTRN,ELC001,1,2034,S11,RE1,139.3022
PWRTRN,ELC001,1,2035,S11,RE1,148.8201
PWRWND,WND,1,2020,S11,RE1,5.563
PWRWND,WND,1,2021,S11,RE1,5.563
PWRWND,WND,1,2022,S11,RE1,5.563
PWRWND,WND,1,2023,S11,RE1,5.563
PWRWND,WND,1,2024,S11,RE1,5.563
PWRWND,WND,1,2025,S11,RE1,5.563
PWRWND,WND,1,2026,S11,RE1,5.563
PWRWND,WND,1,2027,S11,RE1,5.563
PWRWND,WND,1,2028,S11,RE1,5.563
PWRWND,WND,1,2029,S11,RE1,5.563
PWRWND,WND,1,2030,S11,RE1,5.563
PWRWND,WND,1,2031,S11,RE1,5.563
PWRWND,WND,1,2032,S11,RE1,5.563
PWRWND,WND,1,2033,S11,RE1,5.563
PWRWND,WND,1,2034,S11,RE1,5.563
PWRWND,WND,1,2035,S11,RE1,5.563
RSCHYD,WTRRUN,1,2020,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2021,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2022,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2023,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2024,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2025,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2026,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2027,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2028,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2029,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2030,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2031,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2032,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2033,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2034,S11,RE1,27.2471
RSCHYD,WTRRUN,1,2035,S11,RE1,27.2471
UPSWTRSUR,WTRRUN,1,2020,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S11,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2022,S12,RE1,0.0483
DEMAGRGWTWAT,ELC002,1,2023,S12,RE1,0.0635
DEMAGRGWTWAT,ELC002,1,2024,S12,RE1,0.0544
DEMAGRGWTWAT,ELC002,1,2025,S12,RE1,0.0454
DEMAGRGWTWAT,ELC002,1,2026,S12,RE1,0.0363
DEMAGRGWTWAT,ELC002,1,2027,S12,RE1,0.0272
DEMAGRGWTWAT,ELC002,1,2028,S12,RE1,0.0181
DEMAGRGWTWAT,ELC002,1,2029,S12,RE1,0.0091
DEMAGRGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S12,RE1,0.0447
DEMAGRGWTWAT,WTRGWT,1,2023,S12,RE1,0.0588
DEMAGRGWTWAT,WTRGWT,1,2024,S12,RE1,0.0504
DEMAGRGWTWAT,WTRGWT,1,2025,S12,RE1,0.042
DEMAGRGWTWAT,WTRGWT,1,2026,S12,RE1,0.0336
DEMAGRGWTWAT,WTRGWT,1,2027,S12,RE1,0.0252
DEMAGRGWTWAT,WTRGWT,1,2028,S12,RE1,0.0168
DEMAGRGWTWAT,WTRGWT,1,2029,S12,RE1,0.0084
DEMAGRGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S12,RE1,0.0721
DEMAGRSURWAT,ELC002,1,2021,S12,RE1,0.112
DEMAGRSURWAT,ELC002,1,2022,S12,RE1,0.1156
DEMAGRSURWAT,ELC002,1,2023,S12,RE1,0.1519
DEMAGRSURWAT,ELC002,1,2024,S12,RE1,0.2058
DEMAGRSURWAT,ELC002,1,2025,S12,RE1,0.2704
DEMAGRSURWAT,ELC002,1,2026,S12,RE1,0.3289
DEMAGRSURWAT,ELC002,1,2027,S12,RE1,0.3894
DEMAGRSURWAT,ELC002,1,2028,S12,RE1,0.464
DEMAGRSURWAT,ELC002,1,2029,S12,RE1,0.5313
DEMAGRSURWAT,ELC002,1,2030,S12,RE1,0.6006
DEMAGRSURWAT,ELC002,1,2031,S12,RE1,0.6158
DEMAGRSURWAT,ELC002,1,2032,S12,RE1,0.631
DEMAGRSURWAT,ELC002,1,2033,S12,RE1,0.6464
DEMAGRSURWAT,ELC002,1,2034,S12,RE1,0.6756
DEMAGRSURWAT,ELC002,1,2035,S12,RE1,0.6916
DEMAGRSURWAT,WTRSUR,1,2020,S12,RE1,0.0839
DEMAGRSURWAT,WTRSUR,1,2021,S12,RE1,0.1303
DEMAGRSURWAT,WTRSUR,1,2022,S12,RE1,0.1344
DEMAGRSURWAT,WTRSUR,1,2023,S12,RE1,0.1767
DEMAGRSURWAT,WTRSUR,1,2024,S12,RE1,0.2393
DEMAGRSURWAT,WTRSUR,1,2025,S12,RE1,0.3144
DEMAGRSURWAT,WTRSUR,1,2026,S12,RE1,0.3825
DEMAGRSURWAT,WTRSUR,1,2027,S12,RE1,0.4528
DEMAGRSURWAT,WTRSUR,1,2028,S12,RE1,0.5395
DEMAGRSURWAT,WTRSUR,1,2029,S12,RE1,0.6178
DEMAGRSURWAT,WTRSUR,1,2030,S12,RE1,0.6984
DEMAGRSURWAT,WTRSUR,1,2031,S12,RE1,0.716
DEMAGRSURWAT,WTRSUR,1,2032,S12,RE1,0.7338
DEMAGRSURWAT,WTRSUR,1,2033,S12,RE1,0.7516
DEMAGRSURWAT,WTRSUR,1,2034,S12,RE1,0.7856
DEMAGRSURWAT,WTRSUR,1,2035,S12,RE1,0.8042
DEMPUBGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMPUBSURWAT,ELC002,1,2020,S12,RE1,0.2515
DEMPUBSURWAT,ELC002,1,2021,S12,RE1,0.2693
DEMPUBSURWAT,ELC002,1,2022,S12,RE1,0.288
DEMPUBSURWAT,ELC002,1,2023,S12,RE1,0.3074
DEMPUBSURWAT,ELC002,1,2024,S12,RE1,0.3274
DEMPUBSURWAT,ELC002,1,2025,S12,RE1,0.3485
DEMPUBSURWAT,ELC002,1,2026,S12,RE1,0.3703
DEMPUBSURWAT,ELC002,1,2027,S12,RE1,0.3929
DEMPUBSURWAT,ELC002,1,2028,S12,RE1,0.4167
DEMPUBSURWAT,ELC002,1,2029,S12,RE1,0.4414
DEMPUBSURWAT,ELC002,1,2030,S12,RE1,0.4672
DEMPUBSURWAT,ELC002,1,2031,S12,RE1,0.4941
DEMPUBSURWAT,ELC002,1,2032,S12,RE1,0.5221
DEMPUBSURWAT,ELC002,1,2033,S12,RE1,0.5513
DEMPUBSURWAT,ELC002,1,2034,S12,RE1,0.5817
DEMPUBSURWAT,ELC002,1,2035,S12,RE1,0.6137
DEMPUBSURWAT,WTRSUR,1,2020,S12,RE1,0.0892
DEMPUBSURWAT,WTRSUR,1,2021,S12,RE1,0.0955
DEMPUBSURWAT,WTRSUR,1,2022,S12,RE1,0.1021
DEMPUBSURWAT,WTRSUR,1,2023,S12,RE1,0.109
DEMPUBSURWAT,WTRSUR,1,2024,S12,RE1,0.1161
DEMPUBSURWAT,WTRSUR,1,2025,S12,RE1,0.1236
DEMPUBSURWAT,WTRSUR,1,2026,S12,RE1,0.1313
DEMPUBSURWAT,WTRSUR,1,2027,S12,RE1,0.1393
DEMPUBSURWAT,WTRSUR,1,2028,S12,RE1,0.1478
DEMPUBSURWAT,WTRSUR,1,2029,S12,RE1,0.1565
DEMPUBSURWAT,WTRSUR,1,2030,S12,RE1,0.1657
DEMPUBSURWAT,WTRSUR,1,2031,S12,RE1,0.1752
DEMPUBSURWAT,WTRSUR,1,2032,S12,RE1,0.1851
DEMPUBSURWAT,WTRSUR,1,2033,S12,RE1,0.1955
DEMPUBSURWAT,WTRSUR,1,2034,S12,RE1,0.2063
DEMPUBSURWAT,WTRSUR,1,2035,S12,RE1,0.2176
DEMPWRSURWAT,ELC002,1,2020,S12,RE1,0.0169
DEMPWRSURWAT,ELC002,1,2021,S12,RE1,0.0187
DEMPWRSURWAT,ELC002,1,2022,S12,RE1,0.0207
DEMPWRSURWAT,ELC002,1,2023,S12,RE1,0.0226
DEMPWRSURWAT,ELC002,1,2024,S12,RE1,0.0247
DEMPWRSURWAT,ELC002,1,2025,S12,RE1,0.0268
DEMPWRSURWAT,ELC002,1,2026,S12,RE1,0.0292
DEMPWRSURWAT,ELC002,1,2027,S12,RE1,0.0316
DEMPWRSURWAT,ELC002,1,2028,S12,RE1,0.0341
DEMPWRSURWAT,ELC002,1,2029,S12,RE1,0.0368
DEMPWRSURWAT,ELC002,1,2030,S12,RE1,0.0382
DEMPWRSURWAT,ELC002,1,2031,S12,RE1,0.0411
DEMPWRSURWAT,ELC002,1,2032,S12,RE1,0.043
DEMPWRSURWAT,ELC002,1,2033,S12,RE1,0.0463
DEMPWRSURWAT,ELC002,1,2034,S12,RE1,0.0499
DEMPWRSURWAT,ELC002,1,2035,S12,RE1,0.0536
DEMPWRSURWAT,WTRSUR,1,2020,S12,RE1,0.006
DEMPWRSURWAT,WTRSUR,1,2021,S12,RE1,0.0066
DEMPWRSURWAT,WTRSUR,1,2022,S12,RE1,0.0073
DEMPWRSURWAT,WTRSUR,1,2023,S12,RE1,0.008
DEMPWRSURWAT,WTRSUR,1,2024,S12,RE1,0.0088
DEMPWRSURWAT,WTRSUR,1,2025,S12,RE1,0.0095
DEMPWRSURWAT,WTRSUR,1,2026,S12,RE1,0.0103
DEMPWRSURWAT,WTRSUR,1,2027,S12,RE1,0.0112
DEMPWRSURWAT,WTRSUR,1,2028,S12,RE1,0.0121
DEMPWRSURWAT,WTRSUR,1,2029,S12,RE1,0.0131
DEMPWRSURWAT,WTRSUR,1,2030,S12,RE1,0.0135
DEMPWRSURWAT,WTRSUR,1,2031,S12,RE1,0.0146
DEMPWRSURWAT,WTRSUR,1,2032,S12,RE1,0.0153
DEMPWRSURWAT,WTRSUR,1,2033,S12,RE1,0.0164
DEMPWRSURWAT,WTRSUR,1,2034,S12,RE1,0.0177
DEMPWRSURWAT,WTRSUR,1,2035,S12,RE1,0.019
DEMTRABIO,CRPMAI,1,2020,S12,RE1,0.199
DEMTRABIO,CRPMAI,1,2021,S12,RE1,0.205
DEMTRABIO,CRPMAI,1,2022,S12,RE1,0.211
DEMTRABIO,CRPMAI,1,2023,S12,RE1,0.217
DEMTRABIO,CRPMAI,1,2024,S12,RE1,0.2229
DEMTRABIO,CRPMAI,1,2025,S12,RE1,0.2309
DEMTRABIO,CRPMAI,1,2026,S12,RE1,0.2369
DEMTRABIO,CRPMAI,1,2027,S12,RE1,0.2428
DEMTRABIO,CRPMAI,1,2028,S12,RE1,0.2508
DEMTRABIO,CRPMAI,1,2029,S12,RE1,0.2588
DEMTRABIO,CRPMAI,1,2030,S12,RE1,0.2667
DEMTRABIO,CRPMAI,1,2031,S12,RE1,0.2747
DEMTRABIO,CRPMAI,1,2032,S12,RE1,0.2827
DEMTRABIO,CRPMAI,1,2033,S12,RE1,0.2906
DEMTRABIO,CRPMAI,1,2034,S12,RE1,0.2986
DEMTRABIO,CRPMAI,1,2035,S12,RE1,0.3065
LNDBLT,LND,1,2020,S12,RE1,2.52
LNDBLT,LND,1,2021,S12,RE1,2.5536
LNDBLT,LND,1,2022,S12,RE1,2.5704
LNDBLT,LND,1,2023,S12,RE1,2.604
LNDBLT,LND,1,2024,S12,RE1,2.6208
LNDBLT,LND,1,2025,S12,RE1,2.6544
LNDBLT,LND,1,2026,S12,RE1,2.6712
LNDBLT,LND,1,2027,S12,RE1,2.7048
LNDBLT,LND,1,2028,S12,RE1,2.7216
LNDBLT,LND,1,2029,S12,RE1,2.7552
LNDBLT,LND,1,2030,S12,RE1,2.7888
LNDBLT,LND,1,2031,S12,RE1,2.8056
LNDBLT,LND,1,2032,S12,RE1,2.8392
LNDBLT,LND,1,2033,S12,RE1,2.8728
LNDBLT,LND,1,2034,S12,RE1,2.8896
LNDBLT,LND,1,2035,S12,RE1,2.9232
LNDBLT,WTRPRC,1,2020,S12,RE1,3.024
LNDBLT,WTRPRC,1,2021,S12,RE1,3.0132
LNDBLT,WTRPRC,1,2022,S12,RE1,3.0074
LNDBLT,WTRPRC,1,2023,S12,RE1,2.9946
LNDBLT,WTRPRC,1,2024,S12,RE1,2.9877
LNDBLT,WTRPRC,1,2025,S12,RE1,2.9729
LNDBLT,WTRPRC,1,2026,S12,RE1,2.965
LNDBLT,WTRPRC,1,2027,S12,RE1,2.9753
LNDBLT,WTRPRC,1,2028,S12,RE1,2.9393
LNDBLT,WTRPRC,1,2029,S12,RE1,2.9481
LNDBLT,WTRPRC,1,2030,S12,RE1,2.9561
LNDBLT,WTRPRC,1,2031,S12,RE1,2.9739
LNDBLT,WTRPRC,1,2032,S12,RE1,3.0096
LNDBLT,WTRPRC,1,2033,S12,RE1,3.0452
LNDBLT,WTRPRC,1,2034,S12,RE1,3.0341
LNDBLT,WTRPRC,1,2035,S12,RE1,3.0694
LNDFOR,LND,1,2020,S12,RE1,42.6048
LNDFOR,LND,1,2021,S12,RE1,42.5741
LNDFOR,LND,1,2022,S12,RE1,42.5629
LNDFOR,LND,1,2023,S12,RE1,42.5359
LNDFOR,LND,1,2024,S12,RE1,42.5256
LNDFOR,LND,1,2025,S12,RE1,42.4952
LNDFOR,LND,1,2026,S12,RE1,42.486
LNDFOR,LND,1,2027,S12,RE1,42.3073
LNDFOR,LND,1,2028,S12,RE1,42.4473
LNDFOR,LND,1,2029,S12,RE1,42.2613
LNDFOR,LND,1,2030,S12,RE1,42.2863
LNDFOR,LND,1,2031,S12,RE1,42.2863
LNDFOR,LND,1,2032,S12,RE1,42.2863
LNDFOR,LND,1,2033,S12,RE1,42.2863
LNDFOR,LND,1,2034,S12,RE1,42.2863
LNDFOR,LND,1,2035,S12,RE1,42.2863
LNDFOR,WTRPRC,1,2020,S12,RE1,51.1258
LNDFOR,WTRPRC,1,2021,S12,RE1,50.2375
LNDFOR,WTRPRC,1,2022,S12,RE1,49.7986
LNDFOR,WTRPRC,1,2023,S12,RE1,48.9163
LNDFOR,WTRPRC,1,2024,S12,RE1,48.4792
LNDFOR,WTRPRC,1,2025,S12,RE1,47.5946
LNDFOR,WTRPRC,1,2026,S12,RE1,47.1594
LNDFOR,WTRPRC,1,2027,S12,RE1,46.5381
LNDFOR,WTRPRC,1,2028,S12,RE1,45.8431
LNDFOR,WTRPRC,1,2029,S12,RE1,45.2196
LNDFOR,WTRPRC,1,2030,S12,RE1,44.8235
LNDFOR,WTRPRC,1,2031,S12,RE1,44.8235
LNDFOR,WTRPRC,1,2032,S12,RE1,44.8235
LNDFOR,WTRPRC,1,2033,S12,RE1,44.8235
LNDFOR,WTRPRC,1,2034,S12,RE1,44.4006
LNDFOR,WTRPRC,1,2035,S12,RE1,44.4006
LNDMAIIRR,AGRDSL,1,2020,S12,RE1,0.028
LNDMAIIRR,AGRDSL,1,2021,S12,RE1,0.0607
LNDMAIIRR,AGRDSL,1,2022,S12,RE1,0.0937
LNDMAIIRR,AGRDSL,1,2023,S12,RE1,0.1265
LNDMAIIRR,AGRDSL,1,2024,S12,RE1,0.1594
LNDMAIIRR,AGRDSL,1,2025,S12,RE1,0.1943
LNDMAIIRR,AGRDSL,1,2026,S12,RE1,0.2273
LNDMAIIRR,AGRDSL,1,2027,S12,RE1,0.2604
LNDMAIIRR,AGRDSL,1,2028,S12,RE1,0.2955
LNDMAIIRR,AGRDSL,1,2029,S12,RE1,0.3306
LNDMAIIRR,AGRDSL,1,2030,S12,RE1,0.3659
LNDMAIIRR,AGRDSL,1,2031,S12,RE1,0.376
LNDMAIIRR,AGRDSL,1,2032,S12,RE1,0.3862
LNDMAIIRR,AGRDSL,1,2033,S12,RE1,0.3964
LNDMAIIRR,AGRDSL,1,2034,S12,RE1,0.4066
LNDMAIIRR,AGRDSL,1,2035,S12,RE1,0.417
LNDMAIIRR,AGRWAT,1,2020,S12,RE1,0.0171
LNDMAIIRR,AGRWAT,1,2021,S12,RE1,0.0397
LNDMAIIRR,AGRWAT,1,2022,S12,RE1,0.0631
LNDMAIIRR,AGRWAT,1,2023,S12,RE1,0.0903
LNDMAIIRR,AGRWAT,1,2024,S12,RE1,0.1171
LNDMAIIRR,AGRWAT,1,2025,S12,RE1,0.1507
LNDMAIIRR,AGRWAT,1,2026,S12,RE1,0.1809
LNDMAIIRR,AGRWAT,1,2027,S12,RE1,0.2126
LNDMAIIRR,AGRWAT,1,2028,S12,RE1,0.2533
LNDMAIIRR,AGRWAT,1,2029,S12,RE1,0.2901
LNDMAIIRR,AGRWAT,1,2030,S12,RE1,0.3285
LNDMAIIRR,AGRWAT,1,2031,S12,RE1,0.3377
LNDMAIIRR,AGRWAT,1,2032,S12,RE1,0.3468
LNDMAIIRR,AGRWAT,1,2033,S12,RE1,0.356
LNDMAIIRR,AGRWAT,1,2034,S12,RE1,0.3734
LNDMAIIRR,AGRWAT,1,2035,S12,RE1,0.3829
LNDMAIIRR,LND,1,2020,S12,RE1,0.0571
LNDMAIIRR,LND,1,2021,S12,RE1,0.124
LNDMAIIRR,LND,1,2022,S12,RE1,0.1912
LNDMAIIRR,LND,1,2023,S12,RE1,0.2581
LNDMAIIRR,LND,1,2024,S12,RE1,0.3253
LNDMAIIRR,LND,1,2025,S12,RE1,0.3966
LNDMAIIRR,LND,1,2026,S12,RE1,0.4638
LNDMAIIRR,LND,1,2027,S12,RE1,0.5315
LNDMAIIRR,LND,1,2028,S12,RE1,0.6031
LNDMAIIRR,LND,1,2029,S12,RE1,0.6747
LNDMAIIRR,LND,1,2030,S12,RE1,0.7467
LNDMAIIRR,LND,1,2031,S12,RE1,0.7674
LNDMAIIRR,LND,1,2032,S12,RE1,0.7882
LNDMAIIRR,LND,1,2033,S12,RE1,0.809
LNDMAIIRR,LND,1,2034,S12,RE1,0.8298
LNDMAIIRR,LND,1,2035,S12,RE1,0.8509
LNDMAIIRR,WTRPRC,1,2020,S12,RE1,0.0685
LNDMAIIRR,WTRPRC,1,2021,S12,RE1,0.1463
LNDMAIIRR,WTRPRC,1,2022,S12,RE1,0.2237
LNDMAIIRR,WTRPRC,1,2023,S12,RE1,0.2968
LNDMAIIRR,WTRPRC,1,2024,S12,RE1,0.3709
LNDMAIIRR,WTRPRC,1,2025,S12,RE1,0.4442
LNDMAIIRR,WTRPRC,1,2026,S12,RE1,0.5149
