Optimal - objective value 10088.59203191
    133 DiscountedSalvageValue(RE1,LNDMAIIRR,2025)                                 1.3558239                      0
    134 DiscountedSalvageValue(RE1,LNDMAIIRR,2026)                                 1.6030636                      0
    135 DiscountedSalvageValue(RE1,LNDMAIIRR,2027)                                  1.937852                      0
    136 DiscountedSalvageValue(RE1,LNDMAIIRR,2028)                                 2.3840505                      0
    137 DiscountedSalvageValue(RE1,LNDMAIIRR,2029)                                 2.7246291                      0
    138 DiscountedSalvageValue(RE1,LNDMAIIRR,2030)                                 3.0798118                      0
    139 DiscountedSalvageValue(RE1,LNDMAIIRR,2031)                                0.91508012                      0
    140 DiscountedSalvageValue(RE1,LNDMAIIRR,2032)                                 1.0065881                      0
    141 DiscountedSalvageValue(RE1,LNDMAIIRR,2033)                                 1.0980961                      0
    142 DiscountedSalvageValue(RE1,LNDMAIIRR,2034)                                 1.1896042                      0
    143 DiscountedSalvageValue(RE1,LNDMAIIRR,2035)                                 1.3117835                      0
    146 DiscountedSalvageValue(RE1,LNDRICIRR,2022)                                0.18076079                      0
    147 DiscountedSalvageValue(RE1,LNDRICIRR,2023)                                 0.3623414                      0
    148 DiscountedSalvageValue(RE1,LNDRICIRR,2024)                                0.54664114                      0
    149 DiscountedSalvageValue(RE1,LNDRICIRR,2025)                                 0.7313873                      0
    150 DiscountedSalvageValue(RE1,LNDRICIRR,2026)                                0.92194201                      0
    151 DiscountedSalvageValue(RE1,LNDRICIRR,2027)                                 1.0995404                      0
    152 DiscountedSalvageValue(RE1,LNDRICIRR,2028)                                 1.2900982                      0
    153 DiscountedSalvageValue(RE1,LNDRICIRR,2029)                                  1.487807                      0
    154 DiscountedSalvageValue(RE1,LNDRICIRR,2030)                                 1.6680848                      0
    155 DiscountedSalvageValue(RE1,LNDRICIRR,2031)                                0.36505532                      0
    156 DiscountedSalvageValue(RE1,LNDRICIRR,2032)                                0.41303402                      0
    157 DiscountedSalvageValue(RE1,LNDRICIRR,2033)                                0.46309875                      0
    158 DiscountedSalvageValue(RE1,LNDRICIRR,2034)                                0.50169032                      0
    159 DiscountedSalvageValue(RE1,LNDRICIRR,2035)                                0.85544677                      0
    161 DiscountedSalvageValue(RE1,LNDFOR,2021)                                    153.89666                      0
    162 DiscountedSalvageValue(RE1,LNDFOR,2022)                                    184.77195                      0
    163 DiscountedSalvageValue(RE1,LNDFOR,2023)                                    215.57437                      0
    164 DiscountedSalvageValue(RE1,LNDFOR,2024)                                    246.34032                      0
    165 DiscountedSalvageValue(RE1,LNDFOR,2025)                                    276.87652                      0
    166 DiscountedSalvageValue(RE1,LNDFOR,2026)                                    309.13397                      0
    167 DiscountedSalvageValue(RE1,LNDFOR,2027)                                    337.33435                      0
    168 DiscountedSalvageValue(RE1,LNDFOR,2028)                                    370.56693                      0
    169 DiscountedSalvageValue(RE1,LNDFOR,2029)                                    398.26837                      0
    170 DiscountedSalvageValue(RE1,LNDFOR,2030)                                    420.10255                      0
    177 DiscountedSalvageValue(RE1,LNDBLT,2021)                                    268.59788                      0
    178 DiscountedSalvageValue(RE1,LNDBLT,2022)                                     303.3576                      0
    179 DiscountedSalvageValue(RE1,LNDBLT,2023)                                    376.03703                      0
    180 DiscountedSalvageValue(RE1,LNDBLT,2024)                                    404.47681                      0
    181 DiscountedSalvageValue(RE1,LNDBLT,2025)                                    483.47618                      0
    182 DiscountedSalvageValue(RE1,LNDBLT,2026)                                    505.59601                      0
    183 DiscountedSalvageValue(RE1,LNDBLT,2027)                                    590.91533                      0
    184 DiscountedSalvageValue(RE1,LNDBLT,2028)                                    606.71521                      0
    185 DiscountedSalvageValue(RE1,LNDBLT,2029)                                    698.35449                      0
    186 DiscountedSalvageValue(RE1,LNDBLT,2030)                                    752.07406                      0
    187 DiscountedSalvageValue(RE1,LNDBLT,2031)                                    47.399626                      0
    188 DiscountedSalvageValue(RE1,LNDBLT,2032)                                     101.1192                      0
    189 DiscountedSalvageValue(RE1,LNDBLT,2033)                                    107.43915                      0
    190 DiscountedSalvageValue(RE1,LNDBLT,2034)                                    56.879551                      0
    191 DiscountedSalvageValue(RE1,LNDBLT,2035)                                    120.07905                      0
    339 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2023)                             0.54494363                      0
    340 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2024)                              1.5656804                      0
    341 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2025)                              1.8089419                      0
    342 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2026)                              1.9600662                      0
    343 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2027)                              2.1612476                      0
    344 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2028)                              2.4225253                      0
    345 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2029)                              2.6305981                      0
    346 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2030)                              2.8370177                      0
    347 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2031)                             0.55364461                      0
    348 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2032)                              0.5952994                      0
    349 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2033)                             0.63754733                      0
    350 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2034)                             0.67505012                      0
    351 DiscountedSalvageValue(RE1,DEMAGRSURWAT,2035)                              0.7271261                      0
    368 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2020)                            0.012406317                      0
    369 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2021)                            0.082075151                      0
    370 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2022)                             0.12873621                      0
    371 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2023)                             0.18293195                      0
    372 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2024)                             0.21403704                      0
    373 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2025)                             0.28381239                      0
    374 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2026)                             0.40853852                      0
    375 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2027)                             0.34867887                      0
    376 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2028)                             0.40040503                      0
    377 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2029)                             0.47630804                      0
    378 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2030)                             0.34482436                      0
    379 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2031)                             0.59722761                      0
    380 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2032)                             0.68975454                      0
    381 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2033)                             0.75803444                      0
    382 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2034)                             0.86246343                      0
    383 DiscountedSalvageValue(RE1,DEMPWRSURWAT,2035)                             0.94130852                      0
    385 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2021)                              2.2133656                      0
    386 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2022)                              3.1710406                      0
    387 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2023)                              3.7995351                      0
    388 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2024)                              4.5137335                      0
    389 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2025)                              5.3350616                      0
    390 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2026)                              6.1421057                      0
    391 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2027)                              6.9920017                      0
    392 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2028)                              8.0561572                      0
    393 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2029)                               9.006041                      0
    394 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2030)                              10.198752                      0
    395 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2031)                              11.355754                      0
    396 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2032)                              12.569891                      0
    397 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2033)                              13.962577                      0
    398 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2034)                              15.426684                      0
    399 DiscountedSalvageValue(RE1,DEMPUBSURWAT,2035)                              17.097908                      0
    448 NewCapacity(RE1,MINCOA,2020)                                                 378.432        -1.1858461e-020
    464 NewCapacity(RE1,MINGAS,2020)                                               116.12026         1.8634725e-020
    465 NewCapacity(RE1,MINGAS,2021)                                               69.504759         2.3716923e-020
    466 NewCapacity(RE1,MINGAS,2022)                                               76.980025         6.7762636e-021
    467 NewCapacity(RE1,MINGAS,2023)                                               51.536271         1.3552527e-020
    468 NewCapacity(RE1,MINGAS,2024)                                               45.270169        -5.0821977e-021
    469 NewCapacity(RE1,MINGAS,2025)                                               19.020519                      0
    471 NewCapacity(RE1,MINGAS,2027)                                               21.982107         1.6940659e-021
    472 NewCapacity(RE1,MINGAS,2028)                                               56.458774                      0
    473 NewCapacity(RE1,MINGAS,2029)                                               61.995152         6.7762636e-021
    474 NewCapacity(RE1,MINGAS,2030)                                               190.75499         3.3881318e-021
    475 NewCapacity(RE1,MINGAS,2031)                                               67.369261                      0
    476 NewCapacity(RE1,MINGAS,2032)                                               72.943694                      0
    477 NewCapacity(RE1,MINGAS,2033)                                               75.448946                      0
    478 NewCapacity(RE1,MINGAS,2034)                                               81.073953                      0
    479 NewCapacity(RE1,MINGAS,2035)                                               83.828472                      0
    486 NewCapacity(RE1,PWRGAS,2026)                                              0.49815093         2.8421709e-014
    487 NewCapacity(RE1,PWRGAS,2027)                                               0.8503731        -1.1368684e-013
    488 NewCapacity(RE1,PWRGAS,2028)                                              0.89514799                      0
    489 NewCapacity(RE1,PWRGAS,2029)                                              0.98292668                      0
    490 NewCapacity(RE1,PWRGAS,2030)                                               3.0244005         8.5265128e-014
    491 NewCapacity(RE1,PWRGAS,2031)                                               2.0681326         2.8421709e-014
    492 NewCapacity(RE1,PWRGAS,2032)                                               1.1565147         2.8421709e-014
    493 NewCapacity(RE1,PWRGAS,2033)                                               1.1962352         5.6843419e-014
    494 NewCapacity(RE1,PWRGAS,2034)                                               1.2854191                      0
    495 NewCapacity(RE1,PWRGAS,2035)                                               1.3290917         2.8421709e-014
    514 NewCapacity(RE1,PWRTRN,2022)                                              0.22458003         2.8421709e-013
    515 NewCapacity(RE1,PWRTRN,2023)                                              0.72010818         3.4106051e-013
    516 NewCapacity(RE1,PWRTRN,2024)                                              0.71885099         3.4106051e-013
    517 NewCapacity(RE1,PWRTRN,2025)                                              0.76358391         3.4106051e-013
    518 NewCapacity(RE1,PWRTRN,2026)                                              0.85127716         1.7053026e-013
    519 NewCapacity(RE1,PWRTRN,2027)                                              0.85158928         1.1368684e-013
    520 NewCapacity(RE1,PWRTRN,2028)                                              0.89642244                      0
    521 NewCapacity(RE1,PWRTRN,2029)                                              0.98430663        -2.2737368e-013
    522 NewCapacity(RE1,PWRTRN,2030)                                               1.0285143        -1.7053026e-013
    523 NewCapacity(RE1,PWRTRN,2031)                                               1.0680679        -1.7053026e-013
    524 NewCapacity(RE1,PWRTRN,2032)                                               1.1561068         5.6843419e-014
    525 NewCapacity(RE1,PWRTRN,2033)                                               1.2006266        -5.6843419e-014
    526 NewCapacity(RE1,PWRTRN,2034)                                               1.2888134        -5.6843419e-014
    527 NewCapacity(RE1,PWRTRN,2035)                                               1.3335302                      0
    528 NewCapacity(RE1,RSCLND,2020)                                                     300                      0
    529 NewCapacity(RE1,RSCLND,2021)                                                     300                      0
    530 NewCapacity(RE1,RSCLND,2022)                                                     300                      0
    531 NewCapacity(RE1,RSCLND,2023)                                                     300                      0
    532 NewCapacity(RE1,RSCLND,2024)                                                     300                      0
    533 NewCapacity(RE1,RSCLND,2025)                                                     300                      0
    534 NewCapacity(RE1,RSCLND,2026)                                                     300                      0
    535 NewCapacity(RE1,RSCLND,2027)                                                     300                      0
    536 NewCapacity(RE1,RSCLND,2028)                                                     300                      0
    537 NewCapacity(RE1,RSCLND,2029)                                                     300                      0
    538 NewCapacity(RE1,RSCLND,2030)                                                     300                      0
    539 NewCapacity(RE1,RSCLND,2031)                                                     300                      0
    540 NewCapacity(RE1,RSCLND,2032)                                                     300                      0
    541 NewCapacity(RE1,RSCLND,2033)                                                     300                      0
    542 NewCapacity(RE1,RSCLND,2034)                                                     300                      0
    543 NewCapacity(RE1,RSCLND,2035)                                                     300                      0
    576 NewCapacity(RE1,LNDMAIIRR,2020)                                        0.00076781408         3.0198066e-014
    577 NewCapacity(RE1,LNDMAIIRR,2021)                                           0.43210312        -1.1590728e-013
    578 NewCapacity(RE1,LNDMAIIRR,2022)                                            0.4342961          1.328937e-013
    579 NewCapacity(RE1,LNDMAIIRR,2023)                                           0.43210312         9.4813046e-014
    580 NewCapacity(RE1,LNDMAIIRR,2024)                                            0.4342961         3.2862602e-014
    581 NewCapacity(RE1,LNDMAIIRR,2025)                                           0.45808633         1.7452706e-013
    582 NewCapacity(RE1,LNDMAIIRR,2026)                                            0.4332961         4.6185278e-014
    583 NewCapacity(RE1,LNDMAIIRR,2027)                                           0.43648909         3.1974423e-014
    584 NewCapacity(RE1,LNDMAIIRR,2028)                                           0.46027931         3.1086245e-014
    585 NewCapacity(RE1,LNDMAIIRR,2029)                                           0.46027931         2.6645353e-015
    586 NewCapacity(RE1,LNDMAIIRR,2030)                                           0.46247229         1.2434498e-014
    587 NewCapacity(RE1,LNDMAIIRR,2031)                                           0.12366966         1.2434498e-014
    588 NewCapacity(RE1,LNDMAIIRR,2032)                                           0.12366966         1.2434498e-014
    589 NewCapacity(RE1,LNDMAIIRR,2033)                                           0.12366966         1.2434498e-014
    590 NewCapacity(RE1,LNDMAIIRR,2034)                                           0.12366966         1.7763568e-015
    591 NewCapacity(RE1,LNDMAIIRR,2035)                                           0.12663046                      0
    592 NewCapacity(RE1,LNDRICIRR,2020)                                          0.018970843        -4.9737992e-014
    593 NewCapacity(RE1,LNDRICIRR,2021)                                           0.14029459         1.7763568e-013
    594 NewCapacity(RE1,LNDRICIRR,2022)                                           0.15972903        -5.1070259e-014
    595 NewCapacity(RE1,LNDRICIRR,2023)                                           0.16009124        -1.0924595e-013
    596 NewCapacity(RE1,LNDRICIRR,2024)                                            0.1610129         1.1679546e-013
    597 NewCapacity(RE1,LNDRICIRR,2025)                                           0.16157235        -2.8244074e-013
    598 NewCapacity(RE1,LNDRICIRR,2026)                                           0.16293456        -2.2737368e-013
    599 NewCapacity(RE1,LNDRICIRR,2027)                                           0.16193456        -1.1457502e-013
    600 NewCapacity(RE1,LNDRICIRR,2028)                                           0.16285622        -8.7929664e-014
    601 NewCapacity(RE1,LNDRICIRR,2029)                                           0.16433733        -1.1723955e-013
    602 NewCapacity(RE1,LNDRICIRR,2030)                                           0.16377788        -5.3290705e-015
    603 NewCapacity(RE1,LNDRICIRR,2031)                                          0.032258065         1.4210855e-014
    604 NewCapacity(RE1,LNDRICIRR,2032)                                          0.033179724         1.2434498e-014
    605 NewCapacity(RE1,LNDRICIRR,2033)                                          0.034101382        -1.7763568e-015
    606 NewCapacity(RE1,LNDRICIRR,2034)                                          0.034101382         1.0658141e-014
    607 NewCapacity(RE1,LNDRICIRR,2035)                                          0.053993885         1.7763568e-015
    609 NewCapacity(RE1,LNDFOR,2021)                                               25.232864         1.8651747e-014
    610 NewCapacity(RE1,LNDFOR,2022)                                               25.245975         2.5757174e-014
    611 NewCapacity(RE1,LNDFOR,2023)                                               25.246806         5.3290705e-015
    612 NewCapacity(RE1,LNDFOR,2024)                                               25.243691         2.3092639e-014
    613 NewCapacity(RE1,LNDFOR,2025)                                               25.220341         4.4408921e-014
    614 NewCapacity(RE1,LNDFOR,2026)                                               25.342769        -3.5527137e-015
    615 NewCapacity(RE1,LNDFOR,2027)                                               25.140576        -3.5527137e-015
    616 NewCapacity(RE1,LNDFOR,2028)                                               25.315864        -1.0658141e-014
    617 NewCapacity(RE1,LNDFOR,2029)                                               25.115383        -1.5987212e-014
    618 NewCapacity(RE1,LNDFOR,2030)                                               24.599973        -1.4210855e-014
    625 NewCapacity(RE1,LNDBLT,2021)                                                     1.7         4.5474735e-013
    626 NewCapacity(RE1,LNDBLT,2022)                                                     1.6        -1.1368684e-013
    627 NewCapacity(RE1,LNDBLT,2023)                                                     1.7         3.9790393e-013
    628 NewCapacity(RE1,LNDBLT,2024)                                                     1.6         7.3896445e-013
    629 NewCapacity(RE1,LNDBLT,2025)                                                     1.7         5.1159077e-013
    630 NewCapacity(RE1,LNDBLT,2026)                                                     1.6         3.4106051e-013
    631 NewCapacity(RE1,LNDBLT,2027)                                                     1.7         1.7053026e-013
    632 NewCapacity(RE1,LNDBLT,2028)                                                     1.6         2.2737368e-013
    633 NewCapacity(RE1,LNDBLT,2029)                                                     1.7         5.6843419e-014
    634 NewCapacity(RE1,LNDBLT,2030)                                                     1.7        -1.1368684e-013
    635 NewCapacity(RE1,LNDBLT,2031)                                                     0.1         1.7053026e-013
    636 NewCapacity(RE1,LNDBLT,2032)                                                     0.2        -1.1368684e-013
    637 NewCapacity(RE1,LNDBLT,2033)                                                     0.2        -1.1368684e-013
    638 NewCapacity(RE1,LNDBLT,2034)                                                     0.1                      0
    639 NewCapacity(RE1,LNDBLT,2035)                                                     0.2        -1.1368684e-013
    640 NewCapacity(RE1,LNDWAT,2020)                                               25.089191                      0
    641 NewCapacity(RE1,LNDWAT,2021)                                                  25.021        -1.3552527e-020
    642 NewCapacity(RE1,LNDWAT,2022)                                                  25.021                      0
    643 NewCapacity(RE1,LNDWAT,2023)                                                  25.021                      0
    644 NewCapacity(RE1,LNDWAT,2024)                                                  25.021        -1.6456156e-017
    645 NewCapacity(RE1,LNDWAT,2025)                                                  25.021                      0
    646 NewCapacity(RE1,LNDWAT,2026)                                                  25.021         6.7762636e-021
    647 NewCapacity(RE1,LNDWAT,2027)                                                  25.021         1.5741193e-015
    648 NewCapacity(RE1,LNDWAT,2028)                                                  25.021        -6.7762636e-021
    649 NewCapacity(RE1,LNDWAT,2029)                                                  25.021         6.5906549e-015
    650 NewCapacity(RE1,LNDWAT,2030)                                               25.633777                      0
    651 NewCapacity(RE1,LNDWAT,2031)                                               25.377849                      0
    652 NewCapacity(RE1,LNDWAT,2032)                                                  25.021         6.7762636e-021
    653 NewCapacity(RE1,LNDWAT,2033)                                               25.744108                      0
    654 NewCapacity(RE1,LNDWAT,2034)                                               26.265102         3.3881318e-021
    655 NewCapacity(RE1,LNDWAT,2035)                                               26.994505                      0
    656 NewCapacity(RE1,RSCPRC,2020)                                               3185.8407         1.3552527e-020
    657 NewCapacity(RE1,RSCPRC,2021)                                               3185.8407         1.3552527e-020
    658 NewCapacity(RE1,RSCPRC,2022)                                               3185.8407         2.7105054e-020
    659 NewCapacity(RE1,RSCPRC,2023)                                               3185.8407         1.3552527e-020
    660 NewCapacity(RE1,RSCPRC,2024)                                               3185.8407                      0
    661 NewCapacity(RE1,RSCPRC,2025)                                               3185.8407                      0
    662 NewCapacity(RE1,RSCPRC,2026)                                               3185.8407         1.3552527e-020
    663 NewCapacity(RE1,RSCPRC,2027)                                               3185.8407         6.7762636e-021
    664 NewCapacity(RE1,RSCPRC,2028)                                               3185.8407         6.7762636e-021
    665 NewCapacity(RE1,RSCPRC,2029)                                               3185.8407         1.3552527e-020
    666 NewCapacity(RE1,RSCPRC,2030)                                               3147.1064         1.3552527e-020
    667 NewCapacity(RE1,RSCPRC,2031)                                               3163.2839         6.7762636e-021
    668 NewCapacity(RE1,RSCPRC,2032)                                               3185.8407                      0
    669 NewCapacity(RE1,RSCPRC,2033)                                               3185.8407         3.3881318e-021
    670 NewCapacity(RE1,RSCPRC,2034)                                               3185.8407         6.7762636e-021
    671 NewCapacity(RE1,RSCPRC,2035)                                               3185.8407         3.3881318e-021
    672 NewCapacity(RE1,RSCHYD,2020)                                               109.78286        -1.3552527e-020
    673 NewCapacity(RE1,RSCHYD,2021)                                               109.87445        -1.3552527e-020
    674 NewCapacity(RE1,RSCHYD,2022)                                               109.97245                      0
    675 NewCapacity(RE1,RSCHYD,2023)                                               110.07859                      0
    676 NewCapacity(RE1,RSCHYD,2024)                                               110.17745                      0
    677 NewCapacity(RE1,RSCHYD,2025)                                               110.29916                      0
    678 NewCapacity(RE1,RSCHYD,2026)                                               110.39847         6.7762636e-021
    679 NewCapacity(RE1,RSCHYD,2027)                                               110.50805                      0
    680 NewCapacity(RE1,RSCHYD,2028)                                               110.62288                      0
    681 NewCapacity(RE1,RSCHYD,2029)                                               110.74722         6.7762636e-021
    682 NewCapacity(RE1,RSCHYD,2030)                                               111.11788                      0
    683 NewCapacity(RE1,RSCHYD,2031)                                               111.11205                      0
    684 NewCapacity(RE1,RSCHYD,2032)                                               111.07529                      0
    685 NewCapacity(RE1,RSCHYD,2033)                                               111.47098        -3.3881318e-021
    686 NewCapacity(RE1,RSCHYD,2034)                                               111.77681        -3.3881318e-021
    687 NewCapacity(RE1,RSCHYD,2035)                                               112.17673                      0
    688 NewCapacity(RE1,RSCSOL,2020)                                                12.29904                      0
    689 NewCapacity(RE1,RSCSOL,2021)                                                12.29904                      0
    690 NewCapacity(RE1,RSCSOL,2022)                                                12.29904         1.3552527e-020
    691 NewCapacity(RE1,RSCSOL,2023)                                                12.29904                      0
    692 NewCapacity(RE1,RSCSOL,2024)                                                12.29904         1.3552527e-020
    693 NewCapacity(RE1,RSCSOL,2025)                                                12.29904                      0
    694 NewCapacity(RE1,RSCSOL,2026)                                                12.29904        -6.7762636e-021
    695 NewCapacity(RE1,RSCSOL,2027)                                                12.29904                      0
    696 NewCapacity(RE1,RSCSOL,2028)                                                12.29904        -6.7762636e-021
    697 NewCapacity(RE1,RSCSOL,2029)                                                12.29904        -6.7762636e-021
    698 NewCapacity(RE1,RSCSOL,2030)                                                12.29904                      0
    699 NewCapacity(RE1,RSCSOL,2031)                                                12.29904                      0
    700 NewCapacity(RE1,RSCSOL,2032)                                                12.29904                      0
    701 NewCapacity(RE1,RSCSOL,2033)                                                12.29904                      0
    702 NewCapacity(RE1,RSCSOL,2034)                                                12.29904         3.3881318e-021
    703 NewCapacity(RE1,RSCSOL,2035)                                                12.29904                      0
    704 NewCapacity(RE1,RSCWND,2020)                                                19.39464         1.3552527e-020
    705 NewCapacity(RE1,RSCWND,2021)                                                19.39464         1.3552527e-020
    706 NewCapacity(RE1,RSCWND,2022)                                                19.39464         1.3552527e-020
    707 NewCapacity(RE1,RSCWND,2023)                                                19.39464                      0
    708 NewCapacity(RE1,RSCWND,2024)                                                19.39464         1.3552527e-020
    709 NewCapacity(RE1,RSCWND,2025)                                                19.39464                      0
    710 NewCapacity(RE1,RSCWND,2026)                                                19.39464                      0
    711 NewCapacity(RE1,RSCWND,2027)                                                19.39464                      0
    712 NewCapacity(RE1,RSCWND,2028)                                                19.39464         6.7762636e-021
    713 NewCapacity(RE1,RSCWND,2029)                                                19.39464                      0
    714 NewCapacity(RE1,RSCWND,2030)                                                19.39464                      0
    715 NewCapacity(RE1,RSCWND,2031)                                                19.39464                      0
    716 NewCapacity(RE1,RSCWND,2032)                                                19.39464                      0
    717 NewCapacity(RE1,RSCWND,2033)                                                19.39464         3.3881318e-021
    718 NewCapacity(RE1,RSCWND,2034)                                                19.39464         3.3881318e-021
    719 NewCapacity(RE1,RSCWND,2035)                                                19.39464         3.3881318e-021
    768 NewCapacity(RE1,DEMAGRDSL,2020)                                            2.0597339         1.3552527e-020
    769 NewCapacity(RE1,DEMAGRDSL,2021)                                            2.1352908         1.3552527e-020
    770 NewCapacity(RE1,DEMAGRDSL,2022)                                            2.2211511        -1.3552527e-020
    771 NewCapacity(RE1,DEMAGRDSL,2023)                                            2.3064084        -2.1600153e-015
    772 NewCapacity(RE1,DEMAGRDSL,2024)                                            2.3931918        -3.6456569e-015
    773 NewCapacity(RE1,DEMAGRDSL,2025)                                            2.4916125                      0
    774 NewCapacity(RE1,DEMAGRDSL,2026)                                            2.5788476        -6.7762636e-021
    775 NewCapacity(RE1,DEMAGRDSL,2027)                                            2.6671572                      0
    776 NewCapacity(RE1,DEMAGRDSL,2028)                                            2.7675756        -2.6554889e-015
    777 NewCapacity(RE1,DEMAGRDSL,2029)                                            2.8684257         6.7762636e-021
    778 NewCapacity(RE1,DEMAGRDSL,2030)                                            2.9703703                      0
    779 NewCapacity(RE1,DEMAGRDSL,2031)                                            3.0467749                      0
    780 NewCapacity(RE1,DEMAGRDSL,2032)                                            3.1236311                      0
