r,t,y,NewCapacity
RE1,DEMAGRDSL,2020,0.0
RE1,DEMAGRDSL,2021,0.0
RE1,DEMAGRDSL,2022,0.0
RE1,DEMAGRDSL,2023,0.0
RE1,DEMAGRDSL,2024,0.0
RE1,DEMAGRDSL,2025,0.0
RE1,DEMAGRDSL,2026,0.0
RE1,DEMAGRDSL,2027,0.0
RE1,DEMAGRDSL,2028,0.0
RE1,DEMAGRDSL,2029,0.0
RE1,DEMAGRDSL,2030,0.0
RE1,DEMAGRDSL,2031,0.0
RE1,DEMAGRDSL,2032,0.0
RE1,DEMAGRDSL,2033,0.0
RE1,DEMAGRDSL,2034,0.0
RE1,DEMAGRDSL,2035,0.0
RE1,DEMAGRGWTWAT,2020,0.0
RE1,DEMAGRGWTWAT,2021,0.0
RE1,DEMAGRGWTWAT,2022,0.0
RE1,DEMAGRGWTWAT,2023,0.0
RE1,DEMAGRGWTWAT,2024,0.0
RE1,DEMAGRGWTWAT,2025,0.0
RE1,DEMAGRGWTWAT,2026,0.0
RE1,DEMAGRGWTWAT,2027,0.0
RE1,DEMAGRGWTWAT,2028,0.0
RE1,DEMAGRGWTWAT,2029,0.0
RE1,DEMAGRGWTWAT,2030,0.0
RE1,DEMAGRGWTWAT,2031,0.0
RE1,DEMAGRGWTWAT,2032,0.0
RE1,DEMAGRGWTWAT,2033,0.0
RE1,DEMAGRGWTWAT,2034,0.0
RE1,DEMAGRGWTWAT,2035,0.0
RE1,DEMAGRSURWAT,2020,0.0
RE1,DEMAGRSURWAT,2021,0.0
RE1,DEMAGRSURWAT,2022,0.0
RE1,DEMAGRSURWAT,2023,0.0
RE1,DEMAGRSURWAT,2024,0.0
RE1,DEMAGRSURWAT,2025,0.0
RE1,DEMAGRSURWAT,2026,0.0
RE1,DEMAGRSURWAT,2027,0.0
RE1,DEMAGRSURWAT,2028,0.0
RE1,DEMAGRSURWAT,2029,0.0
RE1,DEMAGRSURWAT,2030,0.0
RE1,DEMAGRSURWAT,2031,0.0
RE1,DEMAGRSURWAT,2032,0.0
RE1,DEMAGRSURWAT,2033,0.0
RE1,DEMAGRSURWAT,2034,0.0
RE1,DEMAGRSURWAT,2035,0.0
RE1,DEMPUBGWTWAT,2020,0.0
RE1,DEMPUBGWTWAT,2021,0.0
RE1,DEMPUBGWTWAT,2022,0.0
RE1,DEMPUBGWTWAT,2023,0.0
RE1,DEMPUBGWTWAT,2024,0.0
RE1,DEMPUBGWTWAT,2025,0.0
RE1,DEMPUBGWTWAT,2026,0.0
RE1,DEMPUBGWTWAT,2027,0.0
RE1,DEMPUBGWTWAT,2028,0.0
RE1,DEMPUBGWTWAT,2029,0.0
RE1,DEMPUBGWTWAT,2030,0.0
RE1,DEMPUBGWTWAT,2031,0.0
RE1,DEMPUBGWTWAT,2032,0.0
RE1,DEMPUBGWTWAT,2033,0.0
RE1,DEMPUBGWTWAT,2034,0.0
RE1,DEMPUBGWTWAT,2035,0.0
RE1,DEMPUBSURWAT,2020,0.0
RE1,DEMPUBSURWAT,2021,0.0
RE1,DEMPUBSURWAT,2022,0.0
RE1,DEMPUBSURWAT,2023,0.0
RE1,DEMPUBSURWAT,2024,0.0
RE1,DEMPUBSURWAT,2025,0.0
RE1,DEMPUBSURWAT,2026,0.0
RE1,DEMPUBSURWAT,2027,0.0
RE1,DEMPUBSURWAT,2028,0.0
RE1,DEMPUBSURWAT,2029,0.0
RE1,DEMPUBSURWAT,2030,0.0
RE1,DEMPUBSURWAT,2031,0.0
RE1,DEMPUBSURWAT,2032,0.0
RE1,DEMPUBSURWAT,2033,0.0
RE1,DEMPUBSURWAT,2034,0.0
RE1,DEMPUBSURWAT,2035,0.0
RE1,DEMPWRSURWAT,2020,0.0
RE1,DEMPWRSURWAT,2021,0.0
RE1,DEMPWRSURWAT,2022,0.0
RE1,DEMPWRSURWAT,2023,0.0
RE1,DEMPWRSURWAT,2024,0.0
RE1,DEMPWRSURWAT,2025,0.0
RE1,DEMPWRSURWAT,2026,0.0
RE1,DEMPWRSURWAT,2027,0.0
RE1,DEMPWRSURWAT,2028,0.0
RE1,DEMPWRSURWAT,2029,0.0
RE1,DEMPWRSURWAT,2030,0.0
RE1,DEMPWRSURWAT,2031,0.0
RE1,DEMPWRSURWAT,2032,0.0
RE1,DEMPWRSURWAT,2033,0.0
RE1,DEMPWRSURWAT,2034,0.0
RE1,DEMPWRSURWAT,2035,0.0
RE1,DEMTRABIO,2020,0.0
RE1,DEMTRABIO,2021,0.0
RE1,DEMTRABIO,2022,0.0
RE1,DEMTRABIO,2023,0.0
RE1,DEMTRABIO,2024,0.0
RE1,DEMTRABIO,2025,0.0
RE1,DEMTRABIO,2026,0.0
RE1,DEMTRABIO,2027,0.0
RE1,DEMTRABIO,2028,0.0
RE1,DEMTRABIO,2029,0.0
RE1,DEMTRABIO,2030,0.0
RE1,DEMTRABIO,2031,0.0
RE1,DEMTRABIO,2032,0.0
RE1,DEMTRABIO,2033,0.0
RE1,DEMTRABIO,2034,0.0
RE1,DEMTRABIO,2035,0.0
RE1,LNDBLT,2020,3.9062
RE1,LNDBLT,2021,4.0234
RE1,LNDBLT,2022,4.1406
RE1,LNDBLT,2023,4.2578
RE1,LNDBLT,2024,11.1881
RE1,LNDBLT,2025,11.4851
RE1,LNDBLT,2026,11.7822
RE1,LNDBLT,2027,12.1782
RE1,LNDBLT,2028,12.5743
RE1,LNDBLT,2029,12.8713
RE1,LNDBLT,2030,13.2673
RE1,LNDBLT,2031,13.6634
RE1,LNDBLT,2032,14.1584
RE1,LNDBLT,2033,14.5545
RE1,LNDBLT,2034,14.9505
RE1,LNDBLT,2035,15.4455
RE1,LNDFOR,2020,68.3594
RE1,LNDFOR,2021,67.4414
RE1,LNDFOR,2022,66.5625
RE1,LNDFOR,2023,65.5957
RE1,LNDFOR,2024,163.7129
RE1,LNDFOR,2025,156.3119
RE1,LNDFOR,2026,153.7624
RE1,LNDFOR,2027,151.1139
RE1,LNDFOR,2028,148.3416
RE1,LNDFOR,2029,145.5445
RE1,LNDFOR,2030,142.7723
RE1,LNDFOR,2031,139.7772
RE1,LNDFOR,2032,136.7822
RE1,LNDFOR,2033,133.6881
RE1,LNDFOR,2034,130.5693
RE1,LNDFOR,2035,127.3515
RE1,LNDMAIHI,2020,0.0
RE1,LNDMAIHI,2021,0.0
RE1,LNDMAIHI,2022,0.0
RE1,LNDMAIHI,2023,0.0
RE1,LNDMAIHI,2024,0.0
RE1,LNDMAIHI,2025,0.0
RE1,LNDMAIHI,2026,0.0
RE1,LNDMAIHI,2027,0.0
RE1,LNDMAIHI,2028,0.0
RE1,LNDMAIHI,2029,0.0
RE1,LNDMAIHI,2030,0.0
RE1,LNDMAIHI,2031,0.0
RE1,LNDMAIHI,2032,0.0
RE1,LNDMAIHI,2033,0.0
RE1,LNDMAIHI,2034,0.0
RE1,LNDMAIHI,2035,0.0
RE1,LNDMAIHR,2020,19.5312
RE1,LNDMAIHR,2021,20.0195
RE1,LNDMAIHR,2022,20.5078
RE1,LNDMAIHR,2023,21.0449
RE1,LNDMAIHR,2024,54.703
RE1,LNDMAIHR,2025,56.0644
RE1,LNDMAIHR,2026,57.4257
RE1,LNDMAIHR,2027,58.7871
RE1,LNDMAIHR,2028,60.2723
RE1,LNDMAIHR,2029,61.8812
RE1,LNDMAIHR,2030,63.3663
RE1,LNDMAIHR,2031,64.9752
RE1,LNDMAIHR,2032,66.5842
RE1,LNDMAIHR,2033,68.1931
RE1,LNDMAIHR,2034,69.9257
RE1,LNDMAIHR,2035,71.6584
RE1,LNDRICHI,2020,0.0
RE1,LNDRICHI,2021,0.0
RE1,LNDRICHI,2022,0.0
RE1,LNDRICHI,2023,0.0
RE1,LNDRICHI,2024,0.0
RE1,LNDRICHI,2025,0.0
RE1,LNDRICHI,2026,0.0
RE1,LNDRICHI,2027,0.0
RE1,LNDRICHI,2028,0.0
RE1,LNDRICHI,2029,0.0
RE1,LNDRICHI,2030,0.0
RE1,LNDRICHI,2031,0.0
RE1,LNDRICHI,2032,0.0
RE1,LNDRICHI,2033,0.0
RE1,LNDRICHI,2034,0.0
RE1,LNDRICHI,2035,0.0
RE1,LNDRICHR,2020,11.7188
RE1,LNDRICHR,2021,12.0312
RE1,LNDRICHR,2022,12.3047
RE1,LNDRICHR,2023,12.6172
RE1,LNDRICHR,2024,32.7723
RE1,LNDRICHR,2025,33.5644
RE1,LNDRICHR,2026,34.4554
RE1,LNDRICHR,2027,35.3465
RE1,LNDRICHR,2028,36.2376
RE1,LNDRICHR,2029,37.1287
RE1,LNDRICHR,2030,38.0198
RE1,LNDRICHR,2031,39.0099
RE1,LNDRICHR,2032,39.901
RE1,LNDRICHR,2033,40.9901
RE1,LNDRICHR,2034,41.9802
RE1,LNDRICHR,2035,42.9703
RE1,LNDWAT,2020,13.6719
RE1,LNDWAT,2021,13.6719
RE1,LNDWAT,2022,13.6719
RE1,LNDWAT,2023,13.6719
RE1,LNDWAT,2024,34.6535
RE1,LNDWAT,2025,39.604
RE1,LNDWAT,2026,39.604
RE1,LNDWAT,2027,39.604
RE1,LNDWAT,2028,39.604
RE1,LNDWAT,2029,39.604
RE1,LNDWAT,2030,39.604
RE1,LNDWAT,2031,39.604
RE1,LNDWAT,2032,39.604
RE1,LNDWAT,2033,39.604
RE1,LNDWAT,2034,39.604
RE1,LNDWAT,2035,39.604
